Location and Name of Building in which Polling Station located,Total_Booths_In_Locality,Dominant_Party,Dominant_Party_Booths_Won
"Panchayat Union Middle School, South Building, Muthuthevanpatti",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, South Buliding, East Side, Nagalapuram",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, South Side
Building B.Dharmathupatti",1,Tamilaga Vettri Kazhagam,1
"Panchayat Union Middle School, South Side 4th Building  From East, Upparpatti.",1,Tamilaga Vettri Kazhagam,1
"Panchayat Union Middle School, South Side Second Building  From East, Upparpatti",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, Southern Building, West Portion, Aranmanaipudur",1,Tamilaga Vettri Kazhagam,1
"Panchayat Union Middle School, West Building, Ambasamuthram",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, West Building,East Facing, Kattunayakkanpatti",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, West Side Southern Portion, Aranmanaipudur",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, Western Buliding South Block, Muthuthevanpatti",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, Western Buliding, Kattunayakkanpatti",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, Western Buliding, Nagalapuram",1,Tamilaga Vettri Kazhagam,1
"Panchayat Union Middle School, Western Side, Agamalai",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School,East Room,
Koolaiyanur",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School,East Side Building, Gundalnaickanpatti",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School,North Building, Eastern Portion, Aranmanaipudur",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School,North Building,West Room, Kariappagoundanpatti, Rasingapuram",1,Tamilaga Vettri Kazhagam,1
"Panchayat Union Middle School,South Building, East Room, Kariappagoundanpatti, Rasingapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School,South Building, West Room, Kariappagoundanpatti, Rasingapuram",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School,South Building,East Side, B.Dharmathupatti",1,Tamilaga Vettri Kazhagam,1
"Panchayat Union Middle School,West Block, Sulapuram",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School,West Side, Kariappagoundanpatti, Rasingapuram",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School,Western Building, South Room, Karattupatti",1,Tamilaga Vettri Kazhagam,1
"Panchayat Union Middle School,Western Side, Centre Portion SSA Building, B.Ammapatti",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School., North Side, Munthal",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School., South Side, Munthal",1,Tamilaga Vettri Kazhagam,1
"Panchayat Union Primary School , New
Building Western Portion,
Ramakrishnapuram",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School, North
Building, Pottalkalam",1,Dravida Munnetra Kazhagam,1
"Pangajam  Middle School   , East Block South Side,(2nd Class Room) Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Pangajam  Middle School, East Block South Side, Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Pangajam  Middle School, East Block, Middle Side, Kulalar Palayam, Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Pangajam  Middle School, East Block, North Side, Kulalar Palayam, Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Pangajam  Middle School, West Block, North Side, Kulalar Palayam, Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Pangajam Girls  Hr.sec.School ,, East Block.south building Near Cycle Stand , Kulalar Palayam,  Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Pitchandi Middle School , East Raja Street, Bodinayakanur",1,Dravida Munnetra Kazhagam,1
"Pitchandi Middle School,, Theradi Street,
North Side, East Part, Bodinayakanur.",1,Dravida Munnetra Kazhagam,1
"Ramapalanivelsamy Middle School, Part Building, B.Meenachipuram",1,Dravida Munnetra Kazhagam,1
"Resource Room and Day Care for Children with Disabilities,East Building, North Room, Bodinayakanur",1,Dravida Munnetra Kazhagam,1
"Resource Room and Day Care for Children with Disabilities,East Building, South Room, Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"S.K.L. Middle School , New Building Eastern Side, Kodangipatti",1,Dravida Munnetra Kazhagam,1
"S.K.L. Middle School , New Building Western Side, Kodangipatti",1,Tamilaga Vettri Kazhagam,1
"S.V.Kalaimagal Middle School, Southern Building, Western Side, Kuppinayakkanpatti",1,Dravida Munnetra Kazhagam,1
"S.V.Kalaimagal Middle School, Western Building, Kuppinayakkanpatti",1,Tamilaga Vettri Kazhagam,1
"SCISM Play School, North Block Center Building , Subburaj Nagar, Bodinayakanur.",1,Tamilaga Vettri Kazhagam,1
"SCISM Play School, North Block East Side, Subburaj Nagar, Bodinayakanur.",1,Tamilaga Vettri Kazhagam,1
"SCISM Play School, North Block Western Side, Subburaj Nagar ,Bodinayakanur.",1,Dravida Munnetra Kazhagam,1
"SICSM Matric Higher Sec. School ,Eastern Building North Side, 1st Room Melechokkanathapuram",1,Tamilaga Vettri Kazhagam,1
"SICSM Matric Higher Sec. School ,Eastern Building, North Side 2nd Room Melechokkanathapuram",1,Tamilaga Vettri Kazhagam,1
"SICSM Matric Higher Sec. School, Western Block Southern Side 2nd Room Melechokkanathapuram",1,Tamilaga Vettri Kazhagam,1
"Samuthaya Koodam North Side, Aranmanaipudur",1,Tamilaga Vettri Kazhagam,1
"Samuthaya Koodam South Side, Aranmanaipudur",1,Tamilaga Vettri Kazhagam,1
"Savari Nayagam Ele.School,South Building,
Manicakapuram",1,Dravida Munnetra Kazhagam,1
"Senaithalaivar Nursery and Primary School, Priyandavar High Road North Building East Portion  Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Senaithalaivar Nursery and Primary School, Priyandavar High Road, West Portion, Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Senthil Middle School,Additional Building,Middle Room, Keppurenganpatti, Manjinayakanpatti",1,Tamilaga Vettri Kazhagam,1
"Senthil Middle School,Additional Buliding, North Room, Keppurenganpatti, Manjinayakanpatti",1,Dravida Munnetra Kazhagam,1
"Senthil Middle School,Additional Buliding, South Room, Keppurenganpatti, Manjinayakanpatti",1,Tamilaga Vettri Kazhagam,1
"Service Centre, East Side,  B. Nagalapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Service Centre, West Side, B. Nagalapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Shanmuga Arulneri Primary School, Gurukalaiyar Street, Bodinayakanur",1,Dravida Munnetra Kazhagam,1
"Shanmuga Arulneri Primary School, Western Building, Bodinayakanur.",1,Tamilaga Vettri Kazhagam,1
"Shanmugar Arulneri Primary School, North Veli Street Bodinayakanur",1,Dravida Munnetra Kazhagam,1
"Soudambigai Middle School, South Side, Chinnasowdamman Kovil Street, Bodinayakanur.",1,Tamilaga Vettri Kazhagam,1
"Soudambikai Middle School, Main Block, North Side, Chinnasowdamman Kovil Street, Bodinayakanur.",1,Tamilaga Vettri Kazhagam,1
"Soweendeeswari Middle School, South Building Santhaipettai  Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Sowendeeswari Middle School, Periyanda varpuram Near Head Post Office, Bodinayakanur.",1,Tamilaga Vettri Kazhagam,1
"Sri Ganesh Ele. School, Santhaipettai Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Sri Rama Krishna Vidhyalayam Govt Primary School, Govt High School Compound Southern Side East Block Middle Room Lakshmipuram",1,Dravida Munnetra Kazhagam,1
"Sri Rengaraja Guruvappa Govt. High School
, Main Building Eastern Block, Srirengapuram",1,Tamilaga Vettri Kazhagam,1
"Sri Rengaraja Guruvappa Govt. High School, Western Buliding North Block, Srirengapuram",1,Tamilaga Vettri Kazhagam,1
"Sri Rengaraja Guruvappa Govt. High School, Western Buliding South Block, Srirengapuram",1,Tamilaga Vettri Kazhagam,1
"Sriram Solai Middle School, North  Portion, Kamarajapuram.",1,Dravida Munnetra Kazhagam,1
"Suruli Kathirveluchamy Middle School, East Side, Dombuchery",1,Dravida Munnetra Kazhagam,1
"Suruli Kathirveluchamy Middle School, South Side, Dombuchery",1,All India Anna Dravida Munnetra Kazhagam,1
"Tamil Nadu Noonmeals Hall, No
35.Community Hall, Thiruchenthur",1,Dravida Munnetra Kazhagam,1
"Tamil Nadu State Rural Livelihoods Mission, Regional Office,,Meeting Hall, South Side, Mullai Nagar, Aranmanaipudur",1,Tamilaga Vettri Kazhagam,1
"Tamil Nadu State Rural Livelihoods Mission, Regional Office,Meeting Hall, North Side, Mullai Nagar, Aranmanaipudur",1,Tamilaga Vettri Kazhagam,1
"Telungu Chettiyar Mandabam, West Building, North Side, Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Telungu Chettiyar Mandabam, West Building, South Side, Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Thiru. Vengadasalam Middle School, Eastern Side, South Block, B.Renganathapuram",1,Tamilaga Vettri Kazhagam,1
"Thiru. Vengadasalam Middle School, Western Side North Block, B.Renganathapuram",1,Tamilaga Vettri Kazhagam,1
"Thiru. Vengadasalam Middle School, Western Side, South Block, B.Renganathapuram",1,Tamilaga Vettri Kazhagam,1
"Thirupathi Chettiyar Middle School, East Side, Dombuchery",1,Dravida Munnetra Kazhagam,1
"Thirupathi Chettiyar Middle School, North Side, Dombuchery",1,Dravida Munnetra Kazhagam,1
"V.V. Hr.Sec. School   , South Building  2nd Room In Western Side,  Vengadasalapuam",1,Tamilaga Vettri Kazhagam,1
"V.V. Hr.Sec. School, Class VII A, Golden Jubilee Building Hall, Vengadasalapuram",1,Tamilaga Vettri Kazhagam,1
"V.V. Hr.Sec. School, Room No.10, Golden Jubilee Building Hall , Vengadasalapuram",1,Tamilaga Vettri Kazhagam,1
"Vaaniyar Uravinmurai Mandabam,
Northern Building, North Side, Keela Raja Veethi, Bodinayakanur",1,Dravida Munnetra Kazhagam,1
"Vaaniyar Uravinmurai Mandabam, Northern Building,South Side, Keela Raja Veethi, Bodinayakanur",1,Dravida Munnetra Kazhagam,1
"Veeravel Ele. School , (Block -3),Top Station",1,Tamilaga Vettri Kazhagam,1
"Village Panchayat Service Centre Building,North  Side, Mullainagar, Aranmanaipudur",1,Dravida Munnetra Kazhagam,1
"Village Panchayat Service Centre Building,South Side, Mullainagar, Aranmanaipudur",1,Dravida Munnetra Kazhagam,1
"Zameintharani Kamulammal Memorial Ele.
School West Facing Room, Sundharapandian Street, Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Zameintharani Kamulammal Memorial Ele.
School, North Facing Room, Sundharapandian  Street, Bodinayakanur",1,Tamilaga Vettri Kazhagam,1
"Zamintharani Kamulammal Memorial Hr.Sec. School, East Block, North Side, Staff Room (Gents), Bodinayakanur.",1,Tamilaga Vettri Kazhagam,1
"Zamintharani Kamulammal Memorial Hr.Sec. School, East Block, Southern Side, Staff Room (Ladies), Bodinayakanur.",1,Tamilaga Vettri Kazhagam,1
"Zaminthrani Kamulammal Memorial Hr.  Sec. School, Centre Block, East Side, 11Std E Sec, Bodinayakanur.",1,Tamilaga Vettri Kazhagam,1
"Zaminthrani Kamulammal Memorial Hr.Sec.
School, Centre Block, 11th Std G Sec, Bodinayakanur.",1,Tamilaga Vettri Kazhagam,1
