Label,Total_Votes,Share_Percentage
DMK,84228,38.80544754252438
TVK,77571,35.73844055802296
AIADMK,40787,18.79134953835947
NTK,11172,5.147153677459779
IND,2051,0.9449348543206236
AIPTMK,651,0.2999281278219045
CPIML,404,0.1861305125039161
VTK,188,0.08661518898697086
