serial no. of polling station,location_clean,building_clean,polling areas,Winner_Party,Margin_Percentage
302,Viraganoor - 625009,Anganwadi Centre South Facing East side,"1.Viraganoor (R.V) Viraganoor(P) Samiyar Thoppu,
2.Viraganoor (R.V) Viraganoor (P) PWD Quarters Madhagu Anai, 3.Viraganoor (R.V) Viraganoor (P) Lakshmi Bricks,
4.Viraganoor (R.V) Viraganoor (P) Kozhi Medu, 5.Viraganoor (R.V) Viraganoor (P) Ramachandran Chamber, 6.Viraganoor (R.V) Viraganoor (P) Rajarajan Chamber,
7.Viraganoor (R.V) Viraganoor (P) Alagappan Compound Viraganoor, 8.Viraganoor (R.V) Viraganoor (P) Thangasami Chamber, Viraganoor, 9.Viraganoor (R.V) Viraganoor (P) Vijayarajan Chamber, Viraganoor, 10.Viraganoor (R.V) Viraganoor (P) Ring Road Viraganoor, 11.Viraganoor (R.V) Viraganoor (P) Quality Steel Street Viraganoor,
12.Viraganoor (R.V) Viraganoor (P) Ramanathapuram Main Road, Viraganoor",tamilaga vettri kazhagam,20.91836734693878
306,Puliyankulam-625201,"Pt Union Ele School ,Southern Wing","1.Puliyankulam (R.V) Puliyankulam (P) Puliyankulam Main Road,
2 - Puliyankulam (R.V) Puliyankulam (P), L.K.T Nagar( S.No. 1004 to 1281) 3.Puliyankulam (R.V) Puliyankulam (P) A.G.S.Street,",tamilaga vettri kazhagam,25.35947712418301
308,Silaiman-625201,"Pt Union Ele School ,New Building, Western Side","1.Silaiman (R.V) Silaiman (P) Sathiya Nagar Ward 2,
2.Silaiman (R.V) Silaiman (P) Main Road Sathiya Nagar Ward 2,
3.Silaiman (R.V) Silaiman (P) Govindan Lane Ward 2,
4.Silaiman (R.V) Silaiman (P) Arasamaram Lane Ward 2
5.Silaiman (R.V) Silaiman (P) Teacher Street,
6.Silaiman (R.V) Silaiman (P) Om Sakthi Street,",tamilaga vettri kazhagam,13.83495145631068
311,"10 B Class
Room Silaiman-625201","Govt Hr Sec School New Building, Western Side","1.Silaiman (R.V) Silaiman (P) K.K.Nagar Ward 3,",tamilaga vettri kazhagam,12.38938053097345
317,Samanatham-625009,"Pt Union Ele School ,South Portion","1.Samanatham (R.V) Samanatham (P) Ayyanarpuram Ward 1,
2.Samanatham (R.V) Samanatham (P) North Street Ward 1,",tamilaga vettri kazhagam,17.3758865248227
318,Samanatham-625009,"Pt Union Ele School ,North East Wing, Portion","1.Samanatham (R.V) Samanatham (P) Keela Street Colony Ward 1, 2.Samanatham (R.V) Samanatham (P) South Street Ward 1, 3.Samanatham (R.V) Samanatham (P) West Street Ward 2, 4.Samanatham (R.V) Samanatham (P) Five House Ward 2",tamilaga vettri kazhagam,16.0
327,Solankuruni - 625022,"Panchayat Union Middle School, Central Building","1.Solankuruni (R.V) Solankuruni (P) Samathuvapuram Ward 4 2.Solankuruni (R.V) Solankuruni (P) Solankuruni Ward 4 3.Solankuruni (R.V) Thirupparankundram (P) Pilliarpatti ward no 1 ,",tamilaga vettri kazhagam,24.20634920634921
328,South Building Solankuruni - 625022,Panchayat Union Middle School,"1.Solankuruni (R.V) Solankuruni (P) Adi Dravidar Street Ward4 2.Solankuruni (R.V) Solankuruni (P) East Street Ward 3, 3.Solankuruni (R.V) Solankuruni (P) West Street Ward 3, 4.Solankuruni (R.V) Solankuruni (P) Colony Street Ward 2, 5.Solankuruni (R.V) Solankuruni (P) Konar Street Ward 4 ,",tamilaga vettri kazhagam,20.11331444759207
334,"Centre
Portion Valayankulam-625022","Government High School,Eastern Side Building","1.Valaiyankulam (R.V) Valaiyankulam (P) Valaiyankulam Ward 4 ,",tamilaga vettri kazhagam,25.50177095631641
335,Valayankulam-625022,"Government High School,Eastern Side East Building","1.Valaiyankulam (R.V) Valaiyankulam (P) Valaiyankulam Ward 4 ,",tamilaga vettri kazhagam,25.1131221719457
350,Virathanoor-625009,"Pt Union Elementary School, East Portion, Southern Side","1.Virathanoor (R.V) Virathanoor (P) North street Ward 1, 2.Virathanoor (R.V) Virathanoor (P) West Street Ward 1, 3.Virathanoor (R.V) Virathanoor (P) Nadu Street Ward 1, 4.Virathanoor (R.V) Virathanoor (P) South Street Ward 2, 5.Virathanoor (R.V) Virathanoor (P) Sathya Nagar Ward 2, 6.Virathanoor (R.V) Virathanoor (P) Nadu Street,",tamilaga vettri kazhagam,12.91611185086551
