serial no. of polling station,location_clean,building_clean,polling areas,Winner_Party,Margin_Percentage
124,Tiruparankundram -625005,"Government Higher Secondary School, North Building, Eastern Portion","1.Madurai (C) Thirupparankundram (TP) Kuppaiyan Kinatru Lane Ward 98 ,
2.Madurai (C) Thirupparankundram (TP) Vangalam Lane Ward 98 ,
3.Madurai (C) Thirupparankundram (TP) East Street South Lane Ward 98 ,
4.Madurai (C) Thirupparankundram (TP) East Street North Lane Ward 98 ,
5.Madurai (C) Thirupparankundram (TP) Chavadi Street Ward 98 ,
6.Madurai (C) Thirupparankundram (TP) Big Car Street Ward 97
7.Madurai (C) Thirupparankundram (TP) Rajeev Gandi Nagar 1st East Ward 99,
8.Madurai (C) Thirupparankundram (TP) Rajeev Gandhi Nagar 2nd Street East Ward 99,",tamilaga vettri kazhagam,13.31658291457286
125,Western portion Tiruparankundram - 625005,"Government Higher Secondary School, Main Building, Backside,North Building","1.Madurai (C) Thirupparankundram (TP) Padapadi Street Ward 98,
2.Madurai (C) Thirupparankundram (TP) Sweeper Colony Ward 99,
3.Madurai (C) Thirupparankundram (TP) Harijan Colony Ward 99,
4.Madurai (C) Thirupparankundram (TP) Muniyandi Kovil Street Ward 99,
5.Madurai (C) Thirupparankundram (TP) Thanga Vinayagar First Street,99
6.Madurai (C) Thirupparankundram (TP) Thanga Vinayagar 2nd Street,99
7.Madurai (C) Thirupparankundram (TP) Rajeev Gandhi Nagar Main Street Ward 99",tamilaga vettri kazhagam,8.921933085501859
128,Tiruparankundram -625005,"Government Higher Secondary School, Main Building, Near Office Room, GST Road","1.Madurai (C) Thirupparankundram (TP) Kuttaiyya Pillai Street Ward 98,
2.Madurai (C) Thirupparankundram (TP) Veerana Thevar Lane Ward 98,
3.Madurai (C) Thirupparankundram (TP) Sokkalingam Pillai Street Ward 98,
4.Madurai (C) Thirupparankundram (TP) Kalia Thevar Lane Ward 98,
5.Madurai (C) Thirupparankundram (TP) Samy Naicker Lane Ward 98,
6.Madurai (C) Thirupparankundram (TP) Thampuran Lane Ward 98,
7.Madurai (C) Thirupparankundram (TP) Lakshmanan Servai Lane Ward 98,
8.Madurai (C) Thirupparankundram (TP) Keela Ratha Veethi Ward 98,
9.Madurai (C) Thirupparankundram (TP) Sannathi Street Ward 98",tamilaga vettri kazhagam,4.776579352850539
131,"East Building West
Portion Thiruparankundarm (East) -625005",Panchayat Union Elementry School,"1.Madurai (C) Thirupparankundram (TP) Sakkiliyar Mettu Street Ward 98,
2.Madurai (C) Thirupparankundram (TP) Police Lane 98,",tamilaga vettri kazhagam,9.883720930232558
135,Thiruparankundram-625005,"Panchayat Union Primary School, West Building, Northtern Portion, Office Side","1.Madurai (C) Thirupparankundram (TP) G.S.T Road Ward 99,
2.Madurai (C) Thirupparankundram (TP) North Mudaliyar Street 99,
3.Madurai (C) Thirupparankundram (TP) Muniyandi Kovil Street Ward 99,
4.Madurai (C) Thirupparankundram (TP) North Muduyalar 2nd Street Ward99
5.Madurai (C) Thirupparankundram (TP) North Karuppa Pallai Lane Ward 99,
6.Madurai (C) Thirupparankundram (TP) Mohamadiyar Street Ward 99,
7.Madurai (C) Thirupparankundram (TP) North Kammalar Street Ward 99,
8.Madurai (C) Thirupparankundram (TP) Veerayi Lane Ward 99,
9.Madurai (C) Thirupparankundram (TP) Edayar Lane Ward 99,
10.Madurai (C) Thirupparankundram (TP) Vellalar Street Ward 99,
11.Madurai (C) Thirupparankundram (TP) Padaikatti Street Ward 99",dravida munnetra kazhagam,6.048906048906049
136,Thiruparankundram-625005,"Panchayat Union Primary School, South Building, (Cone Building) Western Portion","1.Madurai (C) Thirupparankundram (TP) Vadarmadasanthu Ward 98,
2.Madurai (C) Thirupparankundram (TP) Kallar Street Ward 98,
3.Madurai (C) Thirupparankundram (TP) Devamar Street Ward 98,
4.Madurai (C) Thirupparankundram (TP) Asarimar Street Ward 98,
5.Madurai (C) Thirupparankundram (TP) Pambaiyan Street Ward 98,
6.Madurai (C) Thirupparankundram (TP) Pambai Maniyan Street Ward 98,
7.Madurai (C) Thirupparankundram (TP) Kasimaniyam Street Ward 98,
8.Madurai (C) Thirupparankundram (TP) Mayilappan Poosari Street Ward 98,
9.Madurai (C) Thirupparankundram (TP) Pambalamman Koil Street Ward 98,
10.Madurai (C) Thirupparankundram (TP) West Car Street Ward 98,
11.Madurai (C) Thirupparankundram (TP) North Car Street Ward 98
12.Madurai (C) Thirupparankundram (TP) Sannathi Street Ward 99,",dravida munnetra kazhagam,0.0
144,North Side,"Maharishi Vidhya Manthir Nursery and Primary School, Harveypatti, East Building","1.Madurai (C) Harveypatti (Tp) Harveypatti 3rd Street Ward 96,
2.Madurai (C) Harveypatti (Tp) Harveypatti 4th Street Ward 96,
3.Madurai (C) Harveypatti (Tp) Harveypatti 5th Street Ward 96,
4.Madurai (C) Harveypatti (Tp) Harveypatti 1st Street Ward 96,
5.Madurai (C) Harveypatti (Tp) Harveypatti 2nd Street Ward 96,
6.Madurai (C) Harveypatti (Tp) Harveypatti 3rd Street Ward 96,
7.Madurai (C) Harveypatti (Tp) Harveypatti 4th Street Ward 96,
8.Madurai (C) Harveypatti (Tp) Harveypatti 1st Street Ward 96,
9.Madurai (C) Harveypatti (Tp) Harveypatti 2nd Street Ward 96,
10.Madurai (C) Harveypatti (Tp) Harveypatti 3rd Street Ward 96,
11.Madurai (C) Harveypatti (Tp) Harveypatti 3rd Street Ward 96",tamilaga vettri kazhagam,11.89189189189189
147,"(West)
Nilaiyur I Bit-625005","Panchayat Union Elementary School,Main Building","1.Nilaiyur Bit 1 (R.V) Nilaiyur (P) Nilaiyur 1st Bit Street Ward 1, (Serial No 1 To 54, 391 To End)",tamilaga vettri kazhagam,9.917355371900827
159,"Southern
Portion Koothiyarkundu-625008","Panchayat Union Elementary School, East Building","1.Nilaiyur Bit1 (R.V) Kuthiyarkundu (P) Harijan Colony,
2.Nilaiyur Bit1 (R.V) Kuthiyarkundu (P) Kuthiyarkundu,",tamilaga vettri kazhagam,6.629834254143646
161,Karuvelampatti -625008,"Govt High School ,Main Building, Western Portion","1.Nilaiyur (R.V) Karuvelampatti (P) Karuvelampatti Ward 1,",dravida munnetra kazhagam,2.098765432098765
162,Karuvelampatti -625008,"Govt High School ,Main Building, Middle Portion","1.Nilaiyur(R.V) Karuvelampatti (P) East Street Ward 2,",tamilaga vettri kazhagam,6.921675774134791
165,Western Portion Perungudi-625022,"Panchayat Union Elementary School,Near Gate East Building","1 - Perungudi (R.V) Perungudi (P), Perungudi Ward 1 (Sl.No 1 to 948",dravida munnetra kazhagam,5.05050505050505
191,M M C Colony Avaniyapuram-625012,Anganwadi Centre,"1.Madurai (C) Avaniyapuram(Tp) M.M.C Colony 3rd Street,Avaniyapuram Ward 84
2.Madurai(C) Avaniapuram (Tp) Arumugam Nagar First Street 92",tamilaga vettri kazhagam,6.631299734748011
199,Avaniyapuram-625012,"Government Higher Secondary School, South Portion, SSA Training Building, East Portion","1 - Madurai (C) Avaniyapuram (TP), Housing Board Colony Villapuram Ward 84 (S.No.301 to 1325)",tamilaga vettri kazhagam,7.870967741935483
200,Avaniyapuram - 625012,"Government Higher Secondary School, West Side Building IX Std Class Room","1 - Madurai (C) Avaniyapuram (TP), Avaniapuram Housing Board Colony Ward 84 (Part No 165.S.No.1048 to 1247), (Part No 169.S.No.1 to 300)
2..Madurai(C) Avaniapuram (Tp) Housing Board Colony Ward 84",tamilaga vettri kazhagam,9.48905109489051
230,Avaniapuram-625012,"B M S Vidyalaya Matriculation School ,East Building 1std, B Sec Room, Thirupparankundram Road","1.Madurai (C) Avaniapuram (TP) Sevantheswaran Kovil Ward 100, 2.Madurai(C) Avaniapuram (TP) Poochi 1st Street Ward 100,
3.Madurai (C) Avaniapuram (TP) Poochi 2nd Street Ward 100,
4.Madurai (C) Avaniapuram (TP) Manthai Vannan Street Ward 100,
5.Madurai (C) Avaniapuram (TP) VelayI Amman Street Ward 100, 6.Madurai(C) Avaniapuram (TP) Poosar Andi Street Ward 100,
7.Madurai (C) Avaniapuram (TP) Amman Kondadi Street Ward 100,
8.Madurai (C) Avaniapuram (TP) Andi Street Ward 100,
9.Madurai (C) Avaniapuram (TP) Ponnusamy Street Ward 100,",tamilaga vettri kazhagam,0.5221932114882507
233,Avaniapuram-625012,"Pt Union Middle School ,Eastern Side, Middle Portion, Sankara Nayar Street","1.Madurai (C) Avaniyapuram (Tp)) MGM Nagar Ward 100,
2.Madurai (C) Avaniyapuram (Tp) Sempoorani Main Road Ward 100
3.Madurai (C) Avaniapuram (TP) Veppamarathu Street Ward 100,",tamilaga vettri kazhagam,8.895265423242469
235,Avaniapuram-625012,"Pt Union Middle School, Western Side Northern Portion, Left Side Room Sankara Nayar Street","1.Madurai (C) Avaniyapuram (Tp) Periyannan First Street Ward 100,
2.Madurai (C) Avaniyapuram (Tp) Periyannan Third Street Ward 100,
3.Madurai (C) Avaniyapuram (Tp) Paraiyar East Street Ward 100,
4.Madurai (C) Avaniyapuram (Tp) Periyannan Second Street Ward 100,
5.Madurai (C) Avaniyapuram (Tp) Thotti Lane Ward 100,
6.Madurai (C) Avaniyapuram (Tp) Sakkiliyar Street Ward 100,
7.Madurai (C) Avaniyapuram (Tp) Pudhu Street Ward 100
8.Madurai (C) Avaniapuram (TP) Kamaraj Nagar Ward 100,",tamilaga vettri kazhagam,7.069219440353461
236,Avaniyapuram- 625012,"Pt Union Middle School, West Side building Southern Portion, Sankaranayar Street","1.Madurai (C) Avaniyapuram (Tp) Poonthotta Nagar Ward 100 ,
2.Madurai (C) Avaniyapuram (Tp) Ambedhkar Nagar Ward 100 ,
3.Madurai (C) Avaniyapuram (Tp) Pazhani Street Ward 100,",dravida munnetra kazhagam,5.535055350553505
237,Avaniapuram-625012,"Pt Union Middle School ,West Side Building, East Facing, Prasanna Colony","1.Madurai (C) Avaniyapuram (Tp) Nadar South Street Ward 100,
2.Madurai (C) Avaniyapuram (Tp) Arujunan Nadar Lane Ward 100,
3.Madurai (C) Avaniyapuram (Tp) Nadar North Street Ward 100,
4.Madurai (C) Avaniyapuram (Tp) Pinnakkonari Chetti Lane Ward 100,
5.Madurai (C) Avaniyapuram (Tp) Edumba Nadar Lane Ward 100,
6.Madurai (C) Avaniyapuram (Tp) Pambaiyan Ambalam Street Ward 100
7.Madurai (C) Avaniyapuram (Tp) Kallar Street Ward 100,
8.Madurai (C) Avaniyapuram (Tp) Muthukumar Servai Street Ward 100,
9.Madurai (C) Avaniyapuram (Tp) Chokkalingam Ambalam Street Ward 100,
10.Madurai (C) Avaniyapuram (Tp) Kumar Chetti Lane Ward 100,
11.Madurai (C) Avaniyapuram (Tp) Paraiyar Street Ward 100
12.Madurai (C) Avaniyapuram (Tp) Avaniyapuram Main Road Ward 100",tamilaga vettri kazhagam,3.078817733990148
241,Avaniapuram-625012,"Pt Union Middle School, Additional Building, Southern Side, Eastern Portion, Prasanna Colony","1.Madurai (C) Avaniapuram (P) Poonthotta Colony Ward 100,
2.Madurai (C) Avaniapuram (P) Sonai Samy Kovil Street Ward 100,
3.Madurai (C) Avaniapuram (P) Immanuel Nagar Ward 100,
4.Madurai (C) Avaniapuram (P) Ilango Street Ward 91,
5.Madurai (C) Avaniapuram (P) Airport Road Ward 100
6.Madurai (C) Avaniyapuram (Tp) Pudhu Street Ward 100,
7.Madurai (C) Avaniyapuram (Tp) Vetti Panaiyan Ambalam Street Ward 100",tamilaga vettri kazhagam,7.048458149779736
244,Ayanpappakdui - 625012,Govt High School Main Building North Side X Std A Sec Class room,"1.Madurai (C) Avaniapuram (TP) Mela Pudu Street Ward 100 ,
2.Madurai (C) Avaniapuram (TP) Samiyar Kinatru Lane Ward 100,
3.Madurai (C) Avaniapuram (TP) Poosari Udaiyar Lane Ward 100,
4.Madurai (C) Avaniapuram (TP) Vellachi Lane Ward100,
5.Madurai (C) Avaniapuram (TP) Thikai Kanthan Lane Ward 100,
6.Madurai (C) Avaniapuram (TP) Nedunchalai Avaniyapuram Ward 92,
7.Madurai (C) Avaniapuram (TP) Kanmaikarai Pathai Avaniyapuram Ward 100",dravida munnetra kazhagam,0.2127659574468085
253,Avaniyapuram-625012,"A Sankara Narayana Nadar Matric Hr Sec School, North Old Building LKG- C Sec Class Room Thirupparankundram Road","1.Madurai (C) Avaniapuram (Tp) Kannayi Street Ward 92,
2.Madurai (C) Avaniapuram (Tp) Vandari Konari Chetti Street Ward 92,
3.Madurai (C) Avaniapuram (Tp) Ponnammal Street Ward 92,
4.Madurai (C) Avaniapuram (Tp) Agrahara Back Side Lane Ward 92,
5.Madurai (C) Avaniapuram (Tp) Ottamarathu Lane Ward 92,
6.Madurai (C) Avaniapuram (Tp) Gurunathan Kovil Street Ward 92,
7.Madurai (C) Avaniapuram (Tp) Sankaranayar Street Ward 92,
8.Madurai (C) Avaniapuram (Tp) Kaveriya Pillai Lane Ward 92,
9.Madurai (C) Avaniapuram (Tp) Vannar Lane Ward 92,
10.Madurai (C) Avaniapuram (Tp) Edaiyar Lane Ward 92,
11.Madurai (C) Avaniapuram (Tp) Sadayappa Pillai Lane Ward 92
12.Madurai (C) Avaniapuram (Tp) Kantha Nayakkar Lane Konar Street Ward92,
13.Madurai (C) Avaniapuram (Tp) Kanaku Pillai Street Ward 92,
14.Madurai (C) Avaniapuram (Tp)) Kinatradi Lane Ward 92,
15.Madurai (C) Avaniapuram (Tp) Veerapillai Lane Ward 92,",tamilaga vettri kazhagam,4.621309370988447
261,Chinna Anuppanadi-625009,Panchayat Board Office,"1 - Madurai (C) Chinna Anuppanadi (R.V), Mettu Punjai Street Ward 89 (S.No.1 to 1080)",tamilaga vettri kazhagam,4.465334900117509
263,625009,"Corpration Building, South Facing Near Chinthamani VAO Office, Chinna Anuppanadi","1.Madurai (C) Chinna Anuppanadi (R.V) Durairaj Pillai Street Ward 89,
1. Madurai (C) Chinna Anuppanadi (R.V), Mettu Punjai Street Ward 89 (S.No.1081 to 1330)",tamilaga vettri kazhagam,6.308411214953271
290,Chinthamani-625009,"Pt Union Middle School, Additional Building, Northern Facing, East Side","1.Madurai(C) Chinthamani (R.V) Mela Theru Ward 89, 2.Madurai(C) Chinthamani (R.V) Mela Theru Keela Street Ward 89, 3.Madurai(C) Chinthamani (R.V) Keela Street Ward 89, 4.Madurai(C) Chinthamani (R.V) Burma Colony Ward 89, 5.Madurai(C) Chinthamani (R.V) Ayyanarpuram Ward 89, 6.Madurai(C) Chinthamani (R.V) Mandaba Street Ward 89",tamilaga vettri kazhagam,2.08105147864184
291,Iravthanallur-625009,"R C Ele School, East Building, Centre Portion","1.Madurai (C) Iravathanallur (R.V) Anthoniyar Kovil East Street Ward 41,
2.Madurai (C) Iravathanallur (R.V) Anthoniyar Koil Nadu Street Ward 41,
3.Madurai (C) Iravathanallur (R.V) Soosaiyappar Street Ward 41
4.Madurai (C) Iravathanallur (R.V) Anthoniyar Kovil West Street Ward 41,
5.Madurai (C) Iravathanallur (R.V) Anthoniyar Kovil Street Ward 41,
6.Madurai (C) Iravathanallur (R.V) Saranvilla Main Road Ward 41,",tamilaga vettri kazhagam,8.745684695051784
295,Iravathanallur - 625009,"R C Ele School ,East Building, South Portion","1.Madurai (C) Iravathanallur (R.V) Periakathiyanur Ward 41,
2.Madurai (C) Iravathanallur (R.V) Manthaiamman Kovil Street Ward 41
3.Madurai (C) Iravathanallur (R.V) Bharathiar Street Ward 41,",tamilaga vettri kazhagam,10.50175029171529
304,Puliyankulam -625201,"Panchayat Union Elementary School ,Eastern Side","1.Puliyankulam (R.V) Puliyankulam (P) Puliyankulam Old Colony, New Colony Ward 1,
2.Puliyankulam (R.V) Puliyankulam (P) Kaliamman Kovil Street ,",dravida munnetra kazhagam,4.477611940298507
307,Silaiman 625201,"Pt Union Ele School ,New Building, Eastern Portion","1.Silaiman (R.V) Silaiman (P) Bus Stand Pasumpon Nagar,
2.Silaiman (R.V) Silaiman (P) Bismilla Chamber,
3.Silaiman (R.V) Silaiman (P) Pookara Street,
4.Silaiman (R.V) Silaiman (P) Madasami Street,
5.Silaiman (R.V) Silaiman (P) Vakkil Thoppu Street,
6.Silaiman (R.V) Silaiman (P) Ramaiah Street
7.Silaiman (R.V) Silaiman (P) Arunachalam Compound,
8.Silaiman (R.V) Silaiman (P) Thevar Line Main Road,
9.Silaiman (R.V) Silaiman (P) Sethuramalingam Servai Street, 10.Silaiman (R.V) Silaiman (P) Anna Nagar Backside, 11.Silaiman (R.V) Silaiman (P) Anna Nagar Main Road",tamilaga vettri kazhagam,8.222811671087534
310,Road side new building Western portion 10th A Class Room Silaiman-625201,Govt Higher Secondary School,"1.Silaiman (R.V) Silaiman (P) Pallivasal Street Ward 3,
2.Silaiman (R.V) Silaiman (P) Muslim Chavadi Street Ward 3,
3.Silaiman (R.V) Silaiman (P) Nattamai Kovil Street Ward 3,
4.Silaiman (R.V) Silaiman (P) Amman Kovil Street Ward 3",dravida munnetra kazhagam,57.04584040747029
312,Govt. Hr.Sec.School Southern Side Silaiman 625201,Govt. Hr.Sec.School Southern Side Silaiman 625201,"1.Silaiman (R.V) Silaiman (P) Main Road (Thangasami Nagar Opposite) Ward3 3
2.Silaiman (R.V) Silaiman (P) Thangasami Nagar Ward 3,
3.Silaiman (R.V) Silaiman (P) Gandhi Nagar Ward 3,
4.Silaiman (R.V) Silaiman (P) Arumugam Pillai Chamber Ward 3,
5.Silaiman (R.V) Silaiman (P) Malik Chamber",dravida munnetra kazhagam,1.631701631701632
313,East Side Panaiyur-625009,"Pt Union Middle School ,Addl Building, Near Water Tank, South Facing","1.Panaiyur (R.V) Panaiyur (P) North Street Ammachiar Street,
2.Panaiyur (R.V) Panaiyur (P) Andiyappa Pillai Street
3.Panaiyur (R.V) Panaiyur (P) Adaikalamman Koil Street,
4.Panaiyur (R.V) Panaiyur (P) Kanakku Pillai Street,
5.Panaiyur (R.V) Panaiyur (P) Post Office Road",tamilaga vettri kazhagam,3.538663171690695
319,Perumanendal-625012,"Pt Union Middle School ,North East Wing, Main Building, West Portion, Periyar Nagar","1.Perumanenthal (R.V) Thirupparankundarm (P) Periyar Nagar Third Ward,
2 - Perumanendal (R.V) Thiruparankundram (P), Periyar Nagar 4th Ward (S.No.1 101 to 1308)",tamilaga vettri kazhagam,1.585503963759909
320,Perumanendal-625012,"Pt Union Middle School ,East Side, Main Building, West
Portion, Periyar Nagar","1 - Perumanendal (R.V) Thiruparankundram (P), Periyar Nagar 4th Ward (S.No.1 to 1100)",tamilaga vettri kazhagam,2.312138728323699
321,Kusavankundu-625022,"Stephen Ele School ,Eastern Side, In the North","1.Kusavankundu (R V) Kusavankundu (P) Kusavangundu Ward 1, 2.Kusavankundu (R V),Kusavankundu (P) Konarpatti Ward 1,
3.Kusavankundu (R V),Kusavankundu (P) Old Kusavankundu Ward 1,",dravida munnetra kazhagam,4.67479674796748
322,Kusavankundu-625022,"Stephen Ele School ,Southern Building, West Facing","1.Ramankulam (R.V) Kusavankundu (P) Ramankulam Ward 1 , 2.Koodalsenkulam (R.V) Kusavankundu (P) Koodalsenkulam Ward 1 ,
3.Pappanodai (R.V) Kusavankundu (P) Kuthiraikuthi Ward 2",dravida munnetra kazhagam,4.206500956022944
324,"Chinna Udaippu-
625022","Pt Union Middle School ,East Building","1.Pappanodai(R V),Kusavankundu (p) Pappanodai ward2 ,",all india anna dravida munnetra kazhagam,0.0
325,Transport Nagar Papanodai - 625022,Community Hall,1.Pappanodai (R.V) Kusavankundu (P) Transport Nagar Ward 2,dravida munnetra kazhagam,5.794392523364486
336,Valayapatti-625022,Jothi Elementary School,"1.Valaiyapatti (R.V) Valaiyapatti (P) Valaiyapatti Ward 2 ,
2.Valaiyapatti (R.V) Valaiyapatti (P) Mela Theru Ward 3 ,",dravida munnetra kazhagam,3.638814016172507
337,"Valayapatti -
625022",Jothi Ele School East Side Middle Portion,"1.Valaiyapatti(R.V) Valaiyapatti (p) Valaiyapatti ward 1 ,",dravida munnetra kazhagam,9.523809523809524
342,Kombadi -625022,"Community Hall, West Side","1.Kompadi (R.V) Kompadi (P) Kompadi Ward 1,
2.Kompadi (R.V) Kompadi (P) Pudhupatti Ward 2,
3.Kompadi (R.V) Kompadi (P) Colony Street Ward 3,",dravida munnetra kazhagam,12.91963377416073
347,Eliyarpathi-625022,"Panchayat Union Elementary School, West Side","1.Eliyarpathi (R.V) Eliyarpathi (p) Eliyarpathi, 2.Eliyarpathi (R.V) Eliyarpathi (p) North Street,
3.Eliyarpathi (R.V) Eliyarpathi (p) South Street,",tamilaga vettri kazhagam,10.20408163265306
349,Nallur-625022,"Pt Union Middle School ,Additional Building, West Portion","1.Nallur (R.V) Nallur (P) South Street,
2.Nallur (R.V) Nallur (P) Mela Street,",dravida munnetra kazhagam,4.363636363636364
351,Virathanoor-625009,"Pt Union Elementary School, Additional Building, South Side","1.Kusavapatti (R.V) Virathanur (P) Kusavapatti Mela Street Ward 3, 2.Kusavapatti (R.V) Virathanoor (P) Kusavapatti East Street Ward 3, 3.Kusavapatti (R.V) Virathanoor (P) Kusavapatti Indira Nagar Colony Ward 3, 4.Virathanur (R.V) Muthankulam (P) Muthankulam,
5.Virathanoor (R.V) Virathanoor (P) East Street Ward 1 ,",dravida munnetra kazhagam,9.281045751633988
