Label,Total_Votes,Share_Percentage
AIADMK,69408,35.14613842134046
DMK,59662,30.21105507281602
TVK,59030,29.89102914666504
NTK,6401,3.241275242551295
BSP,560,0.2835672763363108
TAVAK,268,0.1357071965323773
SMNK,77,0.03899050049624273
