Label,Total_Votes,Share_Percentage
DMK,78809,36.03998701245249
AIADMK,72625,33.21199427450371
TVK,48793,22.31342976434918
NTK,10813,4.944871519314404
PT,2785,1.273602809700418
BSP,505,0.2309405453855335
TAVAK,351,0.1605151117432124
AJPK,238,0.1088393065381326
SAP,176,0.08048620987693841
NIP,53,0.02423732456521441
