Location and name of building in which Polling Station located,Total_Booths_In_Locality,Dominant_Party,Dominant_Party_Booths_Won
"Panchayat Community Hall,New West Building, Main Road Chockampatti",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School West new Building East Side North facing Karisalkudiyiruppu,   Panpoli",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, CRC Building Bala Arunachalapruram",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, East Building
Sunderesapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, East New Building Sunderesapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, Main Building Eastern Portion, Punnaiyapuram.",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, Main Building Western Portion, Punniah puram.",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, South Building, East Portion, Chidamparaperi",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, West New Building West Side North facing Karisalkudiyiruppu,   Panpoli",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Middle School, Western Building Central Portion, East Facing, Punniahpuram",1,All India Anna Dravida Munnetra Kazhagam,1
Panchayat Union Primary School   East Building North Facing   Kandhasamypuram,1,All India Anna Dravida Munnetra Kazhagam,1
Panchayat Union Primary School   New Building East Facing    K.M meenatchipuram,1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,    Eastern Buliding, Valasai",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,    Eastern Side, Vadakarai Kilpidakai",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,    IV and Vth Std Class Room    West Facing, Meenakshipuram   Thenpothai.",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,    New Building East side Kasidharmam.",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,    New Building, Eastern Portion North facing   Panpozhi.",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,    North Building, West Facing,   Kammapatcheri",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,    Northern Building, VadakaraiKilpidagai",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,    Old Building, Northern Portion    Panpozhi",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,    Old Building, Southern Portion    Panpozhi.",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,   Kovilandnoor",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,   Main Building, Eastern Portion,   Kasidharmam.",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,   Meenakshipuram, Thenpothai.",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,   New BuildingWest Portion, Kasidharmam.",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,   Old East Building, Northern Portion   Panpozhi",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School,   Western Portion, Southern Building, Kanakkapillai Valasai",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School, East New Building South Portion North Facing Kanakkapillai Valasai",1,All India Anna Dravida Munnetra Kazhagam,1
"Panchayat Union Primary School, South Building, East Facing Velayuthapuram",1,Dravida Munnetra Kazhagam,1
"Panchayat Union Primary school,    Western Portion, Kanakkapillai Valasai",1,All India Anna Dravida Munnetra Kazhagam,1
Panchayat library Buliding South Facing   Thenpothai.,1,All India Anna Dravida Munnetra Kazhagam,1
"Pettai Muslim Hr.Sec.School, North Building,West Portion, 11 AB Sec,   Kadayanallur",1,Dravida Munnetra Kazhagam,1
"Pettai Muslim Hr.Sec.School, Western Part, Room No.1, Kadayanallur.",1,Dravida Munnetra Kazhagam,1
"Pettai Muslim Primary School, East Building Central   Portion West Facing Pettai, Kadayanallur",1,Dravida Munnetra Kazhagam,1
"Pettai Muslim Primary.School, Western Wing, Southern Portion Pettai,Kadayanallur.",1,Dravida Munnetra Kazhagam,1
"Pettai Muslim Primary.School,East Building South Portion West Facing Pettai, Kadayanallur",1,Dravida Munnetra Kazhagam,1
"Pettai Muslim Primary.School,Western Wing,Northern Portion East Facing, Pettai, Kadayanallur",1,Dravida Munnetra Kazhagam,1
"Puthur New Middle School, North Building,   Kadayanallur.",1,Dravida Munnetra Kazhagam,1
"Puthur New Middle School, South Building,   Kadayanallur.",1,Dravida Munnetra Kazhagam,1
"R.C. Primary School,    South Building, Western Poriton, Kottakulam.",1,Tamilaga Vettri Kazhagam,1
"R.C. Primary School,   Southern Wing,   Chockampatti.",1,All India Anna Dravida Munnetra Kazhagam,1
"R.C. Primary School, ,   East Building Southern Portion, Kottakulam",1,Dravida Munnetra Kazhagam,1
"R.C. Primary School, East Building, Northern Portion Haris, Kandhan Arangam, Kottakulam",1,All India Anna Dravida Munnetra Kazhagam,1
R.C.Primary School    South Building Middle Portion Kottakulam,1,Tamilaga Vettri Kazhagam,1
"R.C.Primary School,    Northern Wing,    Chockkampatti.",1,Dravida Munnetra Kazhagam,1
"R.K.V.Middle School,    Main Building, Southern Portion Panpoli.",1,All India Anna Dravida Munnetra Kazhagam,1
"R.K.V.Middle School,   Main Building,Middle Portion Panpoli.",1,All India Anna Dravida Munnetra Kazhagam,1
"Rathna High School,   New Building, South Poriton, Muthukrishnapuram.",1,All India Anna Dravida Munnetra Kazhagam,1
"Rathna High School,   Old Building, Western Portion, Muthukrshnpuram.",1,All India Anna Dravida Munnetra Kazhagam,1
"Rathna Primary School   New Building Northern Portion, Muthu krishnapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Rathna Primary School,   New Building South Portion Muthukrishnapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Rathna Primary School, Western Wing, East Facing, Muthukrishnapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Revenue Inspector office,   South Facing   vandadum pottal Panpoli",1,Tamilaga Vettri Kazhagam,1
Rukkumani Primary School East facing Building Valliyammalpuram,1,Dravida Munnetra Kazhagam,1
"Rukmani High School,    North Middle Portion NewBuilding, Mangalapuram.",1,All India Anna Dravida Munnetra Kazhagam,1
"Rukmani High School, Southern Portion New Middle Building   Mangalapuram.",1,Dravida Munnetra Kazhagam,1
"S M S S Govt Boys Hr Sec School , Main Hall Eastern Portion   Sengottai",1,All India Anna Dravida Munnetra Kazhagam,1
"S M S S Govt Boys Hr Sec School,    North New NABARD Building    Centre Portion,Sengottai",1,All India Anna Dravida Munnetra Kazhagam,1
"S M S S Govt Boys Hr Sec School,   Central Hall Sengottai",1,All India Anna Dravida Munnetra Kazhagam,1
"S M S S Govt Boys Hr Sec School,   South New Building East Portion,North Facing, Sengottai",1,Dravida Munnetra Kazhagam,1
"S M S S Govt Boys Hr Sec School, Additional New Building, 11C1, West Portion, West Facing,   Sengottai.",1,Dravida Munnetra Kazhagam,1
"S M S S Govt Boys Hr Sec School, Near VAO Building, S.S.A.Block West Portion Sengottai",1,All India Anna Dravida Munnetra Kazhagam,1
"S M S S Govt Boys Hr Sec School, Near Village Administrative Office New Building S.S.A. Block,Central Portion, Sengottai.",1,All India Anna Dravida Munnetra Kazhagam,1
"S M S S Govt Boys Hr Sec School, North Building West Portion,South facing MLA Fund Building Sengottai",1,Dravida Munnetra Kazhagam,1
"SRM Govt Girls Hr Sec School, East Building,   Near Auditiorium West Facing, Sengottai.",1,All India Anna Dravida Munnetra Kazhagam,1
"SRM Govt Girls Hr Sec School, West Building, North Facing Sengottai.",1,Dravida Munnetra Kazhagam,1
Sankara Middle School   West Building North Faceing Krishnapuram,1,All India Anna Dravida Munnetra Kazhagam,1
"Sankara Middle School, Central Building North Portion, Krishnapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Sankara Middle School, East Building,South Portion Krishnapuram.",1,All India Anna Dravida Munnetra Kazhagam,1
"Sankara Middle School,East Building, North Portion, Krishnapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Senai Thalaivar Samuthaya Education Committee Primary School,   Eastern Poriton,    Mela Kadayanallur",1,All India Anna Dravida Munnetra Kazhagam,1
"Senai Thalaivar Samuthaya Education Committee Primary School,   Western Portion,   Mela Kadayanallur",1,All India Anna Dravida Munnetra Kazhagam,1
"Sri Meenatchi Sundaram Pillai Memorial Hr Sec School,   East Building,   Idaikal",1,All India Anna Dravida Munnetra Kazhagam,1
"Sri Meenatchi Sundaram Pillai Memorial Hr.Sec. School ,12th B Class Room, South Building , Idaikal",1,Tamilaga Vettri Kazhagam,1
"Sri Meenatchi Sundaram Pillai Memorial Hr.Sec. School 10 B Sec,North New Building Idaikal",1,All India Anna Dravida Munnetra Kazhagam,1
Sri Meenatchi Sundaram Pillai Memorial Hr.Sec. School No 3rd Hall East Facing Idaikal,1,Tamilaga Vettri Kazhagam,1
"Sri Meenatchi Sundaram Pillai Memorial Hr.Sec. School, , North New Building Eastern Portion   Idaikal.",1,All India Anna Dravida Munnetra Kazhagam,1
"Sri Meenatchi Sundaram Pillai Memorial Hr.Sec. School, 10C Sec,   Idaikal",1,All India Anna Dravida Munnetra Kazhagam,1
"Sri Meenatchi Sundaram Pillai Memorial Hr.Sec.School , North New Building, West portion, Idaikal.",1,All India Anna Dravida Munnetra Kazhagam,1
"Sri Meenatchi Sundaram Pillai Memorial Hr.Sec.School, Middle Building North Portion   Idaikal.",1,Tamilaga Vettri Kazhagam,1
Sri Ram Metric Higher.Sec. School    North Building   Vallam,1,All India Anna Dravida Munnetra Kazhagam,1
"Sri Ram Metric Higher.Sec. School,    South Building, Vallam",1,Tamilaga Vettri Kazhagam,1
"Sri Ram Metric Higher.Sec. School, Middle Building East Facing, Vallam",1,Dravida Munnetra Kazhagam,1
"Sri Sivasaila Natha Middle School,   North Building Neduvayal.",1,All India Anna Dravida Munnetra Kazhagam,1
"Srikailasa Middle School,   Main Building,   Idaikal.",1,Tamilaga Vettri Kazhagam,1
"Srikailasa Middle School,   Main Building,   South Poriton, Idaikal.",1,Tamilaga Vettri Kazhagam,1
"Srikailasa Middle School, Southern Building,   Idaikal.",1,All India Anna Dravida Munnetra Kazhagam,1
"St Arulanandar Hr.Sec. School , South Building Western Portion Agarakattu",1,All India Anna Dravida Munnetra Kazhagam,1
"St Arulanandar Hr.Sec. School, South Building, Eastern Portion Agarakattu",1,Tamilaga Vettri Kazhagam,1
"St John Nursery Primary School, Palraj Memorial Block,Western Facing Santhapuram, Achanpudur",1,Dravida Munnetra Kazhagam,1
"St.John Nursery & Primary School,   John Samuel raj Memorial Hall,   West Portion Santhapuram, Achanpudur",1,Dravida Munnetra Kazhagam,1
"St.John Nursery & Primary School, M. Paulraj Memorial Block, 2th Std., Class Room Eastern Portion,   Achanpudur",1,Dravida Munnetra Kazhagam,1
T D T A Primary School   South Side    Vallam,1,Dravida Munnetra Kazhagam,1
"T D T A Primary School Northern Building,   Vadakarai Kilpidakai",1,Dravida Munnetra Kazhagam,1
"T D T A Primary School, North Side    Vallam",1,Dravida Munnetra Kazhagam,1
"T D T A Primary School, Southern Building,   Vadakarai Kilpidagai.",1,All India Anna Dravida Munnetra Kazhagam,1
"T.D.T.A. Primary School,   Main Building ,South Portion,   Mela Kadayanallur.",1,Dravida Munnetra Kazhagam,1
"T.D.T.A. Primary School,   Main Building North Portion,   Mela Kadayanallur.",1,Dravida Munnetra Kazhagam,1
"Thajeel Islam Primary School, Vavanagaram,    Vadakarai Kilpidagai",1,Dravida Munnetra Kazhagam,1
"Thangam Primary School, Chinnathambi Nadanur",1,All India Anna Dravida Munnetra Kazhagam,1
"Tharuslam Hr.Sec. School,   New Building East Side, South Wing, Kadayanallur",1,Dravida Munnetra Kazhagam,1
"Tharuslam Hr.Sec.School,    New Building East Side, North Wing, Kadayanallur",1,Dravida Munnetra Kazhagam,1
"Tharuslam Primary School, South Building, Kadayanallur",1,Dravida Munnetra Kazhagam,1
Tharussalam Hr.Sec. School New Building West Portion North Wing   Kadayanallur,1,Dravida Munnetra Kazhagam,1
"Tharussalam Hr.Sec. School New Building West Portion South Wing,   Kadayanallur",1,Dravida Munnetra Kazhagam,1
"Tharussalam Primary School, Allimoopan East Street, Kadayanallur",1,Dravida Munnetra Kazhagam,1
"Thirunavukkarasu primary school, krishnapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Town Panchayat Office,   Main Building,   Achanpudur.",1,Dravida Munnetra Kazhagam,1
"Ulaka Hr.Sec.School,   Eastern Building, North Side   Muthu Krishnapuram.",1,Dravida Munnetra Kazhagam,1
"Ulaka Hr.Sec.School,   Eastern Building, South Side, Muthukrishnapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Ulaka Hr.Sec.School,   New Building Western Part Muthukrishnapuram.",1,Dravida Munnetra Kazhagam,1
"Ulaka Hr.Sec.School,   New Building Western Portion Northern Wing Muthukrishnapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Ulaka Hr.Sec.School, West Building Center Portion Muthukrishnapuram",1,Dravida Munnetra Kazhagam,1
"Ulaka Hr.Sec.School, West Building South Portion, Muthukrishnapuram",1,All India Anna Dravida Munnetra Kazhagam,1
"Usainiya Muslim High School, Main Buliding, Southern Portion, Vadakaraikilpidagai",1,Dravida Munnetra Kazhagam,1
"Usainiya Muslim High School, Northern Portion, Vadakaraikilpidagai",1,Dravida Munnetra Kazhagam,1
"Usainiya Muslim High School,North Building West Side South facing   Vadakarai kilpidagai",1,Dravida Munnetra Kazhagam,1
"Usainiya Muslim Primary School,    Eastern Portion, West Side Vadakaraikilpidagai",1,Dravida Munnetra Kazhagam,1
"Usainiya Muslim Primary School,    New Building, North Side ,   Vadakaraikilpidagai",1,Dravida Munnetra Kazhagam,1
