Serial No. Of Polling Station,Location and Name of Building in Which Polling Station Located,Polling Areas,Winner_Party,Margin_Percentage
86,"St Antonys Primary School, Main Building North Palayamkottai","1.Tirunelveli (C) Palayamkottai Paul Street, W.No 34 , 2.Tirunelveli (C) Palayamkottai Viswa Bramanar Street, W.No. 34 , 3.Tirunelveli (C) Palayamkottai Ambikapathi Street, W.No 34 , 4.Tirunelveli (C) Palayamkottai Thillaikootha Nayanar Street, W.No 34 , 5.Tirunelveli (C) Palayamkottai Chithirai Velaikara Street, W.No  34 , 6.Tirunelveli (C) Palayamkottai Sivaloganathar Street, W.No 34 , 7.Tirunelveli (C) Palayamkottai Emperumal Street, W.No. 34 , 8.Tirunelveli (C) Palayamkottai Jothi Street, W.No 34 , 9.Tirunelveli (C) Palayamkottai Perarul Street, W.No 34 , 10.Tirunelveli (C) Palayamkottai Devakirupai Street, W.No 34 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,3.091190108191654
87,"St Antonys Primary School ,Main Building, Main Hall, South Side, Palayamkottai","1.Tirunelveli (C) Palayamkottai Islamiar Street, W.No 34 , 2.Tirunelveli (C) Palayamkottai Mukthi Street, W.No 34 , 3.Tirunelveli (C) Palayamkottai East Uchimahali Amman Koil Street, W.No 34 , 4.Tirunelveli (C) Palayamkottai Kadikara Street, W.No 34 , 5.Tirunelveli (C) Palayamkottai Manakavalam Pillai Hospital Street, W.No 34 , 6.Tirunelveli (C) Palayamkottai Pitchuvana Street, W.No 34 , 7.Tirunelveli (C) Palayamkottai Esan Street, W.No 34 , 999.Overseas Electors",Dravida Munnetra Kazhagam,15.92920353982301
94,"Sarah Tucker Branch Elementray School , (Northern Building) Chinnakoil Street., Adaikalapuram","1.Tirunelveli (C) Palayamkottai Thiruvananthapuram Road, W.No 32 , 2.Tirunelveli (C) Palayamkottai Anbu Street, W.No 32 , 3.Tirunelveli (C) Palayamkottai Raniel Street, W.No 32 , 4.Tirunelveli (C) Palayamkottai Chinna Koil Street, W.No 32 , 5.Tirunelveli (C) Palayamkottai Luther Street, W.No 32 , 6.Tirunelveli (C) Palayamkottai Ratchakar Street, W.No 32 , 7.Tirunelveli (C) Palayamkottai Thayaparan Street, W.No 9 , 8.Tirunelveli (C) Palayamkottai Thayaparan Street, W.No 9, 999.Overseas Electors",Dravida Munnetra Kazhagam,1.16504854368932
95,"Sarah Tucker Branch Elementary School , , Southern Building Chinnakoil Street Adaikalapuram","1.Tirunelveli (C) Palayamkottai Pudupettai Street, W.No 32, 2.Tirunelveli (C) Palayamkottai Pudupettai North Street, W.No 32 , 3.Tirunelveli (C) Palayamkottai Suvisesha Street, W.No 32 , 4.Tirunelveli (C) Palayamkottai Subramaniya Puram Theppakula Street, W.No 32, 5.Tirunelveli (C) Palayamkottai Nathan Street, W.No 32 , 6.Tirunelveli (C) Palayamkottai Asirvatham Street, W.No. 33 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,12.5968992248062
96,"Cathedral Higher Secondary School, ,New Block, Bishop Jebaraj Block, Murugankurichi","1.Tirunelveli (C) Murugankurichi. Vengu Street, Ward 10 , 2.Tirunelveli (C) Murugankurichi Thiruvananthapuram Road, Ward 10 , 3.Tirunelveli (C) Murugankurichi Guru Street, Ward 10 , 4.Tirunelveli (C) Murugankurichi Karunai Vallal Street, Ward 10 , 5.Tirunelveli (C) Murugankurichi Kadavul Street, Ward 10 , 6.Tirunelveli (C) Murugankurichi Paraparan Street, Ward 10 , 7.Tirunelveli (C) Murugankurichi Appavu Chitra Achiriyar Street, Ward 10 , 8.Tirunelveli (C) Murugankurichi Deva Piran Street, Ward 10 , 9.Tirunelveli (C) Murugankurichi Bye Pass Road, Ward 10 , 10.Tirunelveli (C) Murugankurichi Paranar Street, Ward 10 , 11.Tirunelveli (C) Murugankurichi Iraivan Street, Ward 10 , 12.Tirunelveli (C) Murugankurichi Maraiyavar Street, Ward 10 , 13.Tirunelveli (C) Murugankurichi Kalarsingha Nayanar Street, Ward 10 , 14.Tirunelveli Murugankurichi. Somachi Nayanar Street, Ward 10 , 15.Tirunelveli (C) Murugankurichi Kulachirainayanar Street, Ward 10 , 16.Tirunelveli ( C )Murugankurichi Viral Meenda Nayanar Street. Ward 10 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,7.881136950904392
99,"Corporation Primary School, East Portion, Kurundudaiyarpuram.","1.Tirunelveli (C) Kokkirakulam Mariamman Koil Street, Ward 31 , 2.Tirunelveli
(C) Kokkirakulam Kurundudaiyarpuram Sivan West Street, Ward 31 , 3.Tirunelveli (C) Kokkirakulam Mutharamman Koil Street, Ward 10 , 4.Tirunelveli (C) Kokkirakulam Tholkapier Street, Ward 31 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,28.101644245142
102,"Manivasagar Arulneri Middle School , South Room, Western Side, Pudupettai Middle Street Palayamkottai","1.Tirunelveli (C) Palayamkottai Daniel Thomas Street, W.No 32 , 2.Tirunelveli
(C) Palayamkottai Pudupettai South Street, W.No 32 , 3.Tirunelveli (C) Palayamkottai Puthupettai Middle St. W.No.32 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,7.058823529411764
103,"Manivasagar Arulneri Middle School, Southern Building. Eastern Side, South Room Puthu Pettai Middle Street, Palayamkottai","1.Tirunelveli (C) Palayamkottai Nandanar Street, W.No. 32 , 2.Tirunelveli (C) Palayamkottai Kariyanayanar Street, W.No 32 , 3.Tirunelveli (C) Palayamkottai Jothipuram South Street, W.No 32 , 4.Tirunelveli (C) Palayamkottai Jothipuram North Street, W.No 32 ,999.Overseas Electors",Dravida Munnetra Kazhagam,1.214574898785425
104,"Manivasagar Arulneri Middle School, North Building, East Portion, Puthu Pettai Middle Street, Palayamkottai","1.Tirunelveli (C) Palayamkottai Nesanayanar Street, W.No 32 , 2.Tirunelveli (C) Palayamkottai Eripathanayanar Street, W.No 32,3.Tirunelveli (C) Palayamkottai Mgr Colony, W.No 32 , 4.Tirunelveli (C) Palayamkottai Lakshmi Narasingapuram Teacher Quarters, W.No 32 , 5.Tirunelveli (C) Palayamkottai Lakshmi Narasingapuram Extension W.No 32 ,6.Tirunelveli (C) Palayamkottai Pudupettai West Street, W.No 32, 7.Tirunelveli (C) Palayamkottai Lakshmi Narasingapuram Street, W.No 32 999.Overseas Electors",Dravida Munnetra Kazhagam,1.288244766505636
110,"Child Jesus Higher Secondary School, Southern Block Western Side 6th B Class Room, Old Church Street, Palayamkottai","1.Tirunelveli (C) Palayamkottai Divya Prabantha Street W.No. 35 , 2.Tirunelveli
(C) Palayamkottai Mukuntha Malai Street W.No. 35 , 3.Tirunelveli (C) Palayamkottai Coorathalwar Street W.No. 35 , 4.Tirunelveli (C) Palayamkottai Thirumozhisai Alwar Street W.No.35 , 5.Tirunelveli (C) Palayamkottai Masthan Padal Street W.No.35 , 6.Tirunelveli (C) Palayamkottai Sivan South Car Street W.No. 35 , 7.Tirunelveli (C)Palayamkottai Ellamman Koil Street W.No. 35 , 8.Tirunelveli (C) Palayamkottai English Church Road W.No. 35 , 9.Tirunelveli
(C) Palayamkottai Thiruvaimoli Street Ward No 35 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,1.217391304347826
112,"Corporation Middle School, Manakavalam Pillai Hospital Road, SouthSide, Near Sanitary Inspector’s Office, Samathanapuram","1.Tirunelveli (C) Palayamkottai Sathya Street, W.No 8 , 2.Tirunelveli (C) Palayamkottai Kulam Purampokku 1St Street, W.No 8 , 3.Tirunelveli (C) Palayamkottai Kulam Purampokku 2Nd Street, W.No 8 ,999.Overseas Electors",Tamilaga Vettri Kazhagam,25.18301610541728
113,"Corporation Middle School, Manakavalam Pillai Hospital Road, Western Side, Near Sanitary Inspector’s Office, Samathanapuram","1.Tirunelveli (C) Palayamkottai Shanthi Nagar 1St. Street, Ward No 7 , 2.Tirunelveli (C) Palayamkottai Shanthi Nagar 2 Nd Street Ward No 7, , 3.Tirunelveli (C) Palayamkottai Shanthi Nagar 3Rd Street, Ward No. 7 , 4.Tirunelveli (C) Palayamkottai Shanthi Nagar 4Th Street, Ward No. 7 , 5.Tirunelveli (C) Palayamkottai Shanthi Nagar 11Th St, Ward No 7 , 6.Tirunelveli (C) Palayamkottai Shanthi Nagar 10Th St ,Ward No 7, 7.Tirunelveli
(C) Palayamkottai Shanthi Nagar 9Th St Ward No 7. , 8.Tirunelveli (C) Palayamkottai Shanthi Nagar Veda Koil Street, Ward No 7 , 9.Tirunevleli (C) Palayamkottai Shanthinagar 2Nd Main Road, Ward No.7 , 10.Tirunelveli (C) Palayamkottai Shanthi Nagar 12Th Street. Ward No 7 , 999.Overseas Electors",Dravida Munnetra Kazhagam,5.518763796909492
114,"Corporation Middle School, Manakavalam Pillai Hospital Road, South Side Eastern Part, Near Sanitary Inspector’s Office, Samathanapuram","1.Tirunelveli (C) Palayamkottai Shanmugampillai Street, Ward No.7 , 2.Tirunelveli (C) Palayamkottai Thirumalai Street, Ward No 7 ,      999.Overseas Electors",Tamilaga Vettri Kazhagam,33.38709677419354
115,"Corporation Middle School, Manakavalam Pillai Hospital Road, North Building East Portion, Near Sanitary Inspector’s Office, Samathanapuram","1.Tirunelveli (C) Palayamkottai Thiruvalluvar Street, Ward No 7 ,2.Tirunelveli
(C) Palayamkottai Maharajapillai Street, Ward No 7 , 3.Tirunelveli (C) Palayamkottai Maharajapillai Cross Street Ward No 7,4.Tirunelveli (C) Palayamkottai Thiruchendur Road, Ward No 7 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,19.37984496124031
116,"Corporation Community Hall ,Northern Wing Scavenger’s Colony Palayamkottai","1.Tirunelveli (C) Palayamkottai Poongapul Street, Ward No 8 , 2.Tirunelveli (C) Palayamkottai Avvaiyar Street, Ward No 8 , 3.Tirunevlei (C) Palayamkottai Chelunsudar Street, Ward No 14 , 4.Tiruneveli (C) Palayamkottai Senpagam Nagar, Ward No 8 , 5.Tirunelveli (C) Palayamkottai Christhu Koil Street, Ward No 8 , 6.Tirunelveli (C) Palayamkottai Kariya Nayanar Street, Ward No 34 , 7.Tirunelveli (C) Palayamkottai Millitary Line, Ward No 34, 8.Tirunelveli (C) Palayamkottai Ellam Vallavan Street Ward No 34 , 999.Overseas Electors",Dravida Munnetra Kazhagam,17.05202312138728
117,"Corporation Community Hall ,Southern Wing Scavenger’s Colony Palayamkottai","1.Tiruneveli (C) Palayamkottai Arulmani Street, Ward No 34 , 2.Tiruneveli (C) Palayamkottai Nesanayanar Street, Ward No 34 , 3.Tirunelveli (C) Palayamkottai Kotchenga Chola Nayanar Street, Ward No 34 , 4.Tirunelveli (C) Palayamkottai Sankar Colony, Ward No 7 , 5.Tirunelveli (C)  Palayamkottai Eripatha Nayanar Street, Ward No 34 , 6.Tirunelveli (C) Palayamkottai Mangayarkarasi Street, Ward No 8 , 999.Overseas Electors",Dravida Munnetra Kazhagam,6.847133757961783
119,"St Johns Higher Secondary School ,Room No1 Main Block Northern Side, Palayamkottai","1.Tirunelveli (C) Palayamkottai Anna Nagar, Pnk Colony, West Street, Ward No 36 , 2.Tiruneveli (C) Palayamkottai North High  Ground Road, Ward No 36 , 3.Tiruneveli (C) Palayamkottai Indira Nagar Main Street, Ward No 36 , 4.Tirunelveli (C) Palayamkottai Annai Indira Nagar 1St And 2Nd Street, 1St Main Street, Ward No 36 ,  999.Overseas Electors",Tamilaga Vettri Kazhagam,6.645056726094004
120,"St Johns Higher Secondary School,Room No4 Main Block Southern Side, Palayamkottai","1.Tirunelveli (C) Palayamkottai Annai Indira Nagar South Street, Ward No 36 , 2.Tirunelveli (C) Palayamkottai Anna Nagar Pnk Colony North Street, Ward No 36 , 3.Tirunelveli (C) Palayamkottai Anna Nagar Pnk Colony East Street, Ward No 36 , 4.Tiruneveli (C) Palayamkottai Anna Nagar Main Road, Ward No 36 , 5.Tirunelveli (C) Palayamkottai Annanagar First Lane Ward No 36, 6.Tirunelveli
(C) Palayamkottai Annanagar Second Lane Ward No 36, 7.Tirunelveli (C) Palayamkottai Annanagar Third Lane Ward No 36 , 8.Tirunelveli (C) Palayamkottai Annanagar Fourth Lane Ward No 36, 9.Tirunelveli (C) Palayamkottai Annanagar Fifth Lane Ward No 36, 10.Tirunelveli (C) Palayamkottai Annanagar Eighth Lane Ward No 36, 11.Tiruneveli (C) Palayamkottai Annanagar Nineth Lane Ward No 36, 12.Tirunelveli (C) Palayamkottai Annanagar Ward No 36 , 13.Tiruneveli (C) Palayamkottai Indira Nagar 2Nd Cross Street Ward No 36 , 999.Overseas Electors",Dravida Munnetra Kazhagam,5.813953488372093
121,"St Johns Higher Secondary School, PTA Room No 50 Palayamkottai","1.Tirunelveli (C) Palayamkottai Lalitha Nagar W.No. 36 , 2.Tirunelveli (C) Palayamkottai Jeya Nagar W.No. 36 , 3.Tiruneveli (C) Palayamkottai S.N.V. Nagar W.No. 36 , 4.Tirunelveli (C) Palayamkottai Collector Nagar W.No. 36 , 5.Tirunelveli (C) Palayamkottai Balaji Nagar W.No.36 , 6.Tirunelveli (C) Palayamkottai Everest Street W.No.36 , 7.Tirunelveli (C) Palayamkottai Kadhir Nagar(Muparak Nagar), Ward No 36 , 8.Tirunelveli (C) Palayamkottai A.D.J. Nagar W.No. 36 , 9.Tirunelveli (C) Palayamkottai Devaloga Street W.No. 36 , 10.Tirunelveli (C) Palayamkottai Vip Colony, Ward No 36 ,11.Tirunelveli (C) Palayamkottai St. Lukes Street, Arulmani Street Ward No 36 , 12.Tirunelveli (C) Palayam Kottai Annai Indira Nagar 2Nd Street, Ward No 36 , 13.Tirunelveli (C) Palayamkottai Annai Indira Nagar North Street, Ward No 36 ,   999.Overseas Electors",Dravida Munnetra Kazhagam,20.68403908794788
122,"St Johns Higher Secondary School, PTA Room No 51 Palayamkottai","1.Tirunelveli (C) Palayamkottai Paranjsudar Street, Ward No 34 , 2.Tirunelveli
(C) Palayamkottai Vinnavar Street W.No. 34 , 3.Tirurnelveli (C) Palayamkottai Vinayagar Street W.No.34 , 4.Tirunelveli (C) Palayamkottai Rail Nagar W.No. 36
, 5.Tirunelveli (C) Palayamkottai Joint Director Of Agriculture Quarters, Ward No 36 , 6.Tirunelveli (C)  Palaymkottai Reporters Colony, Ward No 36 , 7.Tirunelveli (C) Palayamkottai Pwd Colony Campus, Ward No 36 , 8.Tirunelveli (C) Palayamkottai Civil Surgeons Quarters, Ward No 36, 9.Tirunelveli Palayamkottai Gandhi Nagar 6Th Street W.No.36 , 10.Tirunelveli
(C) Palayamkottai Gandhi Nagar 7Th Street W.No. 36 , 11.Tirunelveli Palayamkottai Gandhi Nagar 8Th Street W.No. 36 , 999.Overseas Electors",Dravida Munnetra Kazhagam,5.179856115107913
123,"St Johns Higher Secondary School, Room No6 Main Portion, South Side Palayamkottai","1.Tirunelveli (C) Palaymkottai. Kirupakaran Street, W.No 34 , 2.Tirunelveli (C) Palaymakottai Johns College Road W.No. 36 , 3.Tirunelveli (C) Palayamkottai St.Mark Street W.No.36 , 4.Tirunelveli (C) Palayamkottai Karuniyar Street W.No.34 , 5.Tirunelveli (C) Palayamkottai Perinba Street W.No. 34 , 6.Tirunelveli
(C) Palayamkottai Old Police Hospital Road,W.No 34 , 7.Tirunelveli (C) Palayamkottai St. Marks Road W.No 35 , 999.Overseas Electors",Dravida Munnetra Kazhagam,4.882154882154882
124,"Sarah Tucker Higher Secondary School ,
,Howard Memorial Hall, 2nd Hall From West Palayamkottai","1.Tirunelveli (C) Palayamkottai Commissioner Bunglaw Street, W.No 32 , 2.Tirunelveli (C) Palayamkottai Subramania Swamy Koil Street, W.No 32 , 3.Tirunelveli (C) Palayamkottai Nambikai Nagar, W.No 32 , 4.Tirunelveli (C) Palayamkottai Railway Station Road, W.No 32 , 5.Tirunelveli (C) Palayamkottai Rajendra Nagar, 5Th Street, W.No 32 ,  999.Overseas Electors",Tamilaga Vettri Kazhagam,11.68831168831169
125,"Sarah Tucker Girl’s Higher Secondary School, ,Howard Memorial Hall, Eastern Side, Last Room, Palayamkottai.","1.Tirunelveli (C) Palayamkottai Rajendra Nagar1 St Street, W.No 32 , 2.Tirunelveli (C) Palayamkottai Jepamaligai Nagar, W.No 32 , 3.Tirunelveli (C) Palayamkottai Rajendra Nagar,  6Th Street, W.No 32 , 4.Tirunelveli (C) Palayamkottai All India Radio Adukkumadi Kudieruppu, W.No 32 , 5.Tirunelveli (C) Palayamkottai Government Poramboku Railway Station Road W.No 32 , 999.Overseas Electors",Dravida Munnetra Kazhagam,8.97887323943662
126,"Sarah Tucker Girl’s Higher Secondary School, ,Howard Memorial Hall,Middle Portion, Last Room, Palayamkottai.","1.Tirunelveli (C) Palayamkottai St. Pauls Road-I (Door no.1-17)W.No 32 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,15.625
128,"Sarah Tucker Girls Higher Secondary School,
,Eastern side East Block, Central Hall, New Building, III B Class Room, Palayamkottai,","1.Tirunelveli (C) Palayamkottai St. Pauls Road, W.No 32 , 2.Tirunelveli (C) Palayamkottai Rajendra Nagar 2Nd Street, W.No 32 , 3.Tirunelveli (C) Palayamkottai North High Ground Road W.No 36 , 999.Overseas Electors",Dravida Munnetra Kazhagam,10.52631578947368
129,"Corporation Primary School , South Building, Eastern Porition, A.R. Line, Palayamkottai","1.Tirunelveli (C) Palayamkottai Ward 39 M.L.Pillai Nagar, , 2.Tirunelveli (C) Palayamkottai Ward 39 Indhira Nagar, , 3.Tirunelveli (C) Palayamkottai Ward  39 A.R Line Quarters O  Block To S Block, , 4.Tirunelveli (C) Palayamkottai Ward 39 A.R. Line Quarters Block , 5.Tirunelveli (C) Palayamkottai Ward 39 A.R. Line U Block, , 6.Tirunelveli (C) Palayamkottai Ward 39 A.R. Line New Quarters And 1 & A1 To G6, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,8.373590982286634
130,"Corporation Primary School ,Northern Wing, West Portion, A.R. Line Palayamkottai","1.Tirunelveli (C) Palayamkottai Ward No 39 St. Thomas Road, , 2.Tirunelveli (C) Palayamkottai Ward No 39 Reserve Line New Block, J Block, A Block To N Block, , 3.Tirunelveli (C) Palayamkottai Ward No 36 North High Ground Road, , 4.Tirunelveli (C) Palayamkottai Ward No 36 St Johns College Road , 5.Tirunelveli (C) Palayamkottai Ward 39 A.R. Line Upstairs Quarters 1A To 27F , 999.Overseas Electors",Tamilaga Vettri Kazhagam,6.334841628959276
131,"Corporation Primary School, ,North Building, East Portion, A.R. Line, Palayamkottai","1.Tirunelveli (C) Palayamkottai Ward No 36 Periyar Nagar, , 2.Tirunelveli (C) Palayamkottai Ward No 36 Periyar Nagar North Street. , 3.Tirunelveli (C) Palayamkottai Ward No 36 St. Mathew Street, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,13.08089500860585
132,"Integrated Children Development Scheme Corporation Primary School, ,North Building, East Portion, A.R. Line, Palayamkottai","1.Tirunelveli (C) Palayamkottai Ward No 36 Periyar Nagar, South Street, , 2.Tirunelveli (C) Palayamkottai Ward No 36 Arul Nagar, , 3.Tirunelveli (C) Palayamkottai Ward No 36 M.G.R Colony, , 4.Tirunelveli (C) Palayamkottai Ward No 39 Tamilnadu Police Quarters , 999.Overseas Electors",Tamilaga Vettri Kazhagam,4.88997555012225
135,"Sri Jeyandra Swaimigal Silver Jubilee Higher Secondary School, Hall No:5 Valli Mandram, Maharajanagar, Palayamkottai","1.Tirunelveli (C) Maharaja Nagar Ward No.40, L.K.S. Nagar, , 2.Tirunelveli (C) Maharajanagar Ward 39 T.N.H.B Quarters, , 3.Tirunelveli (C) Maharajanagar Ward 39 Magistrate Quarters , 4.Tirunelveli (C) Maharajanagar Ward 39 All India Radio  Quarters High Ground, 5.Tirunelveli (C) Maharajanagar Ward 39 3Rd Cross Street. , 999.Overseas Electors",Tamilaga Vettri Kazhagam,17.12328767123288
142,"Rosemary Marticulation Higher Secondary School, South Building East Portion, U.K.G B section Tuticorin Road, V.M. Chatram","1.Tirunelveli (C) V.M. Chathram T.N.H.B.Quarters Phase III-2(Door no.M6-M174), Wno 37 , 2.Tirunelveli (C) V.M. Chathram Sri Mookambigai Nagar,  Wno 37 , 3.Tirunelveli (C) V.M. Chathiram Ayiswariya Nagar, Ward No. 37 , 4.Tirunelveli (C) V.M. Chathiram Welcome Colony, Ward No 37 , 999.Overseas Electors",Dravida Munnetra Kazhagam,1.310043668122271
144,"Rosemary Marticulation Higher Secondary School, Ist A Section, Tuticorin Road, V.M. Chatram Palayamkottai","Wno 17 , 1.Tirunelveli (C) V.M. Chathram Srinivasa Nagar B Colony,  Wno 37 , 2.Tirunelveli (C) V.M. Chathram Kasi Viswanath Koil Street,  Wno 38 , 3.Tirunelveli (C) V.M. Chathram Jawahar Street, Wno 38 , 4.Tirunelveli (C) V.M. Chathram West Street V.M. Chatram, W.No 38 ,5.Tirunelveli (C) V.M.Chatram Yadavar East Street, , 6.Tirunelveli (C) V.M.Chatram Ward No 38 Ramar Koil Street, , 7.Tirunelveli (C) V.M.Chatram Ward No 38 Nadar Street , 999.Overseas Electors",Tamilaga Vettri Kazhagam,24.61734693877551
146,"Panchayat Union Primary School, North Part Building ,Northern Portion, V.M. Chatram","1.Tirunelveli (C) V.M. Chathiram Aravindar Street, W.No. 38 , 2.Tirunelveli (C)
V.M. Chathram Kavitha Nagar  2Nd ,W,No. 38 , 3.Tirunelveli (C) V.M. Chathram Kavitha Nagar 3Rd W.No. 38 , 4.Tirunelveli (C) V.M. Chathram Kavitha Nagar 4Th Street W.No. 38 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,13.92592592592593
147,"Panchayat Union Primary School, North Part Building,Southern Portion, V.M. Chatram","1.Tirunelveli (C) V.M. Chathram Brindavan Street,  W.No. 38 , 2.Tirunelveli (C)
V.M. Chathram South Street  Ward No 38 ,999.Overseas Electors",Tamilaga Vettri Kazhagam,7.728337236533958
148,"Panchayat Union Primary School, New Building Western Portion V.M.Chathram","1.Tirunelveli (C) V.M. Chathram Saranya Nagar,  W.No. 38 , 2.Tirunelveli (C)
V.M. Chathram Srinivasa Nagar, W.No. 38 ,  999.Overseas Electors",Tamilaga Vettri Kazhagam,6.5625
150,"Rosemary Matriculation Higher Secondary School, , East Portion, Forth Room Tuticorin Road, V.M.Chatram.","1.Tirunelveli (C) V.M. Chathram Ayya Subiramaniyan Nagar,W.No.17 , 2.Tirunelveli (C) V.M. Chathram Darling Nagar,  W.No.17 , 3.Tirunelveli (C)
V.M. Chathram Vettri Thiru Nagar, W.No.17 , 4.Tirunelveli (C) V.M. Chathram Kasim Nagar,  W.No.17 ,999.Overseas Electors",Tamilaga Vettri Kazhagam,1.238390092879257
151,"Rosemary Matriculation Higher Secondary School,
South building middle portion, Tuticorin Road, V.M.Chatram.","1.Tirunelveli (C) V.M. Chathram Adi Dravidar Colony W,No. 38 ,2.Tirunelveli
(C) V.M. Chathram Tamilnadu Housing Board Phase 2  Quarters ,Ward No.37,3.Tirunelveli (C) V.M. Chathram Pothys Nagar, W.No.37, 999.Overseas Electors",Tamilaga Vettri Kazhagam,11.96105702364395
153,"Rosemary Matriculation Higher Secondary School , West Portion 1t Room Tuticorin Road, V.M.Chatram.","1.Tirunelveli (C) V.M. Chathram Ward No 37 Kamatchi Nagar, 6Th Main Street.
,   2.Tirunelveli (C) V.M. Chathram Ward No 37 Kamatchi Nagar, 7Th Main Street.3.Tirunelveli (C) V.M.Chathram Kamatchi Nagar, 8Th  Main Street Ward No.37 , 4.Tirunelveli (C) V.M. Chathram Tamilnadu Housing Board Phase 1,Quarters Ward No.37 ,  999.Overseas Electors",Tamilaga Vettri Kazhagam,11.41804788213628
154,"Sri P.M.Sankara Subbiah Memorial I.T.I., Main Hall V.M.Chatram","1.Tirunelveli (C) V.M. Chathram Sivanadiyarkulam,  W.No.5 , 2.Tirunelveli (C)
V.M. Chathram Abdul Rahuman  Muthalali Nagar,  W,No.38 , 3.Tirunelveli (C)
V.M. Chathram Kannaki Street W.No.38  , 999.Overseas Electors",Tamilaga Vettri Kazhagam,22.45827010622155
155,"St. Joseph High School, West Part Arockianathapuram","1.Tirunelveli (C) V.M. Chathram Arockianathapuram 1St Main Street, W.No.38 2.Tirunelveli (C) V.M. Chathram Arockianathapuram2Nd Main Street, W,No,38 , 3.Tirunelveli (C) V.M. Chathram Arockianathapuram 3Rd Main Street, W,No,38
, 4.Tirunelveli (C) V.M. Chathram Arockianathapuram 4Th Main Street, W.No. 38 , 5.Tirunelveli (C) V.M. Chathram Atchimadam, W.No.38,, 999.Overseas Electors",Tamilaga Vettri Kazhagam,16.22971285892634
162,"Pushbalatha Matric Higher Secondary School, Northern Wing Eastern Portion Palayamkottai","1.Tirunelveli (C) V.M.Chatram T.V.S. Nagar 10Th  Cross Street,Ward No.39 , 2.Tirunelveli (C) V.M.Chatram T.V.S. Nagar 11Th  Cross Street,Ward No.39 , 3.Tirunelveli (C) V.M.Chatram T.V.S. Nagar, 1St Main Road,  Ward No 39 , 4.Tirunelveli (C) V.M.Chatram T.V.S. Nagar, 2Nd Main Road,  Ward No 39 , 5.Tirunelveli (C) V.M.Chatram T.V.S. Nagar, 3Rd Main Road,  Ward No 39 , 6.Tirunelveli (C) V.M.Chatram T.V.S. Nagar, 4Th Main Road,  Ward No 39 , 7.Tirunelveli (C) V.M.Chatram T.V.S. Nagar, 5Th Main Road,  Ward No 39 , 8.Tirunelveli (C) V.M.Chatram Tirumal Nagar Bharathi Dasan Veedhi,  Ward No 55 , 9.Tirunelveli (C) V.M.Chatram Tirumal Nagar, Rasikamani T.K.C. Veedhi, Ward No 55 , 10.Tirunelveli (C) V.M.Chatram Tirumal Nagar Jai Kandan  Veedhi, Ward No 55 , 11.Tirunelveli (C) V.M.Chatram Tirumal Nagar Puthumaipithan Veedhi,  Ward No 55 , 12.Tirunelveli (C) V.M.Chatram Kavimani Veedhi, Thirumal Nagar Ward No 55 ,  999.Overseas Electors",Tamilaga Vettri Kazhagam,6.666666666666667
167,"Corporation Primary School , South to North, 8th Entrance, Perumalpuram","1.Tirunelveli (C) Perumalpuram Perumalpuram Ochankulam Kamarajar Salai, W.No 41 , 2.Tirunelveli (C) Perumalpuram Ochankulam S.T.C. Road, W.No 41 , 3.Tirunelveli (C) Perumalpuram Ochankulam Park Street, W.No 41 , 4.Tirunelveli (C) Perumalpuram Ochankulam 1St East Street, W.No 41 , 5.Tirunelveli (C) Perumalpuram Ochankulam 1St West Street, W.No 41 , 6.Tirunelveli (C) Perumalpuram Ochankulam Thomas East Street, W.No 41 , 7.Tirunelveli (C) Perumalpuram Ochankulam Thomas 1St Streets, W.No 42 , 8.Tirunelveli (C) Perumalpuram Ochankulam Thomas 2Nd Street, W.No 42 , 9.Tirunelveli (C) Peurmalpuram Ochankulam Thomas 3Rd Street, W.No 42 , 999.Overseas Electors",Dravida Munnetra Kazhagam,6.891025641025641
