Serial No. Of Polling Station,Location and Name of Building in Which Polling Station Located,Polling Areas,Winner_Party,Margin_Percentage
101,"Corporation Primary School, West Portion, Kurundudaiyarpuram.","1.Tirunelveli (C) Kokkirakulam Parimelalakar Street, Ward No 10 , 2.Tirunelveli
(C) Kokkirakulam Bharathiyar Street, Ward No 31 , 3.Tirunelveli (C) Kokkirakulam Pavala Street, Ward No. 31 , 4.Tirunelveli (C) Kokkirakulam Thirunalaikupovar Street, Ward No 31 , 5.Tirunelveli (C) Kokkirakulam Thirupanalvar Street, Ward No 31 , 6.Tirunelveli (C) Kokirakulam Manakudavar Street, Ward No 31 , 7.Tirunelveli (C) Kokkirakulam Sivan South Street, Ward No 31 , 8.Tirunelveli (C) Kokkirakulam Sivan East Street. Ward No 31 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,7.659574468085106
108,"Child Jesus Higher Secondary School South Block Building, Central Hall 6th C class Room, St. Mark Street, Palayamkottai","1.Tirunelveli (C) Palayamkottai Pattu Pillayar Koil Street, W.No 34 , 2.Tirunelveli (C) Palayamkottai Dharmar Lane, W.No. 34 , 3.Tirunelveli (C) Palayamkottai Mahavishnu Street, W.No 34 , 4.Tirunelveli (C) Palayamkottai Manimantra Street, W.No. 34 , 5.Tirunelveli (C) Palayamkottai Sivan South Mada Street, W.No 34 , 6.Tirunelveli (C) Palayamakottai Sivan East Car Street, W.No 34 999.Overseas Electors",Tamilaga Vettri Kazhagam,27.37704918032787
109,"Child Jesus Higher Secondary School ,West Block New Building Southern Ground Floor 11th E Class Room, St. Mark Salai Palayamkottai","1.Tirunelvelveli (C) Palayamkottai Thiruvadi Street, W.No 34 , 2.Tirunelveli (C) Palayamkotai Kumarakuruparan Koil Street, W.No 34 , 3.Tirunelveli (C) Palayamkottai Sowrashtra Ramasamy Koil Street, W.No 34, 4.Tirunelveli (C) Palayamkottai Sivan Koil West Mada Veedhi, W.No 34 , 5.Tirunelveli (C) Palayamkottai Sivan North Mada Veedhi. W.No 34 , 6.Tirunelveli (C) Palayamkottai Murugaperumal Street, W.No 34 , 7.Tirunelveli (C) Palayamkottai Uchimahaliamman Koil Street, W.No 34 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,13.67521367521368
118,"St Johns Higher Secondary School,PTA Building Room No 49 Palayamkottai","1.Tirunelveli (C) Palayamkottai Kamaraj Colony,  Ward No 36 , 2.Tirunelveli (C) Palayamkottai Gandhinagar 1St Street Ward No 36 , 3.Tirunelveli (C) Palayamakottai Gandhinagar 2Nd Street Ward No 36 , 4.Tirunelveli (C) Palayamkottai Gandhi Nagar 3Rd Street W.No. 36 , 5.Tirunelveli (C) Palayamkottai Gandhi Nagar 4Th Street W.No. 36 , 6.Tiruneveli (C) Palayamakottai Gandhi Nagar 5Th Street W.No.36 ,  999.Overseas Electors",Tamilaga Vettri Kazhagam,19.19540229885057
127,"Sarah Tucker Girl’s Higher Secondary School,North Building West Portion, I standard 'C' Section Palayamkottai.","1.Tirunelveli (C) Palayamkottai St. Pauls Road -II(Door no.18-C271) W.No 32 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,4.260089686098654
133,"Rose Mary Marticulation School ,1std ‘A’ Section ,Ram Nagar, Thiyagarajanagar","1.Tirunelveli (C) Maharaja Nagar Ward 55 Maharajanagar E.B. Colony, , 999.Overseas Electors",Dravida Munnetra Kazhagam,1.084010840108401
134,"Rosemary Matriculation Higher Secondary School, South side middle portion hall no. 17 Ram Nagar, Thiyagaraja Nagar.","1.Tirunelveli (C) Maharaja Nagar Ward 40 Ram Nagar, , 2.Tirunelveli (C) V.M.Chatram Sixth North Street Ward No 39 , 3.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 8Th Middle Street, Ward No 55 , 4.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 9Th Middle Street, Ward No 55 , 5.Tirunelveli
(C) V.M.Chatram Thiyagaraja Nagar 9Th South Street, Ward No 55 , 6.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 10Th Middle Street, Ward No 55 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,8.466453674121405
136,"Nellaiappar Anbu Asiramam Primary School
, Dining Hall,Maharaja Nagar","1.Tirunelveli (C) Maharaja Nagar Ward 39 1 St Cross Street, , 2.Tirunelveli (C) Maharaja Nagar Ward 39 2Nd Cross Street, ,  3.Tirunelveli (C) Maharajanagar Ward 39 4Th Cross Street, , 4.Tirunelveli (C) Maharajanagar Ward 39 5Th Cross Street, , 5.Tirunelveli (C) Maharajanagar Ward 39 6Th Cross Street , 6.Tirunelveli
(C)  Maharaja Nagar Ward 39 St Thomas Road , , 999.Overseas Electors",Dravida Munnetra Kazhagam,0.425531914893617
137,"Sri Jeyandra Saraswathi Swamigal SilverJubilee Hr. Sec. School , Valli Mandram Hall No. 4 Maharaja Nagar","1.Tirunelveli (C) Maharaja Nagar Ward No 39 Maharaja Nagar 10Th Cross Street, , 2.Tirunelveli (C) Maharaja Nagar Ward No 39 11Th Cross Street, Maharaja Nagar. , 3.Tirunelveli (C) Maharaja Nagar Ward No 39 12Th  Cross Street, Maharaja Nagar. , 4.Tirunelveli (C) Maharaja Nagar Ward No 39 13Th Cross Street, Maharaja Nagar. , 5.Tirunelveli (C) Maharaja Nagar Ward No 39 14Th Cross Street, Maharaja Nagar. , 6.Tirunelveli (C) Maharaja Nagar Ward No 39 15Th Cross Street, Maharaja Nagar. , 7.Tirunelveli (C) Maharaja Nagar Ward No 39 16Th Cross Street, Maharaja Nagar. , 8.Tirunelveli (C) Maharaja Nagar Ward No 39 17Th Cross Street, Maharaja Nagar. , 9.Tirunelveli (C) Maharaja Nagar Ward No 39 18Th Cross Street, Maharaja Nagar. , 10.Tirunelveli (C) Maharaja Nagar Ward No 39 19Th Cross Street, Maharaja Nagar. , 11.Tirunelveli
(C) Maharaja Nagar Ward No 39 20Th Cross Street, Maharaja Nagar. , 12.Tirunelveli (C) Maharaja Nagar Ward No 39 21St Cross Street, Maharaja Nagar. , 999.Overseas Electors",Dravida Munnetra Kazhagam,0.6578947368421052
138,"Sri Jeyandra Saraswathi Swamigal SilverJubilee Higher Secondary School , Valli Mandapam Hall Room No 3 Maharaja Nagar","1.Tirunelveli (C) Maharaja Nagar Ward No 39 22Nd Cross Street, Maharaja Nagar. , 2.Tirunelveli (C) Maharaja Nagar Ward No 39 23Rd Cross Street, Maharaja Nagar. , 3.Tirunelveli (C) Maharaja Nagar Ward No 39 24Th Cross Street, Maharaja Nagar. , 4.Tirunelveli (C) Maharaja Nagar Ward No 39 25Th Cross Street, Maharaja Nagar. , 5.Tirunelveli (C) Maharaja Nagar Ward No 39 26Th Cross Street, Maharaja Nagar. , 6.Tirunelveli (C) Maharaja Nagar Ward No 39 27Th Cross Street, Maharaja Nagar. , 7.Tirunelveli (C) Maharaja Nagar Ward No 39 Sivanthipatti Mainroad, Maharaja N , 8.Tirunelveli (C) Maharaja Nagar Ward No 39 Sivanthi Patti Road 1,2,3,4Th  Street Maharaja Nagar. ,9.Tirunelveli
(C) Maharajanagar Ward No. 39 Kalyanai Nagar, 999.Overseas Electors",Dravida Munnetra Kazhagam,4.240282685512367
139,"Sri Jeyandra Saraswathi Swamigal Silver Jubilee Higher Secondary School, Manimandapam Hall No.19, Maharaja Nagar","1.Tirunelveli (C) Maharaja Nagar Ward No 39  2Nd Main Road, Maharajanagar.
, 2.Tirunelveli (C) Maharaja Nagar Ward No 39 3Rd Main Road, Maharajanagar.
, 3.Tirunelveli (C) Maharaja Nagar Ward No 39 4Th Main Road, Maharajanagar.
, 4.Tirunelveli (C) Maharaja Nagar Ward No 39 5Th Main Road, Maharajanagar.
, 5.Tirunelveli (C) Maharaja Nagar Ward No 39 7Thcross Street, Maharajanagar. , 6.Tirunelveli (C) Maharaja Nagar Ward No 39 8Th Cross Street Maharajanagar , 7.Tirunelveli (C) Maharaja Nagar Ward No 39 9Th Cross Street, Maharajanagar. , 8.Tirunelveli (C) Maharaja Nagar Ward No 39  State Bank Colony(Officer Colony) Maharajanagar. , 9.Tirunelveli (C) Maharaja Nagar Ward No 39 Municipal Colony, Maharajanagar. , 10.Tirunelveli (C) Maharaja Nagar Ward No 39 1St Main Road, Maharajanagar. , 999.Overseas Electors",Tamilaga Vettri Kazhagam,1.483050847457627
140,"Sri Jeyandra Saraswathi Swamigal Silver Jubilee Higher Secondary School
,Manimandapam Hall No.16, Maharaja Nagar","1.Tirunelveli (C) Maharaja Nagar Ward No 38 Maharajanagar I.O.B. Colony, , 2.Tirunelveli (C) Maharaja Nagar Ward No 39 Asirvatham  Nagar, , 3.Tirunelveli
(C) Maharaja Nagar Ward No 39 Vasantham Colony, , 4.Tirunelveli (C)  Maharaja Nagar Ward No.39 Ponmani Nagar, , 5.Tirunelveli (C) Maharaja Nagar Ward No 39 Vengadeshwara Nagar, , 6.Tirunelveli (C) Maharaja Nagar Ward No 39 Velavan Colony, Velavan West Colony,  999.Overseas Electors",Dravida Munnetra Kazhagam,0.9174311926605504
141,"Rosemary Marticulation Higher Secondary School, East to West 5th Entrance, L.K.G C Section, Tuticorin Road, V.M. Chatram","1.Tirunelveli (C) V.M. Chathram V.M. Chatram Jeyanthi Nagar, Wno 37 , 2.Tirunelveli (C) V.M. Chathram T.N.H.B.Quarters Phase III-1 (Door no.1-M5)Wno 37 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,21.55963302752294
143,"Rosemary Marticulation Higher Secondary School, Middle Portion 2nd room from west Tuticorin Road, V.M. Chatram Palayamkottai","1.Tirunelveli (C) V.M. Chathram Sri Kamatchi Nagar(Opp Oyasis School)  Ward No 37 , 2.Tirunelveli (C) V.M. Chathram V.O.C. Nagar,Ward No 37 999.Overseas Electors",Tamilaga Vettri Kazhagam,25.82345191040843
145,"Panchayat Union Primary School, New Building Western Portion West side V.M.Chathram","1.Tirunelveli (C) V.M. Chathram Nethaji Street(Subash Chandra Bose) ,  Wno 38
, 2.Tirunelveli (C) V.M.Chathram Kennady Street, Ward No 38 , 3.Tirunelveli (C) V.M.Chathram Kannan Puthu Colony 1St St Ward No 38 , 4.Tirunelveli (C) V.M.Chathram Kannan Puthu Colony 2Nd St Ward No 38 , 5.Tirunelveli (C) V.M.Chathram Kannan Puthu Colony 4Th  St Ward No 38 , 6.Tirunelveli (C) V.M.Chathram Kannan Puthu Colony Main Street,  Ward No 38 , 7.Tirunelveli
(C) V.M.Chathram Athithanar Nagar 1St Street, Ward No 38 , 8.Tirunelveli (C) V.M.Chathram Athithanar Nagar 2Nd Street, Ward No 38 , 9.Tirunelveli (C)
V.M. Chathram Athithanar Nagar 3Rd St Ward No 38 , 10.Tirunelveli (C) V.M.Chathram Athithanar Nagar 4Th St Ward No 38 , 11.Tirunelveli (C) V.M.Chathram Athithanar Nagar 5Th St Ward No 38 , 12.Tirunelveli (C) V.M.Chathram V.M. Chatram Telephone Exchange Quaters,  Ward No 38 , 13.Tirunelveli (C) V.M.Chathram Sundarar Street  Ward No. 38 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,10.74856046065259
149,"Rosemary Matriculation Higher Secondary School, , East Portion, Ist Room Tuticorin Road, V.M.Chatram.","1.Tirunelveli (C) V.M. Chathram Kattabomman Nagar 1St. Street W.No.37 , 2.Tirunelveli (C) V.M. Chathram Kattabomman Nagar 2Nd Street W.No.37 , 3.Tirunelveli (C) V.M. Chathram Kattabomman Nagar 3Rd Street W.No. 37 , 4.Tirunelveli (C) V.M. Chathram Kattabomman Nagar 4Th Street W.No.37 , 5.Tirunelveli (C) V.M. Chathram Kattabomman Nagar 5Th Street W.No.37 , 6.Tirunelveli (C) V.M. Chathram Kattabomman Nagar 2Nd Cross Streets, W.No.37 , 7.Tirunelveli (C) V.M.Chathram Kattabomman Nagar 2Nd Cross Streets, Ward No 37 , 8.Tirunelveli (C) V.M. Chathram Mangamma Salai, W.No. 38 , 9.Tirunelveli (C) V.M. Chathram Lakshmi Puram,  W.No.37 , 10.Tirunelveli
(C) V.M. Chathram Lakshmi Puram, 1St Lane. , 11.Tirunelveli (C) V.M. Chathram Lakshmi Puram 2Nd Lane W.No.37 , 12.Tirunelveli (C) V.M. Chathram Lakshmipuram 3Rd Street,  W.No.37 , 13.Tirunelveli (C) V.M. Chathram Co Optex Colony,  W.No.37 , 14.Tirunelveli (C) V.M.Chathram Astalakshmi Nagar, W.No.37 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,5.218855218855219
152,"Rosemary Matriculation Higher Secondary School , West Portion 3rd Room, Tuticorin Road, V.M.Chatram.","1.Tirunelveli (C) V.M. Chathram Mangala Nagar,  W.No.37 , 2.Tirunelveli (C)
V.M. Chathram Kamatchi Nagar, 1St  Main Street W.No.37 , 3.Tirunelveli (C)
V.M. Chathram Ward No 37 Kamatchi Nagar, 3Rd  Main Street , 4.Tirunelveli
(C) V.M. Chathram Ward No 37 Kamatchi Nagar, 4Th  Main Street , 5.Tirunelveli (C) V.M. Chathram Ward No 38 Kamatchi Nagar, 5Th  Main Street
, 999.Overseas Electors",Tamilaga Vettri Kazhagam,12.5193199381762
156,"Rosemary Matriculation Higher Secondary School ,U.K.G., A- Section, West to East 1st room, Ram nagar, Thiyagaraja Nagar","1.Tirunelveli (C) V.M. Chathram W.No 55 Thiryagarajanagar 1St Middle Street, , 2.Tirunelveli (C) V.M. Chathram W.No.55, Thiryagarajanagar 2Nd Middle Street, , 3.Tirunelveli (C) V.M. Chathram W.No.55, Thiryagarajanagar 3Rd Middle Street, , 4.Tirunelveli (C) V.M. Chathram W.No.55,Thiyagarajanagar 1St South Street, , 5.Tirunelveli (C) V.M. Chathram W.No.55,Thiyagarajanagar 2Nd South Street, , 6.Tirunelveli (C) V.M. Chathram W.No.55 Thiyagarajanagar 3Rd South Street, , 999.Overseas Electors",Dravida Munnetra Kazhagam,3.652173913043478
157,"St. Antony’s Public School, 2nd Std Class Room, V.M.Chathram","1.Tirunelveli (C) V.M. Chathram W.No 38 Tiruvalluvar Street Eastern Side, , 2.Tirunelveli (C) V.M. Chathram Lakshmi Nagar (V.M. Chathram), W.No.38 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,29.60893854748604
158,"Rosemary Marticulation Higher Secondary School , First Standard, B Section, Ram Nagar, Thiyagaraja Nagar.","1.Tirunelveli (C) V.M.Chatram Sivanthipatti Road Ward No 39 , 2.Tirunelveli (C) V.M.Chatram First North Street, Ward 39 , 3.Tirunelveli (C) V.M.Chatram Second North Street Ward No 39 , 4.Tirunelveli (C) V.M.Chatram Third North Street Ward No 39 , 5.Tirunelveli (C) V.M.Chatram Fourth North Street Ward No 39 , 6.Tirunelveli (C) V.M.Chatram Fifth North Street Ward No 39 ,  7.Tirunelveli
(C) V.M.Chatram Seventh North Street Ward No 39 , 8.Tirunelveli (C) V.M.Chatram Eighth North Street Ward No 39 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,5.827067669172932
159,"Pushpalatha Matric Higher Secondary School, East Part, South Portion, Thiyagarajanagar, Palayamkottai","1.Tirunelveli (C) V.M.Chatram James Nagar Ward No 55 , 2.Tirunelveli (C) V.M.Chatram P.A. Pillai Nagar,  Ward No 39 , 3.Tirunelveli (C) V.M.Chatram Bharathi Street,  Ward No 55 , 4.Tirunelveli (C) V.M.Chatram T.V.S. Nagar,  (Ist Cross St To 5Th Cross Street)Ward No.39, , 999.Overseas Electors",Dravida Munnetra Kazhagam,1.225919439579685
160,"Pushbalatha Matric Higher Secondary
School, 5th Std ‘C’ Class Room Palayamkottai","1.Tirunelveli (C) V.M.Chatram Perathu Selvi Nagar, Ward No 55 , 2.Tirunelveli
(C) V.M.Chatram Saibaba Colony, Ward No 55 , 3.Tirunelveli (C) V.M.Chatram Sankar Colony,  Ward No 55 , 4.Tirunelveli (C) V.M.Chatram Kumaresan Nagar, Ward No 55 , 5.Tirunelveli (C) V.M.Chatram V.I.P. Colony Ward No 55 , 6.Tirunelveli (C) V.M.Chatram Ramalinganar Veedhi,  Ward No 55 , 7.Tirunelveli (C) V.M.Chatram Mallika Colony, 2Nd Streets Ward No 55 , 8.Tirunelveli (C) V.M.Chatram Mallika Colony, 5Th Street Ward No. 55 , 9.Tirunelveli (C) V.M.Chatram Mallika Colony, 6Th Street Ward No. 55 , 10.Tirunelveli (C) V.M.Chatram L.I.C. Colony 2Nd Street, Ward No 55 , 11.Tirunelveli (C) V.M.Chatram Malliga Colony 4Th Street Ward No 19 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,11.17397454031117
161,"Pushbalatha Matric Higher Secondary School,Eastern Wing Northern Portion Palayamkottai","1.Tirunelveli (C) V.M.Chatram Tirumal Nagar, Barathidasan Veedhi,  Ward No 55 , 2.Tirunelveli (C) V.M.Chatram Malliga Colony,  Ward No 55 ,3.Tirunelveli
(C) V.M.Chatram T.V.S. Nagar 6Th Cross Street,  Ward No 39 , 4.Tirunelveli (C) V.M.Chatram T.K.C. Nagar, Ward No.55, 5.Tirunelveli (C) V.M.Chatram Gokilam Nagar, Ward No 55 , 6.Tirunelveli (C) V.M.Chatram L.I.C. Colony Ist Street,  Ward No 54 , 7.Tirunelveli (C) V.M.Chatram T.V.S. Nagar 7Th Cross Street, Ward No 39 , 8.Tirunelveli (C) V.M.Chatram T.V.S. Nagar 6Th Cross Street , Ward No 39 , 9.Tirunelveli (C) V.M.Chatram T.V.S. Nagar 7Th Cross Street, Ward No 39 , 10.Tirunelveli (C) V.M.Chatram V.O.C Veedhi Tirumal Nagar. Ward No 55 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,2.49609984399376
163,"Rosemary Matriculation School, ,U.K.G, B Section, Ramnagar, Thiyagarajanagar","1.Tirunelveli (C) V.M. Chathram Thiyagarajanagar 5Th Middle Street, Ward No 55 , 2.Tirunelveli (C) V.M. Chathram Thiyagarajanagar  4Th South Streets, Ward No 55 , 3.Tirunelveli (C) V.M. Chathram Thiyagarajanagar  5Th South Street, Ward No 55 , 4.Tirunelveli (C) V.M. Chathram Thiyagarajanagar  6Th South Street, Ward No 55 , 5.Tirunelveli (C) V.M. Chathram Thiyagarajanagar Indira Nagar,  Ward No 54 , 6.Tirunelveli (C) V.M. Chathram Ward No 54, Postal And Telegraph Colony, , 7.Tirunelveli (C) V.M. Chathram Ward No 54 T.N.C.S.C Quarters, , 8.Tirunelveli (C) V.M. Chathram Ward No.54,New Nehru Nagar , 999.Overseas Electors",Tamilaga Vettri Kazhagam,11.5569823434992
164,"Rosemary Matriculation Higher Secondary School ,Pre .K.G. Section, Ram Nagar, Thiyagaraja Nagar.","1.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 4Th Middle Street, Ward No 55 , 2.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 6Th Middle Street, Ward No 55 , 3.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 7Th Middle Street, Ward No 55 , 4.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 7Th South Street, Ward No 55 , 5.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 8Th South Street, Ward No 55 ,  999.Overseas Electors",Tamilaga Vettri Kazhagam,11.93771626297578
165,"Pushbalatha Matric Higher Secondary School, Northern Wing Western Portion Palayamkottai","1.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 10Th South Street, Ward No. 55 , 2.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar  12Th South Street, Ward No.55, 3.Tirunelveli (C) V.M.Chatran Thiyagaraja Nagar 13Th South Street, Ward No. 55 , 4.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 14Th South Street, Ward No 55 , 5.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 15Th South Street, Ward No.55 , 999.Overseas Electors",Dravida Munnetra Kazhagam,0.7204610951008645
166,"Pushbalatha Matric Higher Secondary School, Middle Portion Palayamkottai","1.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 16Th South Streets, Ward No 55 , 2.Tirunelveli (C) V.M.Chatram Thiyagaraja Nagar 17Th South Street, Ward No. 55 , 3.Tirunelveli (C) V.M.Chatram South Streets 1 To 7 Ward No 55 , 4.Tirunelveli (C) V.M.Chatram Thamirabathi Colony Ward No 54 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,0.2583979328165375
169,"Corporation Primary School , South to North, 6th Entrance Eastern Portion, Perumalpuram","1.Tirunelveli (C) Perumalpuram Perumalpuram 1St Street, W.No 42 , 2.Tirunelveli (C) Peurmalpuram Perumalpuram 2Nd Street,  W.No 42 , 3.Tirunelveli (C) Peurmalpuram Perumalpuram 3Rd Street, W.No 42 , 4.Tirunelveli (C) Peurmalpuram Perumalpuram Post Office Street, W.No 42 , 5.Tirunelveli (C) Perumalpuram Perumalpuram Post Office 4Th Street, W.No 42
, 6.Tirunelveli (C) Perumalpuram Perumalpuram Garaden Street, W.No. 41 , 7.Tirunelveli (C) Perumalpuram Perumalpuam 5 Th Street W.No 42 , 8.Tirunelveli (C) Perumalpuram Perumalpuam 6Th Street, W.No 42 , 9.Tirunelveli (C) Perumalpuram Joseph Street C S.I. Church North Street, W.No 42 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,6.566604127579738
170,"Corporation Primary School , South to North, 6th Entrance Western Portion, Perumalpuram","1.Tirunelveli (C) Perumalpuram Perumalpuram C Colonymain Road, W.No 42 , 2.Tirunelveli (C) Perumalpuram Perumalpuram C Colony 1St Street, W.No. 42 , 3.Tirunelveli (C) Prumalpuram C Colony 1Th Cross Street, W.No 42 , 4.Tirunelveli (C) Perumalpuram Sankarapuram 1St Street, W.No 41 , 5.Tirunelveli (C) Perumalpuram Sankarapuram 2Nd Street, W.No 41 , 6.Tirunelveli (C) Perumalpuram C Colony 2Nd Street, W.No 42 , 7.Tirunelveli
(C) Perumalpuram C Colony 2Nd Cross Street W.No 42 , 8.Tirunelveli (C) Perumalpuram C Colony Water Tank Street, W.No 42 , 9.Tirunelveli (C) Perumalpuram P And T  Colony, W.No. 41 , 10.Tirunelveli (C) Perumalpuram Perumalpuram Lukkas Nagar W.No 42 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,1.598579040852576
177,"Corporation Primary School ,South to North, 5th Entrance, Perumalpuram","1.Tirunelveli (C) Perumalpuram Neihbour Hood Colony 1St Main St, W.No 26 , 2.Tirunelveli (C) Perumalpuram Neihbour Hood Colony Main Street, W.No 26 , 3.Tirunelveli (C) Perumalpuram Neihbour Hood Colony 2Nd Main St, W.No 26 , 4.Tirunelveli (C) Perumalpuram Neihbour Hood Colony 1St  Cross Street, W.No 26 , 5.Tirunelveli (C) Perumalpuram Neihbour Hood Colony 2Nd Cross Street, W.No 42 , 6.Tirunelveli (C) Perumalpuram Neihbour Hood Colony 3Rd Cross Street, W.No 42 , 7.Tirunelveli (C) Perumalpuram Neihbour Hood Colony 4Th Cross Street, W.No 42 , 8.Tirunelveli (C) Perumalpuram Neihbour Hood Colony 5Th Cross Street, W.No 42 , 9.Tirunelveli (C) Perumalpuram Neihbour Hood Colony 6Th Cross Street, W.No 42 , 10.Tirunelveli (C) Perumalpuram Neihbour Hood Colony 7Th Cross Street, W.No 42 , 11.Tirunelveli (C) Perumalpruam Neihbour Hood Colony Kamaraj Salai W.No 42 , 12.Tirunelveli (C) Perumalpuram Neihbourhood Colony 8Th Cross Street, W.No 42 , 13.Tirunelveli
(C) Perumalpuram Neihbourhood Colony 9Th Cross Street, W.No 42 , 14.Tirunelveli (C) Perumalpuram Neihbourhood Colony10Th Cross Street, W.No 42 , 15.Tirunelveli (C) Perumalpuram Neihbourhood Colony 11Th Cross Street, W.No 42 , 16.Tirunelveli (C) Perumalpuram Neihbourhood Colony 12Th Cross Street, W.No 42 , 17.Tirunelveli (C) Perumalpuram Neihbourhood Colony 13Th Cross Street, W.No 42 , 18.Tirunelveli (C) Perumalpuram Neihbourhood Colony 14Th Cross Street, W.No 42 , 19.Tirunelveli (C) Perumalpuram Neihbour Hood Colony Nobel Street W.No 26 , 999.Overseas Electors",Dravida Munnetra Kazhagam,14.83739837398374
179,"St. Jospeh Girls Higher Secondary School Campus St. Xavier Nursery and Primary School, New Building Ist Std Class Room,
N.G.O.A. Colony","1.Tirunelveli (C) Perumalpuram Pothigai Nagar 3Rd Cross Street, W.No 41 , 2.Tirunelveli (C) Perumalpuram Pothigai Nagar Poonga South Street, W.No 41 , 3.Tirunelveli (C) Perumalpuram Pothigai Nagar Poonga 1St Cross St, W.No 41 , 4.Tirunelveli (C) Perumalpuram Pothigai Nagar 2Nd Cross Street, W.No 41 , 5.Tirunelveli (C) Perumalpuram Pothigai Nagar 1St South Street, W.No 41 , 6.Tirunelveli (C) Perumalpuram Pothigai Nagar West Street, W.No 41 , 7.Tirunelveli (C) Perumalpuram Pothigai Nagar Poonga North St, W.No 41 , 8.Tirunelveli (C) Perumalpuram Pothigainagar East St, W.No.41, 9.Tirunelveli
(C) Perumalpuram Pothigainagar North St.,W.No.41, 999.Overseas Electors",Dravida Munnetra Kazhagam,3.740648379052369
180,"Corporation Primary School ,South to North, 2nd Entrance, Perumalpuram","1.Tirunelveli (C) Perumalpuram Ward 40 Anbu Nagar Kamaraj Salai, , 2.Tirunelveli (C) Perumalpuram Ward 40 Ponvizha Nagar East Street, , 3.Tirunelveli (C) Perumalpuram Ward 40 Ponvizha Nagar West Street, , 4.Tirunelveli (C) Perumalpuram Ward 40 Ponvizha Nagarnorth Street, , 5.Tirunelveli (C) Perumalpuram Ward 40 Ponvizha Nagarmain Street, , 6.Tirunelveli (C) Perumalpuram Ward 40 Ponvizha Nagar South Street, , 7.Tirunelveli (C) Perumalpuram Ward 40 Ponvizha Nagar1 St South Street , 999.Overseas Electors",Dravida Munnetra Kazhagam,1.295896328293737
182,"St.Joseph Girls Hr.Sec.School , Eastern Building 12th B Class Room, N.G.O. A. Colony.","1.Tirunelveli (C) N.G.O Colony Ward No 54 Manicka Nagar, 2.Tirunelveli (C)
N.G.O Colony Ward No 54 Vimas  Sqare 1St St,3.Tirunelveli (C) N.G.O.Colony Ward No 54 Vimas Sqare  2Nd Street, 4.Tirunelveli (C) N.G.O.Colony Ward No 41 V.G.P Nagar, 5.Tirunelveli (C) N.G.O. Colony Ward No 41 Bharathi Nagar Extension Near S.T.C. College, , 6.Tirunelveli (C) N.G.O. Colony Ward No 41 Bharathi Nagar 6Th Street,Extension Near S.T.C.College,7.Tirunelveli (C) N.G.O.Colony Ward No 54 Masia Nagar,8.Tirunelveli (C) N.G.O. Colony Ward No 41 K.M.A. Nagar,9.Tirunelveli (C) N.G.O Colony Ward No 54 Cathidral Colony,10.Tirunelveli (C) N.G.O.Colony Ward No 41 Bharathi Nagar 1St Street, Near S.T.C. College ,11.Tirunelveli (C) N.G.O.Colony Ward No 41 Barathi Nagar 2Nd Street, Near S.T.C College ,12.Tirunelveli (C) N.G.O. Colony Ward No 41 Bharathi Nagar Cross Street(4Th Street) ,13.Tirunelveli (C) N.G.O.Colony Ward No 54 New Nehru Nagar, 14.Tirunelveli (C) Ngo Colony Ward No 41 S.T.C. Road, 999.Overseas Electors",Dravida Munnetra Kazhagam,11.81683899556868
