Polling Station No.,Location and Name of the Building in which Polling station is located,Polling Area,Winner_Party,Margin_Percentage
159,Panchayat Union Primary School Annaikunnam North Facing west side,"1.Annaikunnam (P) And (R.V), Ward 1 kanniamman koil st
2.Annaikunnam (P) And (R.V), Ward 1 Kamarajar st
3.Annaikunnam (P) And (R.V), Ward 1 Gandhi st
4.Annaikunnam (P) And (R.V), Ward 1 Cross st
5.Annaikunnam (P) And (R.V), Ward 1 Pallikooda st
6.Annaikunnam (P) And (R.V), Ward 1 Pooniamman koil st
7.Annaikunnam (P) And (R.V), Ward 1 Raja veethy
8.Annaikunnam (P) And (R.V), Ward 1 mariamman koil st
9.Annaikunnam (P) And (R.V), Ward 1 Pillaiyar koil st
10.Annaikunnam (P) And (R.V), Ward 1 Orathi salai
11.Annaikunnam (P) And (R.V), Ward 2 Muthumariamman koil st colony
12.Annaikunnam (P) And (R.V), Ward 2 Anna st colony
13.Annaikunnam (P) And (R.V), Ward 2 Ambedkar st colony
14.Annaikunnam (P) And (R.V), Ward 2 MGR st (Ammanur) 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,16.27906976744186
165,Panchayat Union Middle School Kizhathivakkam North Facing,"1.Keizh athivakkam (P) And (R.V), Ward 1 elapakkam main road
2.Keizh athivakkam (P) And (R.V), Ward 1 keizhandai veethy
3.Keizh athivakkam (P) And (R.V), Ward 1 Cross st
4.Keizh athivakkam (P) And (R.V), Ward 1 mariamman koil st
5.Keizh athivakkam (P) And (R.V), Ward 2 Nadu st
6.Keizh athivakkam (P) And (R.V), Ward 2 Mettu st
7.Keizh athivakkam (P) And (R.V), Ward 2 Pallikooda st
8.Keizh athivakkam (P) And (R.V), Ward 2 Kulakarai st
9.Keizh athivakkam (P) And (R.V), Ward 2 Buthur
10.Keizh athivakkam (P) And (R.V), Ward 2 Mettu kudisai
11.Keizh athivakkam (P) And (R.V), Ward 1 Baburayanpettai road
12.Keizh athivakkam (P) And (R.V), Ward 1 Thoguppuhouse st
13.Keizh athivakkam (P) And (R.V), Ward 1 Nadi st colony
14.Keizh athivakkam (P) And (R.V), Ward 1 Mariamman koil st colony
15.Keizh athivakkam (P) And (R.V), Ward 1 Cross st colony 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,16.747809152872446
167,Govt.Higher Secondary School Orathi South facing Room 2,"1.Orathi (P) And (R.V), Ward 2 Naidu st
2.Orathi (P) And (R.V), Ward 2 Thropathiamman koil st
3.Orathi (P) And (R.V), Ward 2 Pallikooda st
4.Orathi (P) And (R.V), Ward 3 Brammanar st
5.Orathi (P) And (R.V), Ward 3 Karnam st
6.Orathi (P) And (R.V), Ward 3 Keizhandai st 999.OVERSEAS ELECTORS",All India Anna Dravida Munnetra Kazhagam,9.75609756097561
170,Panchayat Union Primary School Vepangaranai South Facing,"1.Vadamanipakkam (P) And (R.V), Ward 1 tindivanam veppankarai salai
2.Vadamanipakkam (P) And (R.V), Ward 1 Orathi Highway
3.Vadamanipakkam (P) And (R.V), Ward 1 Vinayagar koil st
4.Vadamanipakkam (P) And (R.V), Ward 1 Vembathamman koil st
5.Vadamanipakkam (P) And (R.V), Ward 1 Naidu st
6.Vadamanipakkam (P) And (R.V), Ward 1 Pallivasal st
7.Vadamanipakkam (P) And (R.V), Ward 1 Thiruvalluvar st
8.Vadamanipakkam (P) And (R.V), Ward 1 Kamarajar st
9.Vadamanipakkam (P) And (R.V), Ward 1 Ambedkar st
10.Vadamanipakkam (P) And (R.V), Ward 1 Patel st
11.Vadamanipakkam (P) And (R.V), Ward 1 Old colony st
12.Vadamanipakkam (P) And (R.V), Ward 1 Muthaliar st
13.Vadamanipakkam (P) And (R.V), Ward 1 Udaiyar st 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,23.767605633802816
171,Government High School Vadamanipakkam South Facing 10th Std (Room 1),"1.Vadamanipakkam (P) And (R.V), Ward 2 north new tar salai
2.Vadamanipakkam (P) And (R.V), Ward 2 mariamman koil st
3.Vadamanipakkam (P) And (R.V), Ward 2 Gandhi veethy
4.Vadamanipakkam (P) And (R.V), Ward 2 Nehru veethy
5.Vadamanipakkam (P) And (R.V), Ward 3 Tindivanam orathi highway
6.Vadamanipakkam (P) And (R.V), Ward 3 Choolaimedu
7.Vadamanipakkam (P) And (R.V), Ward 3 Padasalai st
8.Vadamanipakkam (P) And (R.V), Ward 5 Gangaiamman koil st 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,12.73209549071618
172,Government High School Vadamanipakkam South Facing 10th std (Room 2),"1.Vadamanipakkam (P) And (R.V), Ward 5 Mariamman koil st
2.Vadamanipakkam (P) And (R.V), Ward 1 Vinayagar koil st
3.Vadamanipakkam (P) And (R.V), Ward 4 Murugan koil st
4.Vadamanipakkam (P) And (R.V), Ward 4 Kallankothu st
5.Vadamanipakkam (P) And (R.V), Ward 4 Konkaraimampattu salai
6.Vadamanipakkam (P) And (R.V), Ward 4 Thulukathamman koil st
7.Vadamanipakkam (P) And (R.V), Ward 4 Arunthathi st 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,17.17171717171717
179,Panchayat Union Primary School Siruthamur West Facing,"1.Siruthamur (P) And (R.V), Ward 3 Mettu st
2.Siruthamur (P) And (R.V), Ward 3 Arunthathiyar st
3.Siruthamur (P) And (R.V), Ward 3 Ratinakinaru st
4.Siruthamur (P) And (R.V), Ward 3 Erular st
5.Siruthamur (P) And (R.V), Ward 3 Pallikooda st
6.Siruthamur (P) And (R.V), Ward 4 Brammanar st
7.Siruthamur (P) And (R.V), Ward 4 Erikarai st
8.Siruthamur (P) And (R.V), Ward 4 Palla st
9.Siruthamur (P) And (R.V), Ward 4 Olakur salai
10.Siruthamur (P) And (R.V), Ward 4 Killandai veethy 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,21.323529411764707
180,Panchayat Union Middle School Konkaraimampattu East Faccing North Side,"1.Konkaraimampattu (P) And (R.V), Ward 1 thidir nagar
2.Konkaraimampattu (P) And (R.V), Ward 1 Palli kooda st
3.Konkaraimampattu (P) And (R.V), Ward 1 Mettu st
4.Konkaraimampattu (P) And (R.V), Ward 1 Nadu st
5.Konkaraimampattu (P) And (R.V), Ward 1 Perumal koil st
6.Konkaraimampattu (P) And (R.V), Ward 1 Mudaliyar(Palla ) st 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,23.65038560411311
182,Panchayat Union Middle School Murungai West Side,"1.Murungai (P) And (R.V), Ward 2 kullakarai st
2.Murungai (P) And (R.V), Ward 2 Sivasakthi koil st
3.Murungai (P) And (R.V), Ward 2 Bajanai koil st
4.Murungai (P) And (R.V), Ward 2 Mariamman koil st
5.Murungai (P) And (R.V), Ward 2 Mettu st
6.Murungai (P) And (R.V), Ward 2 Quarters st
7.Murungai (P) And (R.V), Ward 2 Mariamman koil st
8.Murungai (P) And (R.V), Ward 1 Quarters st
9.Murungai (P) And (R.V), Ward 1 mariamman koil st
10.Murungai (P) And (R.V), Ward 1 mariamman koil st
11.Murungai (P) And (R.V), Ward 1 Pambathamman koil st
12.Murungai (P) And (R.V), Ward 1 Pambathamman koil 1st street
13.Murungai (P) And (R.V), Ward 1 Pambathamman Koil 2nd st 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,12.096774193548388
183,Panchayat Union Middle School Murungai East Side,"1.Murungai (P) And (R.V), Ward 1 Olakur salai
2.Murungai (P) And (R.V), Ward 1 kulakarai st
3.Murungai (P) And (R.V), Ward 1 Iyanar koil st
4.Murungai (P) And (R.V), Ward 1 Perumal koil st
5.Murungai (P) And (R.V), Ward 2 Nadu st
6.Murungai (P) And (R.V), Ward 2 mankaran st
7.Murungai (P) And (R.V), Ward 2 Koolneyan st
8.Murungai (P) And (R.V), Ward 1 Mariamman koil st
9.Murungai (P) And (R.V), Ward 1 Killandai st
10.Murungai (P) And (R.V), Ward 2 kavankarai st
11.Murungai (P) And (R.V), Ward 2 Quarters st
12.Murungai (P) And (R.V), Ward 2 mariamman koil st
13.Murungai (P) And (R.V), Ward 2 Mettu st
14.Murungai (P) And (R.V), Ward 2 Olakur salai
15.Murungai (P) And (R.V), Ward 1 Gonkarai salai 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,12.21476510067114
187,PANCHAYAT UNION MIDDLE SCHOOL MINNAL CHITHAMUR EAST FACING,"1.Minnal chithamur (P) And (R.V), Ward 1 murugan koil st
2.Minnal chithamur (P) And (R.V), Ward 1 Erikarai st
3.Minnal chithamur (P) And (R.V), Ward 1 Post office st
4.Minnal chithamur (P) And (R.V), Ward 1 Karpagavinayagar koil st
5.Minnal chithamur (P) And (R.V), Ward 1 Mariamman koil st
6.Minnal chithamur (P) And (R.V), Ward 1 Mettu st
7.Minnal chithamur (P) And (R.V), Ward 1 Kattukara st
8.Minnal Chithamur (P) Minnal keizh minnal village (R.V), Ward 3 Muthu mariamman koil st
9.Minnal keizh minnal village (R.V), Ward 3 Kullakarai st
10.Minnal keizh minnal village (R.V), Ward 3 Perumal koil st
11.Minnal keizh minnal village (P) And (R.V), Ward 3 road st 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,16.912972085385878
189,Panchayat Union Primary School Edayalam South Facing,"1.Edaiyalam (P) And (R.V), Ward 2 mettu st colony
2.Edaiyalam (P) And (R.V), Ward 2 Palla st
3.Edaiyalam (P) And (R.V), Ward 2 Raod st
4.Edaiyalam (P) And (R.V), Ward 1 Vinayagar koil st
5.Edaiyalam (P) And (R.V), Ward 1 Kathirimedu st
6.Edaiyalam (P) And (R.V), Ward 1 Pandara st
7.Edaiyalam (P) And (R.V), Ward 2 Mariamman koil st
8.Edaiyalam (P) And (R.V), Ward 2 Mariamman koil st
9.Edaiyalam (P) And (R.V), Ward 2 Santhu st
10.Edaiyalam (P) And (R.V), Ward 1 Erikarai st
11.Edaiyalam (P) And (R.V), Ward 1 Anchaneyar koil st
12.Edaiyalam (P) And (R.V), Ward 1 Mariamman koil st
13.Edaiyalam (P) And (R.V), Ward 1 Nadu st
14.Edaiyalam (P) And (R.V), Ward 1 Pallikooda Salai
15.Edaiyalam (P) And (R.V), Ward 1 Mettu st ( Puthu edaiyalam) 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,18.181818181818183
190,Panchayat Union Middle School Veliyampakkam South Side,"1.Villiyampakkam (P) And (R.V), Ward 1 palla st
2.Villiyampakkam (P) And (R.V), Ward 2 Cross st
3.Villiyampakkam (P) And (R.V), Ward 1 Nadu st
4.Villiyampakkam (P) And (R.V), Ward 1 kulakarai st
5.Villiyampakkam (P) And (R.V), Ward 1 road st
6.Villiyampakkam (P) And (R.V), Ward 1 mettu st
7.Villiyampakkam (P) And (R.V), Ward 2 Gangaiamman koil st
8.Villiyampakkam (P) And (R.V), Ward 2 Cross st
9.Villiyampakkam (P) And (R.V), Ward 2 Nadu st
10.Villiyampakkam (P) And (R.V), Ward 2 Erular colony 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,25.43478260869565
191,Panchayat Union Middle School Athur South Facing East Side,"1.Athur (P) And (R.V), Ward 1 east st
2.Athur (P) And (R.V), Ward 1 Nadu st
3.Athur (P) And (R.V), Ward 1 Akkarakara st
4.Athur (P) And (R.V), Ward 1 Pallikooda st
5.Athur (P) And (R.V), Ward 1 Kullakarai st
6.Athur (P) And (R.V), Ward 1 Mettu st 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,24.07108239095315
197,Panchayat Union Middle School Siruperpandi East Facing,"1.Siruperpandi (P) And (R.V), Ward 2 Hospital st
2.Siruperpandi (P) And (R.V), Ward 2 Bajanai koil st
3.Siruperpandi (P) And (R.V), Ward 2 north st
4.Siruperpandi (P) And (R.V), Ward 2 Mariamman koil st
5.Siruperpandi (P) And (R.V), Ward 2 Thurgaiamman koil st
6.Siruperpandi (P) And (R.V), Ward 2 Elapakkam salai
7.Siruperpandi (P) And (R.V), Ward 2 Pillaiyar koil st
8.Siruperpandi (P) And (R.V), Ward 2 Mettu st 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,37.173579109062985
198,Panchayat Union Middle School Kalliyakunam North Facing,"1.Siruperpandi (P) And (R.V), Ward 1 Erikarai st
2.Siruperpandi (P) And (R.V), Ward 1 Pillaiyar koil st
3.Siruperpandi (P) And (R.V), Ward 1 Mariamman Koil st
4.Siruperpandi (P) And (R.V), Ward 3 Siruperpandy salai
5.Siruperpandi (P) And (R.V), Ward 3 Elapakkam salai
6.Siruperpandi (P) And (R.V), Ward 3 Mettu st
7.Siruperpandi (P) And (R.V), Ward 3 Thurgaiamman koil st
8.Siruperpandi (P) And (R.V), Ward 3 Pillaiyar koil st
9.Siruperpandi (P) And (R.V), Ward 3 Cross st
10.Siruperpandi (P) And (R.V), Ward 3 Iyar st
11.Siruperpandi (P) And (R.V), Ward 3 Erikarai St
12.Siruperpandi (P) And (R.V), Ward 3 Kuyavar st 999.OVERSEAS ELECTORS",All India Anna Dravida Munnetra Kazhagam,28.00658978583196
203,PANCHAYAT UNION PRIMARY SCHOOL MATHUR WEST FACING,"1.Mathur (P) And (R.V), Ward 1 mathur colony
2.Mathur (P) And (R.V), Ward 1 Acharapakkam salai
3.Mathur (P) And (R.V), Ward 1 Salai cross st
4.Mathur (P) And (R.V), Ward 1 Chillamman koil st
5.Mathur (P) And (R.V), Ward 1 Chilliamman koil 1st street
6.Mathur (P) And (R.V), Ward 1 Chilliamman 2nd cross st
7.Mathur (P) And (R.V), Ward 2 Madava perumal koil st
8.Mathur (P) And (R.V), Ward 2 Palla st
9.Mathur (P) And (R.V), Ward 2 Sri Pillaiyar koil st
10.Mathur (P) And (R.V), Ward 2 Mettu st
11.Mathur (P) And (R.V), Ward 1 Mariamman koil st
12.Mathur (P) And (R.V), Ward 1 Karpaga vinayagar koil st
13.Mathur (P) And (R.V), Ward 1 Elapakkam salai
14.Mathur (P) And (R.V), Ward 1 Elapakkam kulakarai st 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,38.65638766519824
208,Panchayat Union Middle school Venkatesapuram (West Facing),"1.Acharapakkam, Ward 14 kalakadi salai
2.Acharapakkam, Ward 14 Venkatesapuram1 st Street
3.Acharapakkam, Ward 14 Venkatesapuram 2nd st
4.Acharapakkam, Ward 15 Venkatesapuram 3 rd st
5.Acharapakkam, Ward 15 Venkatesapuram 4th street 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,23.035230352303522
209,PANCHAYAT UNION MIDDLE SCHOOL VENKATESAPURAM EAST FACING EAST SIDE,"1.Acharapakkam, Ward 1 Venkatesapuram 5 th street
2.Acharapakkam, Ward 15 veeranam salai
3.Acharapakkam, Ward 14 Ravathanallur village 1st Street
4.Acharapakkam, Ward 14 Ravathanallur village 2nd St
5.Acharapakkam, Ward 14 Ravathanallur colony first st
6.Acharapakkam, Ward 14 Ravathanallur village colony 2nd St
7.Acharapakkam, Ward 14 Ravathanallur village main salai
8.Acharapakkam, Ward 14 Ravathanallur village VIP nagar 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,18.315018315018314
223,Panchayat Union Middle School unamalai South Facing Room 2,"1.Unamalai (P) And (R.V), Ward 2 Unamalai Thozhilalar veethi
2.Unamalai (P) And (R.V), Ward 2 Thozhilalar Veethi cross st
3.Unamalai (P) And (R.V), Ward 2 Unamalai palla st
4.Unamalai (P) And (R.V), Ward 2 Unamalai kullakarai st
5.Unamalai (P) And (R.V), Ward 2 Unamalaiperumal koil st
6.Unamalai (P) And (R.V), Ward 3 Thoppu st north veethy
7.Unamalai (P) And (R.V), Ward 3 Vinayagar koil st
8.Unamalai (P) And (R.V), Ward 3 School St
9.Unamalai (P) & Sirunagalur (R.V), Ward 3 Mettu Unamalai colony
10.Unamalai (P) & Sirunagalur (R.V), Ward 3 Kothandaramar koil st
11.Unamalai (P) & Sirunagalur (R.V), Ward 3 Mariamman koil st
12.Unamalai (P) & Sirunagalur (R.V), Ward 3 Vinayagar koil st 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,14.779270633397312
225,Panchayat Union Primary School Pakkam North Facing,"1.Thathangkuppam, Ward 1 pillaiyar koil street
2.Thathangkuppam, Ward 1 Bajanai Koil Street
3.Thathangkuppam, Ward 1 south street
4.Pakkam (P) And (R.V), Ward 2 Bajanai Koil Steet
5.Pakkam (P) And (R.V), Ward 2 Nadu Street
6.Pakkam (P) And (R.V), Ward 2 South Street
7.Pakkam (P) And (R.V), Ward 2 Mariamman Koil Street 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,19.1358024691358
228,"VM Matriculation School, Iyyanar Koil Silavattam East Facing Room 3","1.Silavattam (P) And (R.V), Ward 1 Kaligner Colony G S T Road
2.Silavattam (P) And (R.V), Ward 1 Kaligner Colony First North St
3.Silavattam (P) And (R.V), Ward 1 Kaligner Colony First South St
4.Silavattam (P) And (R.V), Ward 1 Kaligner Colony 2nd North St
5.Silavattam (P) And (R.V), Ward 1 Kaligner Colony 2nd South St
6.Silavattam (P) And (R.V), Ward 1 Kaligner Colony 3rd North St
7.Silavattam (P) And (R.V), Ward 1 Kaligner Colony Nadu St
8.Silavattam (P) And (R.V), Ward 1 Kaligner Colony 4th North St
9.Silavattam (P) And (R.V), Ward Kaligner Colony Old Colony First St
10.Silavattam (P) And (R.V), Ward 1 Old Colony 2nd St
11.Silavattam (P) And (R.V), Ward 1 Kaligner Colony E V P College Back Side
12.Silavattam (P) And (R.V), Ward 1 MaleSilavattam Krishnan Koil St
13.Silavattam (P) And (R.V), Ward 1 MaleSilavattam Earikarai St
14.Silavattam (P) And (R.V), Ward 1 MaleSilavattam Arasamara Kulakkarai St 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,10.040160642570282
230,Panchayat Union Middle School Silavattam East facing South side,"1.Silavattam (P) And (R.V), Ward 3 Silavattam Mariamman Koil St
2.Silavattam (P) And (R.V), Ward 3 silavattam bajanai koil st
3.Silavattam (P) And (R.V), Ward 3 Bajanai Koil Cross St
4.Silavattam (P) And (R.V), Ward 3 Silavattam Murugan Koil St
5.Silavattam (P) And (R.V), Ward 3 Silavattam SRG Veethi
6.Silavattam (P) And (R.V), Ward 3 Silavattam Murugar Koil St
7.Silavattam (P) And (R.V), Ward 3 Silavattam Kozhi Pannai
8.Silavattam (P) And (R.V), Ward 3 Silavattam School St
9.Silavattam (P) And (R.V), Ward 3 Chinna Colony 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,16.34980988593156
231,V.K.M. High school Villvarayanallur North Facing,"1.Vilvarayannallur (P) And (R.V), Ward 1 govitharajpuram Vinayagar koil St
2.Vilvarayannallur (P) And (R.V), Ward 1 Vilvarayanallur Main Road
3.Vilvarayannallur (P) And (R.V), Ward 1 muthumariamman koil st
4.Vilvarayannallur (P) And (R.V), Ward 2 Vanniyar St
5.Vilvarayannallur (P) And (R.V), Ward 2 Othavadai St
6.Vilvarayannallur (P) And (R.V), Ward 2 Pillaiyar Koil St
7.Vilvarayannallur (P) And (R.V), Ward 2 Bajanai Koil St
8.Vilvarayannallur (P) And (R.V), Ward 2 Padaveduamman Koil St
9.Vilvarayannallur (P) And (R.V), Ward 2 bramanar st 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,12.297426120114395
235,"Panchayat union primary school, Kendiracherry North Facing East side","1.Sirunallur (P) And (R.V), Ward 3 gendiracheri south colony
2.Sirunallur (P) And (R.V), Ward 3 Gendiracheri Colony Thideer Nagar
3.Sirunallur (P) And (R.V), Ward 3 Madura Mudugarai Choonambedu
4.Sirunallur (P) And (R.V), Ward 3 Madura Mudugarai Big St
5.Sirunallur (P) And (R.V), Ward 3 Mudugarai Erikarai Quarters 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,14.446227929373997
236,Panchayat union Middle school East Facing Mudukarai,"1.Sirunallur (P) And (R.V), Ward 2 colony st
2.Sirunallur (P) And (R.V), Ward 2 kannagi st
3.Sirunallur (P) And (R.V), Ward 2 Mootha Mettu St
4.Sirunallur (P) And (R.V), Ward 3 Malliga St
5.Sirunallur (P) And (R.V), Ward 3 Ponniamman Koil St
6.Sirunallur (P) And (R.V), Ward 3 Nadu St
7.Sirunallur (P) And (R.V), Ward 3 Keezhandai St 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,21.324245374878288
237,Panchayat union primary school Gendirachary North Facing Room 5,"1.Kendiracherry (P) And (R.V), Ward 1 mariamman koil st
2.Kendiracherry (P) And (R.V), Ward 1 Mariamman Koil Cross St
3.Kendiracherry (P) And (R.V), Ward 1 Pillaiyar Koil St
4.Kendiracherry (P) And (R.V), Ward 1 North Colony Mariamman Koil St
5.Kendiracherry (P) And (R.V), Ward 1 North Colony Mariamman Koil St 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,10.087719298245613
238,Panchayat Union Middle school Arunkunam North Facing,"1.Arunkunam (P) And (R.V), Ward 1 arunkunam road
2.Arunkunam (P) And (R.V), Ward 1 Mariyamman Koil St
3.Arunkunam (P) And (R.V), Ward 1 Melkulakkarai St
4.Arunkunam (P) And (R.V), Ward 1 north st
5.Arunkunam (P) And (R.V), Ward 1 Nadu St
6.Arunkunam (P) And (R.V), Ward 3 Bramanar St
7.Arunkunam (P) And (R.V), Ward 3 South St
8.Arunkunam (P) And (R.V), Ward 3 Yearikari St
9.Arunkunam (P) And (R.V), Ward 1 Puliyaranang kottai Road
10.Arunkunam (P) And (R.V), Ward 3 Meatu St 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,14.300518134715027
241,Panchayat Union Middle School West facing Munnuthikuppam,"1.Munnuthikuppam (P) And (R.V), Ward3 munnuthikuppam vinayagar
2.Munnuthikuppam (P) And (R.V), Ward3 Mariyamman Koil Street
3.Munnuthikuppam (P) And (R.V), Ward3 Middle Street
4.Munnuthikuppam (P) And (R.V), Ward3 Erikarai Street
5.Munnuthikuppam (P) And (R.V), Ward3 Veeranam Road
6.Munnuthikuppam (P) And (R.V), Ward3 Veeranam South Road
7.Munnuthikuppam (P) And (R.V), Ward3 Ellamman Koil Street
8.Munnuthikuppam (P) And (R.V), Ward3 Veeranam North Road
9.Munnuthikuppam (P) And (R.V), Ward4 mulli village
10.Munnuthikuppam (P) And (R.V), Ward4 Mulli Colony
11.Munnuthikuppam (P) And (R.V), Ward5 Vallarpirai Colony 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,8.689248895434462
246,"Government (Adi-Dravidar Welfare) Middle School Devathur, SSA Building, North Facing East Side","1.Devathudam (P) And (R.V), Ward 1 Pillaiyar Koil St
2.Devathudam (P) And (R.V), Ward Kutturavu Bank St
3.Devathudam (P) And (R.V), Ward O,H,T, Road
4.Devathudam (P) And (R.V), Ward 1 Kulakkarak St
5.Devathudam (P) And (R.V), Ward 1 Cheailliyamman Koil St
6.Devathudam (P) And (R.V), Ward 1 Thaichu Main Road
7.Devathudam (P) And (R.V), Ward 1 Grama East St
8.Devathudam (P) And (R.V), Ward 1 South St
9.Devathudam (P) And (R.V), Ward 1 Grama Cross St
10.Devathudam (P) And (R.V), Ward 1 Pillaiyar Koil St
11.Devathudam (P) And (R.V), Ward 1 Grama Medil St
12.Devathudam (P) And (R.V), Ward 1 Mariyamman Koil St
13.Devathudam (P) And (R.V), Ward 1 North St
14.Devathudam (P) And (R.V), Ward 2 Colany Palvadi St 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,19.67871485943775
251,Panchayat union primary school Puliyaranikottai East Facing South Side,"1.Puliyaranan Kottai (P) And (R.V), Ward 1 Mariyamman Koil St
2.Puliyaranan Kottai (P) And (R.V), Ward 1 perumal koil st
3.Puliyaranan Kottai (P) And (R.V), Ward 1 Madha Koil St
4.Puliyaranan Kottai (P) And (R.V), Ward 1 Pillaiyar Koil St
5.Puliyaranan Kottai (P) And (R.V), Ward 1 Mariyamman Koil St
6.Puliyaranan Kottai (P) And (R.V), Ward 2 Medil St
7.Puliyaranan Kottai (P) And (R.V), Ward 2 Anna Nagar St 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,16.310679611650485
270,Village Service Centre Zamin Budur South Facing,"1.Jameenbudur (P) And (R.V), Ward 1 melandai 1st st
2.Jameenbudur (P) And (R.V), Ward 1 North Kulakkarai St
3.Jameenbudur (P) And (R.V), Ward 1 East Kullakkarai St
4.Jameenbudur (P) And (R.V), Ward 1 Bankala St
5.Jameenbudur (P) And (R.V), Ward 1 Kizh St
6.Jameenbudur (P) And (R.V), Ward 1 Kizhpudur Pradhana St
7.Jameenbudur (P) And (R.V), Ward 1 Lillivakkam Salai
8.Jameenbudur (P) And (R.V), Ward 1 Colany Mariyamman Koil St
9.Jameenbudur (P) And (R.V), Ward 1 Colany Kizh St 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,14.878892733564014
275,A.D.Nala Primary school Vetoor North facing,"1.Vatoor, Ward 3 Guruvathanmedu Thodakkap Pailli
2.Vatoor, Ward 3 Anjalaiyamman Koil St
3.Vatoor, Ward 2 vatoor pradhana salai
4.Vatoor, Ward 2 Muthalamman Koil St
5.Vatoor, Ward 1 Doctor Ambathkar St
6.Vatoor, Ward 1 Dictor Ambathkar 2nd St
7.Vatoor, Ward 2 Vatoor Kankaiyamman Koil St 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,12.982998454404946
278,"Panchayat Union Primary School, Chithamur South Facing","1.Netrampakkam (P) And (R.V), Ward 1 Kollampakkam 14th St
2.Netrampakkam (P) And (R.V), Ward 1 Kollampakkam 15th St
3.Netrampakkam (P) And (R.V), Ward 2 Pillayar Koil St
4.Netrampakkam (P) And (R.V), Ward 2 Perumal Koil St
5.Netrampakkam (P) And (R.V), Ward 2 Chithamur Cross St
6.Netrampakkam (P) And (R.V), Ward 2 Pazhaya Main Road
7.Netrampakkam (P) And (R.V), Ward 2 School St
8.Netrampakkam (P) And (R.V), Ward 2 chithamur 21st st
9.Netrampakkam (P) And (R.V), Ward 2 Chithmur 23th St
10.Netrampakkam (P) And (R.V), Ward 2 Chithamur 24th St
11.Netrampakkam (P) And (R.V), Ward 2 Chithmur 25th St
12.Netrampakkam (P) And (R.V), Ward 2 New Main Road
13.Netrampakkam (P) And (R.V), Ward 2 Assefa School St
14.Netrampakkam (P) And (R.V), Ward 1 Netrampakkam Salai 999.Overseas Electors",All India Anna Dravida Munnetra Kazhagam,18.019801980198018
