Label,Total_Votes,Share_Percentage
DMK,71564,39.096610650991
TVK,66350,36.2481152072726
BJP,33665,18.3917528026048
NTK,9676,5.28616070453006
IND,700,0.38242171281222
AIPTMK,437,0.238740412141343
PMTDK,320,0.174821354428443
TAVAK,236,0.128930748890977
NIP,96,0.052446406328533
