Serial No. Of Polling Station,Location and Name of Building in which Polling Station located,Polling Area,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Percentage
140,"Anganwadi Centre, RI Office Back Side, Kodangipatti","1.Kodangipatti (R.V) And (P), Ward-2  Veerapandi Road
2.Kodangipatti (R.V) And (P), Ward-2  Munusamy Kovil Street
3.Kodangipatti (R.V) And (P), Ward-2  Rajiv Gandhi Street
4.Kodangipatti (R.V) And (P), Ward-2  Sadayandi Kovil Street
5.Kodangipatti (R.V) And (P), Ward-1 Chellayamman Kovil Street
6.Kodangipatti (R.V) And (P), Ward-1 Guna Seelan Kadai Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,259,203,9.076175040518638
142,"S.K.L. Middle School , New Building Western Side, Kodangipatti","1.KodangipattI (R.V) And (P), Ward-2 Maniyakarar Pillai Street
2.KodangipattI (R.V) And (P), Ward-2 Thoppakkammal Kovil Street
3.KodangipattI (R.V) And (P), Ward-2 Main Street
4.KodangipattI (R.V) And (P), Ward-2 Thiilainayagam Pillai Street
5.KodangipattI (R.V) And (P), Ward-2 Mandu  Kovil Street
6.KodangipattI (R.V) And (P), Ward-2 Subramaniyar Kovil Street
7.KodangipattI (R.V) And (P), Ward-2 Ramar Kadai  Lane
8.KodangipattI (R.V) And (P), Ward-2 Main  Bazar
9.KodangipattI (R.V) And (P), Ward-3 Sadayandi Kovil Street East
10.KodangipattI (R.V) And (P), Ward-3 East Street
11.KodangipattI (R.V) And (P), Ward-3 Sadayandi Kovil Street  South
12.KodangipattI (R.V) And (P), Ward-3 S.K.L. School Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,301,211,11.936339522546419
144,"Panchayat Union Ele. School , North Block, Western Side, Kodangipatti","1.Kodangipatti (R.V) And (P), Ward-4 Main Bazar
2.Kodangipatti (R.V) And (P), Ward-4 Post Office  Street
3.Kodangipatti (R.V) And (P), Ward-4 Middle Street
4.Kodangipatti (R.V) And (P), Ward-4 South Street
5.Kodangipatti (R.V) And (P), Ward-4 Sadayalpatti Road
6.Kodangipatti (R.V) And (P), Ward-1 Otha Veedu
7.Kodangipatti (R.V) And (P), Ward-1 ThieerthaThotti
8.Kodangipatti (R.V) And (P), Ward-1 Thoppu Patti
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,297,245,7.192254495159059
145,"Panchayat Union Ele. School, South Side, Kodangipatti","1.Kodangipatti (R.V) And (P), Ward-4 Main Bazar
2.Kodangipatti (R.V) And (P), Ward-4 Middle Street
3.Kodangipatti (R.V) And (P), Ward-4 Sowdamman Kovil Street
4.Kodangipatti (R.V) And (P), Ward-4 Middle  Street
5.Kodangipatti (R.V) And (P), Ward-4 Nayudu  Street
6.Kodangipatti (R.V) And (P), Ward-4 South Street
7.Kodangipatti (R.V) And (P), Ward-4 Ponraj Pillai Street
8.Kodangipatti (R.V) And (P), Ward-4 Ayyappan Kovil Street
9.Kodangipatti (R.V) And (P), Ward-4 Sadalpatti Road
10.Kodangipatti (R.V) And (P), Ward-4 South Street
11.Kodangipatti (R.V) And (P), Ward-5 Perumal Kovil Street
12.Kodangipatti (R.V) And (P), Ward-5 Sadayal Patti Road
13.Kodangipatti (R.V) And (P), Ward-5 West Street
14.Kodangipatti (R.V) And (P), Ward-5 Ayyappan  Kovil Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,407,253,16.365568544102018
147,"Pachaiyappa High School,New Building, East Room, Uppukottai","1.Uppukottai (R.V) And (P), Ward-3 Thalaivar Street
2.Uppukottai (R.V) And (P), Ward-3 Savadi Street
3.Uppukottai (R.V) And (P), Ward-3 Balu Street
4.Uppukottai (R.V) And (P), Ward-3 Savadi Cross Street
5.Uppukottai (R.V) And (P), Ward-3 Neppoliyan Street
6.Uppukottai (R.V) And (P), Ward-3 Bank Street
7.Uppukottai (R.V) And (P), Ward-3 Pillaimar Street
8.Uppukottai (R.V) And (P), Ward-3 Sathiram Street
9.Uppukottai (R.V) And (P), Ward-3 Kadai Veethi
10.Uppukottai (R.V) And (P), Ward-3 K.V.P. Street
11.Uppukottai (R.V) And (P), Ward-3 Ricemill Street
12.Uppukottai (R.V) And (P), Ward-4 Nayaickar Savadi Street
13.Uppukottai (R.V) And (P), Ward-4 Pangaru Street
14.Uppukottai (R.V) And (P), Ward-4 Rajaiah  Street
15.Uppukottai (R.V) And (P), Ward-4 Srinevasan Street
16.Uppukottai (R.V) And (P), Ward-4 Aasari Street 1
17.Uppukottai (R.V) And (P), Ward-4 Thalaiyari Street
18.Uppukottai (R.V) And (P), Ward-4 V.M. Street
19.Uppukottai (R.V) And (P), Ward-4 S.T. Street
20.Uppukottai (R.V) And (P), Ward-4 Main Street
21.Uppukottai (R.V) And (P), Ward-4 Cross Street
22.Uppukottai (R.V) And (P), Ward-4 Patchaiyappa Primary School Street
23.Uppukottai (R.V) And (P), Ward-4 Aasari Street-2
24.Uppukottai (R.V) And (P), Ward-4 Kona  Street
25.Uppukottai (R.V) And (P), Ward-4 Perumal Kovil Back Side
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,386,286,11.22334455667789
174,"Govt. Hr. Sec. School,North Side, South Facing Room, Sillamarathupatti","1.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-1 Patel Street
2.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-2 Aasath Street
3.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-2 Amman Sannathi Street
4.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-2 Patel Street
5.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-2 Gandhiji Street
6.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-2 Rajanbabu Street
7.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-2 Bathirakaliamman Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,305,213,12.976022566995768
175,"Govt. Hr. Sec. School , Additional Building, North Builidng Sillamarathupatti","1.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-1 Soundravel Street Kasthuribay Road
2.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-2 Rajanbabu Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,261,259,0.3076923076923077
180,"Panchayat Union Ele. School, Eastern Building, South Side, Sillamarathupatti","1.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-4  Dr.Radhakrishnan Street
2.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-5 Suruliyappan Street
3.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-5 Thathappa Swamy Kovil Street
4.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-5 P.C.Colony
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,266,163,17.024793388429753
181,"Panchayat Union Ele. School,Northern Side,
New Building, East Room Sillamarathupatti","1.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-5 New Colony
2.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-5 Bodi-Thevaram Road Uppar Street
3.B.Ammapatti (R.V), Sillamarathupatti (P), Ward-5 Bodi-Thevaram Road  Keelatheru Kasthuribai
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,307,219,11.989100817438691
182,"Panchayat Union Ele. School, West Block, North Side, Silamalai","1.Silamalai (R.V) And (P), Ward-1 New Colony
2.Silamalai (R.V) And (P), Ward-1 Mangammal Salai
3.Silamalai (R.V) And (P), Ward-1 Middle Colony North
4.Silamalai (R.V) And (P), Ward-1 Middle Colony East Street
5.Silamalai (R.V) And (P), Ward-1 Middle Colony - South
6.Silamalai (R.V) And (P), Ward-1 D.S.P. Colony
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,392,351,4.284221525600835
188,"Panchayat Union Ele. School,West Face South Building, North Side, Silamalai","1.Silamalai (R.V) And (P), Ward-3 Kaliamman Kovil Street
2.Silamalai (R.V) And (P), Ward-3 Kaliamman Kovil South Street
3.Silamalai (R.V) And (P), Ward-3 Middle Street
4.Silamalai (R.V) And (P), Ward-3 Arasamara Street-1
5.Silamalai (R.V) And (P), Ward-3 Arasamara Street-2
6.Silamalai (R.V) And (P), Ward-3 Nadar Street
7.Silamalai (R.V) And (P), Ward-3 Theppam
8.Silamalai (R.V) And (P), Ward-3 Co-Operative Street
9.Silamalai (R.V) And (P), Ward-3 South Street
10.Silamalai (R.V) And (P), Ward-3 Nattanmaikarar Street
11.Silamalai (R.V) And (P), Ward-3 Library Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,204,157,9.4
191,"Panchayat Union Middle School , B.Maniyampatti","1.Rasingapuram (R.V), B.Maniyampatti (P), Ward-1 Ondiveerappasami Kovil Street
2.Rasingapuram (R.V), B.Maniyampatti (P), Ward-1 School Street Middle Street
3.Rasingapuram (R.V), B.Maniyampatti (P), Ward-1 Asari Street
4.Rasingapuram (R.V), B.Maniyampatti (P), Ward-2 West Street
5.Rasingapuram (R.V), B.Maniyampatti (P), Ward-2 North Street - Vannar Street
6.Rasingapuram (R.V), B.Maniyampatti (P), Ward-3 Boyar Street
7.Rasingapuram (R.V), B.Maniyampatti (P), Ward-3 Harijana Colony
8.Rasingapuram (R.V), B.Maniyampatti (P), Ward-3 Panchayat Union Office Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,364,253,13.120567375886525
218,"Palaniyappa Vidyalayam, North Side,West portion  Palanichettipatti","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-5 Big Street
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-6 T.P.Natarajan Street
3.Veerapandi (R.V), Palanichettipatti (T.P), Ward-6 Subbiramaniya Bharathi Street
4.Veerapandi (R.V), Palanichettipatti (T.P), Ward-5 Middle Street
5.Veerapandi (R.V), Palanichettipatti (T.P), Ward-5 Mahatma Gandhi Street
6.Veerapandi (R.V), Palanichettipatti (T.P), Ward-6 Periyakulam Kumuli Road
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,310,241,9.759547383309759
219,"Palaniyappa Vidyalayam, South side, West Portion Palanichettipatti,","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-7 Mothilal Street
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-7 Kamala Nehru Street
3.Veerapandi (R.V), Palanichettipatti (T.P), Ward-15 South Jekanathapuram
4.Veerapandi (R.V), Palanichettipatti (T.P), Ward-7  Sanjay Gandhi Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,310,128,33.27239488117002
220,"Palaniyappa Vidyalayam, North Side, Eastern Block Eastern Way, Palanichettipatti.","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-1 Mariyamman kovil Street
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-1&2 Javagar Nagar
3.Veerapandi (R.V), Palanichettipatti (T.P), Ward-1 Palaniyappan Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,303,178,21.968365553602812
221,"Palaniyappa Vidyalayam, South Side, South Block South Way, Palanichettipatti.","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-3 Thanthay Periyar Street
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-3 Mullai Nagar
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,228,121,25.11737089201878
222,"Palaniyappa Vidyalayam, North Building, Room No. 3 Palanichettipatti.","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-3 Vasuki Colony
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-3 Periyakulam Kumuli Road
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,190,142,10.50328227571116
223,"Palaniyappa Vidyalayam,  South Block Middle Room, Palanichettipatti.","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-3 Lalbahadursastri Street
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-11 Sathiyamoorthi Street
3.Veerapandi (R.V), Palanichettipatti (T.P), Ward-4 South Street
4.Veerapandi (R.V), Palanichettipatti (T.P), Ward-4 Bagavathsing Street
5.Veerapandi (R.V), Palanichettipatti (T.P), Ward-3 Soudeswari Nagar
6.Veerapandi (R.V), Palanichettipatti (T.P), Ward-1 Ambethkar Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,178,133,11.658031088082902
224,"Palaniyappa Memorial Higher Secondary School,East Side, South Building South Portion, B-Block,  Room No.6, Palanichettipatti","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-7 Ganthariamman Street
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-7 Thilagar Street
3.Veerapandi (R.V), Palanichettipatti (T.P), Ward-8 Vanchi Nathan Street
4.Veerapandi (R.V), Palanichettipatti (T.P), Katapomman Street
5.Veerapandi (R.V), Palanichettipatti (T.P), Ward-8 Oomaithurai Street
6.Veerapandi (R.V), Palanichettipatti (T.P), Ward-8 O.H.T Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,424,299,14.351320321469574
225,"Palaniyappa Memorial Higher Secondary School,South West Building, Room No.3, Palanichettipatti","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-8 Subramaniya Siva Street-1
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,311,221,13.93188854489164
226,"Palaniyappa Memorial Higher Secondary School,North Block 2nd Room, Palanichettipatti","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-8 Subramaniya Siva Street-2
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-8 Arasu nagar
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,251,162,17.248062015503876
227,"Palaniyappa Memorial Hr. Sec. School, North Block, Room No.14, Palanichettipatti","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-9 Kamatchiyamman Kovil Street
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-9 Kamarajar Street
3.Veerapandi (R.V), Palanichettipatti (T.P), Ward-9 Kakkanji Street
4.Veerapandi (R.V), Palanichettipatti (T.P), Ward-9 Veera Sivaji Street
5.Veerapandi (R.V), Palanichettipatti (T.P), Ward-9 Maruthupandiyar Street
6.Veerapandi (R.V), Palanichettipatti (T.P), Ward-9 Gurusamy Street
7.Veerapandi (R.V), Palanichettipatti (T.P), Ward-9 Jansirani Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,418,295,14.801444043321299
228,"Palaniyappa Memorial Hr. Sec. School, North Block, Room No.15, Palanichettipatti","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-9 Moodaringar Rajaji Street
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-7 Sanjay Gandhi Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,283,212,11.059190031152648
229,"Palaniyappa Memorial Hr.Sec. School, North Block Eastern Side  Room 15, Gundappan Chettiar Memorial Room, Palanichettipatti","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-10 T.B.N Road
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-12 Sugadev Street
3.Veerapandi (R.V), Palanichettipatti (T.P), Ward-11 Rajaji Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,268,181,15.904936014625228
230,"Palaniyappa Memorial Hr.Sec. School, West Face Building, 1st Room from South, Palanichettipatti","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-10 Dr. Rajendiraprasath Street
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-10 Javakarlal Nehru Street
3.Veerapandi (R.V), Palanichettipatti (T.P), Ward-10 Thalaisuruli Street
4.Veerapandi (R.V), Palanichettipatti (T.P), Ward-10 Radhakrishnan Street
5.Veerapandi (R.V), Palanichettipatti (T.P), Ward-11 Sathiyamoorthi Street
6.Veerapandi (R.V), Palanichettipatti (T.P), Ward-10 Annai Indira Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,215,149,14.699331848552339
231,"Palaniyappa Memorial Hr. Sec. School, South Side B.Block, Palanichettipatti.","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-12 Peraringar Anna Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,230,186,8.118081180811808
233,"Palaniyappa Memorial Hr.Sec. School, Room No.10, Palanichettipatti.","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-13 Kumuli Periyakulam Road
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-13 Thiruvalluvar Street
3.Veerapandi (R.V), Palanichettipatti (T.P), Ward-13 Mahathma Gandhi Street
4.Veerapandi (R.V), Palanichettipatti (T.P), Ward-13 N.R.T Street
5.Veerapandi (R.V), Palanichettipatti (T.P), Ward-14 Thirupur Kumaran Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,174,121,13.283208020050125
234,"Palaniyappa Memorial Hr.Sec. School, Room No.11, Palanichettipatti.","1.Veerapandi (R.V), Palanichettipatti (T.P), Ward-14 V.O.Chithambaram Street
2.Veerapandi (R.V), Palanichettipatti (T.P), Ward-15 Poothipuram Road
3.Veerapandi (R.V), Palanichettipatti (T.P), Ward-15 E.B Colony
4.Veerapandi (R.V), Palanichettipatti (T.P), Ward-15 Subaschandrabose Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,207,137,14.83050847457627
243,"Tamil Nadu State Rural Livelihoods Mission, Regional Office,Meeting Hall, North Side, Mullai Nagar, Aranmanaipudur","1.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward-5 C Block Houshing Board
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,177,154,5.348837209302325
244,"Tamil Nadu State Rural Livelihoods Mission, Regional Office,,Meeting Hall, South Side, Mullai Nagar, Aranmanaipudur","1.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward-5 D Block Houshing Board
2.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward-5 L  Block Houshig  Board
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,174,136,9.718670076726342
245,"Village Panchayat Service Centre Building,South Side, Mullainagar, Aranmanaipudur","1.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward-5 M Block Houshig  Board Side-1
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,206,174,6.625258799171843
246,"Village Panchayat Service Centre Building,North  Side, Mullainagar, Aranmanaipudur","1.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward-5 M Block Houshig  Board Side-2
2.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ambedkar Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,190,189,0.1984126984126984
250,"Samuthaya Koodam South Side, Aranmanaipudur","1.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward -1 Vasantha Nagar
2.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward -5 Oodai Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,281,179,15.716486902927581
251,"Panchayat Union Middle School,North Building, Eastern Portion, Aranmanaipudur","1.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward-2 Kakkanji Street
2.Kuduvilarpatti (R.V), Aranmanaipudur (P), Kaliyamman Kovil Street
3.Kuduvilarpatti (R.V), Aranmanaipudur (P), Kannimar kovil Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,415,355,6.036217303822937
252,"Panchayat Union Middle School, North Building, Central Zone, Aranmanaipudur","1.Kuduvilarpatti (R.V), Aranmanaipudur (P), Middle Street
2.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward-5  Primary Health Centre Street
3.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward-2 Ambedkar Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,187,173,2.9598308668076108
253,"Samuthaya Koodam North Side, Aranmanaipudur","1.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward-5 Vayalpatti Road
2.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward-5 Harijana colony Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,214,126,17.706237424547282
260,"Panchayat Union Ele. School, New Building North Side, Veerapandi","1.Veerapandi (R.V) And (T.P), Ward-15 Kumuli Road
2.Veerapandi (R.V) And (T.P), Ward-15 Sannathi Street
3.Veerapandi (R.V) And (T.P), Ward-15 New Police Colony
4.Veerapandi (R.V) And (T.P), Ward-14 South Mariyamman Kovil Street
5.Veerapandi (R.V) And (T.P), Ward-15 Chettiyar Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,355,304,5.8891454965357966
263,"Panchayat Union Ele. School, North Building, Veerapandi","1.Veerapandi (R.V) And (T.P), Ward-11 Salimara Street
2.Veerapandi (R.V) And (T.P), Ward-10 Sakkilier Street
3.Veerapandi (R.V) And (T.P), Ward-10 Harijana Hamparent Tree Line-1
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,285,285,0.0
265,"Gandhiji Govt. Middle School, North Side Western Block, Vayalpatti","1.Veerapandi (R.V) And (T.P), Ward-8&9 Vayalpatti North Street
2.Veerapandi (R.V) And (T.P), Ward-9 Kulalar Street
3.Veerapandi (R.V) And (T.P), Ward-9 Chinnasami chettiyar Street
4.Veerapandi (R.V) And (T.P), Ward-9 Indira Nagar
5.Veerapandi (R.V) And (T.P), Ward-8 West Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,198,182,2.9250457038391224
268,"Panchayat Union Middle School, Western Buliding South Block, Muthuthevanpatti","1.Veerapandi (R.V), Muthuthevanpatti (P), Ward-5&6 Muthuthevanpatti main road
2.Veerapandi (R.V), Muthuthevanpatti (P), Ward-5 Harijana Main Road
3.Veerapandi (R.V), Muthuthevanpatti (P), Ward-6 Bojaraj Mill Colony
4.Veerapandi (R.V), Muthuthevanpatti (P), Ward-6 Big River Bank Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,291,251,5.326231691078561
271,"Govt. Kallar Middle School,, Western Buliding, South Block, Mariamman Kovilpatti","1.Veerapandi (R.V), Muthuthevanpatti (P), Ward-3 Mariamman Kovilpatti Main Road
2.Veerapandi (R.V), Muthuthevanpatti (P), Ward-4 Goundar North Street
3.Veerapandi (R.V), Muthuthevanpatti (P), Ward-4 Goundar South Street
4.Veerapandi (R.V), Muthuthevanpatti (P), Ward-3 Thevar East Street
5.Veerapandi (R.V), Muthuthevanpatti (P), Ward-3 Periyakaruppathevar Street
6.Veerapandi (R.V), Muthuthevanpatti (P), Ward-3 Thevar West Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,390,323,7.461024498886415
273,"Anganwadi Centre No. 313, North Building, West Side, Mariamman Kovilpatti.","1.Veerapandi (R.V), Muthuthevanpatti (P), Ward-3 R.M.T.C Colony
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,330,284,6.117021276595745
275,"Amaravathi Middle School, North Building, Thiruchenthur","1.Veerapandi (R.V), Muthuthevanpatti (P), Ward-1 Thirunagar Colony
2.Veerapandi (R.V), Muthuthevanpatti (P), Ward-2 Main Road
3.Veerapandi (R.V), Muthuthevanpatti (P), Ward-1 Thirusandur Thevar Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,361,236,15.762925598991174
276,"Panchayat Union Middle School, South Side Second Building  From East, Upparpatti","1.Upparpatti (R.V) And (P), Ward-1 Main Road
2.Upparpatti (R.V) And (P), Ward-1 Manthaiamman Kovil Street
3.Upparpatti (R.V) And (P), Ward-1 Ponnagar
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,229,221,1.2618296529968454
277,"Panchayat Union Middle School, South Side 4th Building  From East, Upparpatti.","1.Upparpatti (R.V) And (P), Ward-1 South Street
2.Upparpatti (R.V) And (P), Ward-1 West Street
3.Upparpatti (R.V) And (P), Ward-1 East Street
4.Upparpatti (R.V) And (P), Ward-2 Kammtchiyamman Kovil Street
5.Upparpatti (R.V) And (P), Ward-2 Perumal Kovil Street
6.Upparpatti (R.V) And (P), Ward-1 Middle Street
7.Upparpatti (R.V) And (P), Ward-3 Pillaiyar Kovil Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,248,234,2.06794682422452
283,"Sri Rengaraja Guruvappa Govt. High School
, Main Building Eastern Block, Srirengapuram","1.Thadichery (R.V), Shrirangapuram (P), Ward-1 North Street
2.Thadichery (R.V), Shrirangapuram (P), Ward-2 Pilaiyar Kovil Street
3.Thadichery (R.V), Shrirangapuram (P), Ward-4 Oodai Street
4.Thadichery (R.V), Shrirangapuram (P), Ward-4 V.C Puram Street
5.Thadichery (R.V), Shrirangapuram (P), Ward-4  East Colony
6.Thadichery (R.V), Shrirangapuram (P), Ward-5 Nallasivan Kovil Street
7.Thadichery (R.V), Shrirangapuram (P), Ward-5 Harijana Colony
8.Thadichery (R.V), Shrirangapuram (P), Ward-3 Society Street
9.Thadichery (R.V), Shrirangapuram (P), Ward-3 Vetirinary Hospital Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,377,238,16.78743961352657
294,"Panchayat Union Middle School, South Building, Kattunayakkanpatti","1.Poomalaikundu (R.V), Kattunayakkanpatti (P), Ward-4 Mallaiyakoundanpatti Pillayar Kovil Street
2.Poomalaikundu (R.V), Kattunayakkanpatti (P), Ward-4 West Street
3.Poomalaikundu (R.V), Kattunayakkanpatti (P), Ward-5 North Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,268,210,9.119496855345911
300,"Panchayat Union Ele. School,West Building, North Side, Kottur","1.Kottur (R.V) And (P), Aasari Street
2.Kottur (R.V) And (P), Masuthi Street
3.Kottur (R.V) And (P), V.M.Savadi Street
4.Kottur (R.V) And (P), Panchayat Union School Street
5.Kottur (R.V) And (P), Darmapuri Main Road
6.Kottur (R.V) And (P), S.P.S Colony
7.Kottur (R.V) And (P), Kumuli Road
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,234,216,3.169014084507042
301,"Govt.Higher Sec. School,Main Gate Near, Center South Side, Building, Kottur","1.Kottur (R.V) And (P), R.C Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,311,238,11.947626841243862
310,"Bharathi Middle School, South Building, Seelayaimpatti","1.Seelaiyampatti (R.V) And (P), Ward-3 Seelayaimpatti Muthalamman Kovil Street
2.Seelaiyampatti (R.V) And (P), Ward-3 Iyyar Street
3.Seelaiyampatti (R.V) And (P), Ward-3 Nattamai Street
4.Seelaiyampatti (R.V) And (P), Ward-3 Bharathi School Street
5.Seelaiyampatti (R.V) And (P), Ward-3  West Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,240,149,17.46641074856046
311,"Hindui Middle School, Eastern Side Near Office Room Seelayaimpatti","1.Seelaiyampatti (R.V) And (P), Ward-5 Seelayampatti Kanthasami Chetiyar Street
2.Seelaiyampatti (R.V) And (P), Ward-5 Sundalkarar Street
3.Seelaiyampatti (R.V) And (P), Ward-5 Main road
4.Seelaiyampatti (R.V) And (P), Ward-5 Kutchanur Road
5.Seelaiyampatti (R.V) And (P), Ward-5 Pillaiyar Compound
6.Seelaiyampatti (R.V) And (P), Ward-5 Chettiyar Savadi Street
7.Seelaiyampatti (R.V) And (P), Ward-5 Vellaipandi Street
8.Seelaiyampatti (R.V) And (P), Ward-5 Sabapathi Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,325,144,28.593996840442337
312,"Hindui Middle School, Western Side Near Water Tank Seelayaimpatti","1.Seelaiyampatti (R.V) And (P), Ward-5 South Vannar Street
2.Seelaiyampatti (R.V) And (P), Ward-2 Chettiyar Street
3.Seelaiyampatti (R.V) And (P), Ward-2 Poosari Street
4.Seelaiyampatti (R.V) And (P), Ward-2 Hindu School Street
999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,275,104,33.33333333333333
