Serial No. Of Polling Station,Location and Name of Building in which Polling Station located,Polling Area,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Percentage
217,"Panchayat Union Ele. School, North Side,
S.Dharmathupatti","1.Sangarapuram (R.V) And (P), Ward-5 S.Dharmathupatti
2.Sangarapuram (R.V) And (P), Ward-5 Colony
3.Sangarapuram (R.V) And (P), Ward-6 Vemba Kottai
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,375,187,25.474254742547426
240,"Govt. Hr. Sec. School   , Nabord Building, North Side, Koduvilarpatti","1.Koduvilarpatti (R.V) And Koduvilarpatti (P), Ward-4 Sathiyanathapuram
2.Koduvilarpatti (R.V) And Koduvilarpatti (P), Ward-4 Pallapatti
3.Koduvilarpatti (R.V) And Koduvilarpatti (P), Ward-4 Mariyayipatti
4.Koduvilarpatti (R.V) And Koduvilarpatti (P), Ward-4 Mariyayipatti Colony
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,342,178,23.295454545454543
242,"Panchayat Union Elementary School, Eastern Side Kottaipatti","1.Kuduvilarpatti (R.V), Aranmanaipudur (P), Ward-3 Kottaipatti
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,371,213,19.924337957124845
255,"Panchayat Union Middle School, South Buliding, East Side, Nagalapuram","1.Koduvilarpatti (R.V), Nagalapuram (P), Ward-3 Nagalapuram East Street
2.Koduvilarpatti (R.V), Nagalapuram (P), Ward-3 Nagalapuram Middle Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,336,253,9.952038369304557
257,"N.R.Thiyagarajan Memorial Ele. School, North Side Eastern Block, Gopalapuram","1.Kuduvilarpatti (R.V), Nagalapuram (P), Gopalapuram North Street Harijana colony
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,326,213,16.282420749279538
264,"Panchayat Union Ele. School, South Building, Veerapandi","1.Veerapandi (R.V) And (T.P), Ward-10 Harijana Hamparent Tree  Line-2
2.Veerapandi (R.V) And (T.P), Ward-11&13 Big Street
3.Veerapandi (R.V) And (T.P), Ward-11 Velaiya Pillai Line
4.Veerapandi (R.V) And (T.P), Ward-11 Harijana Hamparent Tree Street
5.Veerapandi (R.V) And (T.P), Ward-11 Aandavar Kovil Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,264,201,10.177705977382875
269,"Panchayat Union Middle School, South Building, Muthuthevanpatti","1.Veerapandi (R.V), Muthuthevanpatti (P), Ward-6 New Harijana Colony
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,400,246,20.10443864229765
274,"Tamil Nadu Noonmeals Hall, No
35.Community Hall, Thiruchenthur","1.Veerapandi (R.V), Muthuthevanpatti (P), Ward-2 Bodi Road
2.Veerapandi (R.V), Muthuthevanpatti (P), Ward-1 Amaravathi School Street
3.Veerapandi (R.V), Muthuthevanpatti (P), Ward-1 Gunaseelan Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,486,335,15.631469979296067
278,"Panchayat Union Middle School, Eastern Building, Upparpatti.","1.Upparpatti (R.V) And (P), Ward-3 East Street
2.Upparpatti (R.V) And (P), Ward-3 Balagurunathapuram
3.Upparpatti (R.V) And (P), Ward-4 Harijana Old Street
4.Upparpatti (R.V) And (P), Ward-5 East Street
5.Upparpatti (R.V) And (P), Ward-5 Harijana Colony
6.Upparpatti (R.V) And (P), Thiyakaraja Nagar
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,411,266,16.039823008849556
280,"Panchayat Union Middle School, Eastern
Side, First Building, Thadichery","1.Thadicheri (R.V) And (P), Ward-2 North Street
2.Thadicheri (R.V) And (P), Ward-2 East Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,340,193,19.47019867549669
295,"Panchayat Union Middle School, West Building,East Facing, Kattunayakkanpatti","1.Poomalaikundu (R.V), Kattunayakkanpatti (P), Ward-5 South Street
2.Poomalaikundu (R.V), Kattunayakkanpatti (P), Ward-5 Harijana Colony
3.Poomalaikundu (R.V), Kattunayakkanpatti (P), Ward-2 Kattunayakkanpatti Harijana Colony
4.Poomalaikundu (R.V), Kattunayakkanpatti (P), Ward-2 Harijana Colony North Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,292,191,16.557377049180328
297,"Govt.Higher Sec. School, Southern Side 2nd Room From West, Kottur","1.Kottur (R.V) And (P), Ward-1 Kaliyamman Kovil Street
2.Kottur (R.V) And (P), Ward-1 A.D School Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,292,175,20.56239015817223
298,"Govt.Higher Sec. School, Southern Side 6th Room From West Kottur","1.Kottur (R.V) And (P), Ward-1 Darmapuri Main Road
2.Kottur (R.V) And (P), Ward-1 Veerappa Aiyyanar Kovil Street
3.Kottur (R.V) And (P), Ward-1 Middle School Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,279,162,21.50735294117647
299,"Panchayat Union Ele. School,West Building,South Side, Kottur","1.Kottur (R.V) And (P), Ward-1 Ambedkar Street
2.Kottur (R.V) And (P), Ward-1 Chellaie Kovil Street
3.Kottur (R.V) And (P), Ward-1 Rice Mill Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,425,318,11.542610571736784
302,"Govt.Higher Sec. School, Northern Side 2nd Room From West (Near Auditorium) Kottur","1.Kottur (R.V) And (P), Arunthathiyar Street
2.Kottur (R.V) And (P), Dodi Street
3.Kottur (R.V) And (P), Ambedkar Street
4.Kottur (R.V) And (P), Mudakkuth Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,282,192,16.014234875444842
303,"Govt. Hr. Sec. School, Eastern Side,  1St Block From South Kottur","1.Kottur (R.V) And (P), Ward-5  Iyyanar Kovil Street
2.Kottur (R.V) And (P), Ward-5  Arrasamarathu Street
3.Kottur (R.V) And (P), Ward-5  Masuthi Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,238,149,17.835671342685373
304,"Govt. Hr. Sec. School, Eastern Side,2nd Block From South Kottur","1.Kottur (R.V) And (P), Ward-5 Seelaikkari Kovil Street
2.Kottur (R.V) And (P), Ward-5  Thankamal Kovil Street
3.Kottur (R.V) And (P), Ward-5  Periya Kovil Street
4.Kottur (R.V) And (P), Ward-5  Post Office Street
5.Kottur (R.V) And (P), Ward-5  Mandukkal Street
6.Kottur (R.V) And (P), Ward-5  Banyan Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,239,166,14.313725490196077
305,"Kambar Middle School, Main Building South Side,  Seelaiyampatti","1.Seelaiyampatti (R.V) And (P), Ward-1 Seelayampatti North Street
2.Seelaiyampatti (R.V) And (P), Ward-1 Veppampatti Road
3.Seelaiyampatti (R.V) And (P), Ward-1 Panchayat Union Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,466,176,34.73053892215569
306,"Kambar Middle School, Main Building North Side,  Seelaiyampatti","1.Seelaiyampatti (R.V) And (P), Ward-1 Arunthathiyar Street
2.Seelaiyampatti (R.V) And (P), Ward-4 Arunthathiyar Street
3.Seelaiyampatti (R.V) And (P), Ward-4 Bagavathiyamman Kovil Street
4.Seelaiyampatti (R.V) And (P), Ward-4 Punchayat Union Street
5.Seelaiyampatti (R.V) And (P), Ward 4 Dobi Line
6.Seelaiyampatti (R.V) And (P), Ward-4 Main Road
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,293,184,18.257956448911223
307,"Kambar Middle School   , Main Building Central Side, Seelaiyampatti.","1.Seelaiyampatti (R.V) And (P), Ward-1 Seelaiyampatti Sappani Kovil Street
2.Seelaiyampatti (R.V) And (P), Ward-2 Kaliyamman Kovil Street
3.Seelaiyampatti (R.V) And (P), Ward-2 Salaipatti 3rd Street
4.Seelaiyampatti (R.V) And (P), Ward-2 Periya Ravuthar Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,312,174,21.263482280431433
308,"Kambar Middle School   , South Building Central Side, Seelaiyampatti.","1.Seelaiyampatti (R.V) And (P), Ward-2 Pallivasal Street
2.Seelaiyampatti (R.V) And (P), Ward-4 Dobi Line
3.Seelaiyampatti (R.V) And (P), Ward-4 Chettiyar Street
4.Seelaiyampatti (R.V) And (P), Ward-4 Vannar Line
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,401,154,39.268680445151034
309,"Bharathi Middle School, Main Building, Seelayaimpatti","1.Seelaiyampatti (R.V) And (P), Ward-3 Bagavathiyamman Kovil Street
2.Seelaiyampatti (R.V) And (P), Ward-5 Ambedkar Colony
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,297,204,13.943028485757122
313,"Govt. Hr.Sec. School, South Side Eastern Block Building, Dharmapuri","1.Poomalaikundu (R.V), Dharmapuri (P), Ward-1 Dharmapuri East Street
2.Poomalaikundu (R.V), Dharmapuri (P), Ward-1 Main Road
3.Poomalaikundu (R.V), Dharmapuri (P), Ward-1 South Street
4.Poomalaikundu (R.V), Dharmapuri (P), Ward-1 West Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,527,300,23.79454926624738
314,"Govt. Hr.Sec. School, South Side Western Block Building, Dharmapuri","1.Poomalaikundu (R.V), Dharmapuri (P), Ward-2 Ration Shop Street
2.Poomalaikundu (R.V), Dharmapuri (P), Ward-2 Sillari Oodai Street
3.Poomalaikundu (R.V), Dharmapuri (P), Ward-2 Kannadikkararar Street
4.Poomalaikundu (R.V), Dharmapuri (P), Ward-2 Middle Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,465,241,28.681177976952625
316,"Govt.Higher Sec. School, Eastern Side Northern Block North Room Dharmapuri","1.Poomalaikundu (R.V), Dharmapuri (P), Harijana Colony
2.Poomalaikundu (R.V), Dharmapuri (P), South West Street
3.Poomalaikundu (R.V), Dharmapuri (P), Ward-1 North Western Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,371,203,25.377643504531722
319,"Panchayat Union Ele. School, South New Building Eastern Side, Jangalpatti","1.Jangalpatti (R.V) And (P), Ward-1 Jangalpatti North Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,383,193,27.298850574712645
320,"Panchayat Union Ele. School, Eastern Building, Jangalpatti","1.Jangalpatti (R.V) And (P), Ward-1 Jangalpatti South Street
2.Jangalpatti (R.V) And (P), Ward-5 Narayanapuram
3.Jangalpatti (R.V) And (P), Ward-5 Karuppanatha Devanpatti
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,269,196,12.67361111111111
321,"Govt.High School, Southern Side Western Block Middle Room Lakshmipuram","1.Jangalpatti (R.V) And (P), Ward-3 Lakshmipuram North Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,232,156,14.931237721021612
323,"Sri Rama Krishna Vidhyalayam Govt Primary School, Govt High School Compound Southern Side East Block Middle Room Lakshmipuram","1.Jangalpatti (R.V) And (P), Ward-2 Solaithevanpatti Pathinetampadi Street
2.Jangalpatti (R.V) And (P), Ward-2 Solaimalai Street
3.Jangalpatti (R.V) And (P), Ward-4 Lakshmipuram West Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,397,212,26.093088857545837
330,"Panchayat Union Ele. School,North Building South Facing East Side, Kutchanur","1.Kutchanur (R.V) And (TP), Ward-7 Kutchanur Uthamappalayam Road
2.Kutchanur (R.V) And (TP), Ward-7 Pallivasal Main Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,313,131,35.8974358974359
331,"Panchayat Union Ele. School, North Building, South Facing, Middle Portion Class Room, Kutchanur","1.Kutchanur (R.V) And (TP), Ward-8 Gandhiji Main Street
2.Kutchanur (R.V) And (TP), Ward-8 Gandhiji Main Street 1st Line
3.Kutchanur (R.V) And (TP), Ward-8 Gandhiji Main Street 2nd Line
4.Kutchanur (R.V) And (TP), Ward-8 Gandhiji Main Street 3rd Line
5.Kutchanur (R.V) And (TP), Ward-10 Nethaji Street 1st Line
6.Kutchanur (R.V) And (TP), Ward-11 Nethaji Street 2nd Line
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,316,119,38.8560157790927
333,"Panchayat Union Ele. School,West Facing, East Side,New Building,  Kutchanur","1.Kutchanur (R.V) And (TP), Ward-12 Barathiyar Main Street
2.Kutchanur (R.V) And (TP), Ward-12 Dr.Ambedkar Street
3.Kutchanur (R.V) And (TP), Ward-12 Indiragandhi Main Street
4.Kutchanur (R.V) And (TP), Ward-12 Indhiragandhi Main Street 1st Line
5.Kutchanur (R.V) And (TP), Ward-12 Rajaji Street- Ambethkar Street
6.Kutchanur (R.V) And (TP), Ward-12 Rajapalayam Main Street
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,320,215,15.981735159817351
337,"Panchayat Union Middle School, Ayyampatti","1.Pulikuthi (R.V), Ayyampatti (P), Ward-1 Kutchanur Road
2.Pulikuthi (R.V), Ayyampatti (P), Ward-1 Old Aathithiravidar Colony
3.Pulikuthi (R.V), Ayyampatti (P), Ward-1 Punchayat Union School Ground
4.Pulikuthi (R.V), Ayyampatti (P), Ward-1 East Street
5.Pulikuthi (R.V), Ayyampatti (P), Ward-1 New Aathithiravidar Colony
6.Pulikuthi (R.V), Ayyampatti (P), Ward-2 Jallikatu Street
7.Pulikuthi (R.V), Ayyampatti (P), Ward-2  Bus Stand Near
8.Pulikuthi (R.V), Ayyampatti (P), Ward-3 Mahalir Health Center Line
9.Pulikuthi (R.V), Ayyampatti (P), Ward-3 Water Pumping Center
10.Pulikuthi (R.V), Ayyampatti (P), Ward-3 North Street
11.Pulikuthi (R.V), Ayyampatti (P), Ward-3 Pulikuthi Road
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,310,197,14.561855670103094
338,"Panchayat Union Middle School, North Side, Ayyampatti","1.Pulikuthi (R.V), Ayyampatti (P), Ward-2 South Street
2.Pulikuthi (R.V), Ayyampatti (P), Ward-2  Ration Shop Street
3.Pulikuthi (R.V), Ayyampatti (P), Ward-2  Middle Street
4.Pulikuthi (R.V), Ayyampatti (P), Ward-3 Middle Street
5.Pulikuthi (R.V), Ayyampatti (P), Ward-3 Kovil Street
6.Pulikuthi (R.V), Ayyampatti (P), Ward-4 West Street
7.Pulikuthi (R.V), Ayyampatti (P), Ward-4 West Colony
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,399,164,28.799019607843135
341,"Govt. Kallar Ele. School, South facing North Building, Western Side, Markkaiyankottai","1.Markkaiyankottai (R.V) And (T.P), Ward-5 Sannasi Pillai Line
2.Markkaiyankottai (R.V) And (T.P), Ward-5 Nattanmai Veeranathevar Street
3.Markkaiyankottai (R.V) And (T.P), Ward-12 Pillaiyar Kovil Street
4.Markkaiyankottai (R.V) And (T.P), Ward-2 Harijana West Street
5.Markkaiyankottai (R.V) And (T.P), Ward-2 Senkulathu Road
6.Markkaiyankottai (R.V) And (T.P), Ward-2 Sangarapuram Road
7.Markkaiyankottai (R.V) And (T.P), Ward-5 Sangarapuram Road Harijana Colony
8.Markkaiyankottai (R.V) And (T.P), Ward-2 Kaliyamman Kovil Street
9.Markkaiyankottai (R.V) And (T.P), Ward-3 Velachettiyar Street
10.Markkaiyankottai (R.V) And (T.P), Ward-3 Perumal Thevar Line
999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,252,178,13.553113553113553
