Location and Name of Building in Which Polling Station Located,Total_Booths_In_Locality,Dominant_Party,Dominant_Party_Booths_Won
"PANCHAYAT UNION PRIMARY SCHOOL, SOUTHERN WEST BUILDING GOPALASAMUDRAM",1,All India Anna Dravida Munnetra Kazhagam,1
"PANCHAYAT UNION PRIMARY SCHOOL, SSA BUILDING WEST BUILDING, CHOKKALINGAPURAM",1,Indian National Congress,1
"PANCHAYAT UNION PRIMARY SCHOOL, WESTERN BUILDING, NORTH SIDE, (SSA BUILDING) AYAN SINGAMPATTI",1,All India Anna Dravida Munnetra Kazhagam,1
"PANCHAYAT UNION PRIMARY SCHOOL, WESTERN BUILDING, SOUTH SIDE, (SSA BUILDING) AYAN SINGAMPATTI",1,Indian National Congress,1
"PANCHAYAT UNION PRIMARY SCHOOL, WESTERN BUILDING, SOUTHERN PORTION, CHERANMAHADEVI.",1,All India Anna Dravida Munnetra Kazhagam,1
"PANCHAYAT UNION PRIMARY SCHOOL, WESTERN BULIDING NORTHERN PORTION ALAGAPPAPURAM THERKKU VEERAVANALLUR",1,All India Anna Dravida Munnetra Kazhagam,1
"PANCHAYAT UNION PRIMARY SCHOOLWEST BUILDING, MATHUDAIYARKULAM",1,All India Anna Dravida Munnetra Kazhagam,1
"PANCHYAT UNION PRIMERY SCHOOL, EASTERN BUILDING, SOUTH SIDE, NEW BUILDING KALLIDAIKURICHI",1,Indian National Congress,1
"PANCHYAT UNION PRIMERY SCHOOL, SOUTH EAST BUILDING, NORTH PORTION, (SSA NEW BUILDING) KALLIDAIKURICHI",1,All India Anna Dravida Munnetra Kazhagam,1
"PANNAI VENKATRAMAIYAR HIGH SCHOOL, EASTERN PORTION, GOPALASAMUDRAM",1,All India Anna Dravida Munnetra Kazhagam,1
"PANNAI VENKATRAMAIYAR HIGH SCHOOL, NORTHERN PORTION, GOPALASAMUDRAM",1,Indian National Congress,1
"PERIYAR GOVT HIGHER SEC SCHOOL, ROOM NO.XIID1, CHERANMAHADEVI.",1,Tamilaga Vettri Kazhagam,1
"PERIYAR GOVT HIGHER SEC SCHOOL,EAST BUILDING, CHERANMAHADEVI.",1,Tamilaga Vettri Kazhagam,1
"PERUMAL THEVAR MEMORIAL PRIMARY SCHOOL, AYAN THIRU VALEESWARAM",1,All India Anna Dravida Munnetra Kazhagam,1
"PUNCHAYAT UNION PRIMARY SCHOOL, ANNA MEMORIAL BUILDING WESTERN PORTION, NORTHERN BUILDING KALLIDAIKURICHI",1,All India Anna Dravida Munnetra Kazhagam,1
"PUNCHAYAT UNION PRIMARY SCHOOL, SOUTH PORTION POTTAL THERKKU KALLIDAIKURICHI",1,Indian National Congress,1
"PUNCHAYAT UNION PRIMARY SCHOOL, SOUTH WESTERN PORTION, POTTAL THERKKU KALLIDAIKURICHI",1,All India Anna Dravida Munnetra Kazhagam,1
"PUNCHAYAT UNION PRIMARY SCHOOL, SOUTHERN BUILDING THIRUPUDAIMARUTHUR",1,All India Anna Dravida Munnetra Kazhagam,1
"PUNCHAYAT UNION PRIMAY SCHOOL, EASTERN PORTION, VEILAN COLONY, BRAMMADESAM",1,All India Anna Dravida Munnetra Kazhagam,1
"R.C. MARAVAR SPECIAL MIDDLE SCHOOL, EASTERN PORTION, VAIRAVIKULAM",1,All India Anna Dravida Munnetra Kazhagam,1
"R.C. MARAVAR SPECIAL MIDDLE SCHOOL, WEST PORTION VAIRAVIKULAM",1,Indian National Congress,1
"R.C.MIDDLE SCHOOL, MAIN BUILDING, ROOM NO-7A EASTERN PORTION, CHERANMAHADEVI",1,Indian National Congress,1
"R.C.MIDDLE SCHOOL, NORTHERN BLOCK (EAST), ROOM
NO. 8thC CHERANMAHADEVI",1,Tamilaga Vettri Kazhagam,1
"R.C.MIDDLE SCHOOL, SOUTHERN BUILDINGS, EAST SIDE, CHERANMAHADEVI.",1,Indian National Congress,1
"R.C.MIDDLE SCHOOL, SOUTHERN EAST BUILDING (WEST SIDE) CHERANMAHADEVI",1,Tamilaga Vettri Kazhagam,1
"RAMASESHIER HR.SEC. SCHOOL, NORTHERN NEW BUILDING EAST ROOM, PATHAMADAI",1,All India Anna Dravida Munnetra Kazhagam,1
"RAMASESHIER HR.SEC. SCHOOL, NORTHERN NEW BUILDING WEST ROOM, PATHAMADAI",1,Indian National Congress,1
"RAMASESHIER HR.SEC. SCHOOL, WEST BUILDING, SOUTHERN PORTION, PATHAMADAI",1,All India Anna Dravida Munnetra Kazhagam,1
"RAMASESHIER HR.SEC. SCHOOL, WESTERN BUILDING, NORTHERN PORTION, PATHAMADAI",1,Indian National Congress,1
"RAMASESHIER HR.SEC.SCHOOL, MAIN BUILDING NORTHERN PORTION, PATHAMADAI",1,All India Anna Dravida Munnetra Kazhagam,1
"RAMASESHIER HR.SEC.SCHOOL, MAIN BUILDING, CENTRAL PORTION, PATHAMADAI",1,All India Anna Dravida Munnetra Kazhagam,1
"S.T.C BRANCH MIDDLE SCHOOL, NORTHERN BUILDING, EASTERN PORTION, AMBASAMUDRAM.",1,All India Anna Dravida Munnetra Kazhagam,1
"S.T.C BRANCH MIDDLE SCHOOL, SOUTHERN BUILDING,
EASTERN PORTION, (BABY CLASS ROOM )",1,All India Anna Dravida Munnetra Kazhagam,1
"S.T.C BRANCH MIDDLE SCHOOL, SOUTHERN BUILDING, WEST PORTION, AMBASAMUDRAM.",1,All India Anna Dravida Munnetra Kazhagam,1
"S.T.C. BRANCH PRIMARY SCHOOL, MELASEVAL",1,All India Anna Dravida Munnetra Kazhagam,1
"SARASWATHI ISAC PRIMARY SCHOOL, SOUTH BUILDING WESTERN PORTION, CASHKEEPER THOPPU, ALADIYUR",1,All India Anna Dravida Munnetra Kazhagam,1
"SARASWATHI ISAC PRIMARY SCHOOL, SOUTH BUILDING, CASHKEEPER THOPPU, ALADIYUR",1,Tamilaga Vettri Kazhagam,1
"SEDHU SUBRAMANIYAN MIDDLE SCHOOL, EASTERN BUILDING, CENTRAL PORTION, URKAD",1,All India Anna Dravida Munnetra Kazhagam,1
"SEDHU SUBRAMANIYAN MIDDLE SCHOOL, EASTERN BUILDING, NORTHERN PORTION, URKAD",1,All India Anna Dravida Munnetra Kazhagam,1
"SEDHU SUBRAMANIYAN MIDDLE SCHOOL, EASTERN BUILDING, SOUTHERN PORTION, URKAD",1,Tamilaga Vettri Kazhagam,1
"SENAITHALAIVAR HR. SEC.SCHOOL, NORTH RCC BUILDING, FACING SOUTH STD XIIC, VICKRAMASINGAPURAM - 1",2,All India Anna Dravida Munnetra Kazhagam,1
"SENAITHALAIVAR PRIMARY SCHOOL, ADDITIONAL NEW BUILDING NORTH PORTION, VICKRAMASINGAPURM",1,All India Anna Dravida Munnetra Kazhagam,1
"SENAITHALAIVAR PRIMARY SCHOOL, NORTH RCC BUILDING WESTERN PORTION, VICKRAMASINGAPURAM",1,All India Anna Dravida Munnetra Kazhagam,1
"SIVASUBRAMANIYN PRIMARY SCHOOL, AMBASAMUDRAM",1,All India Anna Dravida Munnetra Kazhagam,1
"SRI PUDTHAR PRIMARY SCHOOL, NEWLY CONSTRUCTED BUILDING, SOUTHERN BUILDING, GOWTHAMAPURI",1,Tamilaga Vettri Kazhagam,1
"SRI RAMAR HINDU PRIMARY SCHOOL, KOTTAIVILAIPATTI VICKRAMASINGAPURAM -1",1,All India Anna Dravida Munnetra Kazhagam,1
"SRI VEDHANARAYANAR NURSERY & PRIMARY SCHOOL, MANNARKOVIL.",1,All India Anna Dravida Munnetra Kazhagam,1
"SRIPUTHAR PRIMARY SCHOOL, NORTHERN PORTION, GOWTHAMAPURI.",1,Tamilaga Vettri Kazhagam,1
"ST. SACRED HEART HIGH SCHOOL, EASTERN BUILDING NORTHRN PORTION ROOM NO.2 VICKRAMASINGAPURAM - 1",1,Tamilaga Vettri Kazhagam,1
"ST. SACRED HEART HIGH SCHOOL, EASTERN BUILDING SOUTHERN PORTION VICKRAMASINGAPURAM - 1",1,Indian National Congress,1
"ST. THERASA MIDDLE SCHOOL, NEW BUILDING, NORTHERN PORTION, VICKRAMASINGAPURAM-1",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.JOHNS MATRIC HR SEC SCHOOL, NORTHERN PORTION  EASTERN SIDE ROOM NO.6 VEERAVANALLUR",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.JOHNS MATRIC HR SEC SCHOOL, NORTHERN PORTION  WESTREN   SIDE ROOM NO.7 VEERAVANALLUR",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.JOHNS MIDDLE SCHOOL, EASTERN PORTION VEERAVANALLUR",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.JOHNS MIDDLE SCHOOL, WESTERN PORTION VEERAVANALLUR",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.JOHNS PRIMARY SCHOOL, NEW BUILDING, CENTER PORTION, VELLANGULI",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.JOHNS PRIMARY SCHOOL, NEW BUILDING, EASTERN PORTION, VELLANGULI",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.JOHNS PRIMARY SCHOOL, NEW BUILDING, WESTERN PORTION, VELLANGULI",1,Tamilaga Vettri Kazhagam,1
"ST.JOSEPH HIGH SCHOOL, NORTHERN BUILDING, EASTERN PORTION, AMBASAMUDRAM",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.JOSEPH HIGH SCHOOL, WESTERN PORTION, NORTHERN BUILDING, AMBASAMUDRAM",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.JOSEPH NURSERY & PRIMARY SCHOOL, EASTERN BUILDING, NORTHERN HALL (STD IV) MELA AMBASAMUDRAM",1,Indian National Congress,1
"ST.JOSEPHS HIGH SCHOOL, EASTERN BUILDING, NORTHERN PORTION, (IV STD) MELA AMBASAMUDRAM",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.JOSEPHS HIGH SCHOOL, EASTRN BUILDING, SOUTH PORTION HALL NO.4 MELA AMBASAMUDRAM",1,Tamilaga Vettri Kazhagam,1
"ST.JOSEPHS HIGH SCHOOL, NORTHERN BUILDING, CENTRE PORTION HALL NO.4 MELA AMBASAMUDRAM",1,Tamilaga Vettri Kazhagam,1
"ST.JOSEPHS PRIMARY SCHOOL, ROOM NO. 2, NEW BUILDING, VICKRAMASINGAPURAM",1,Indian National Congress,1
"ST.JOSEPHS PRIMARY SCHOOL, ROOM NO. 3, NEW BUILDING, VICKRAMASINGAPURAM",1,Indian National Congress,1
"ST.MARY`S HR.SEC.SCHOOL, EASTERN BUILDING NORTH PORTION ROOM NO 2 VICKRAMASINGAPURAM",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.MARY`S HR.SEC.SCHOOL, EASTERN BUILDING NORTHERN PORTION VICKRAMASINGAPURAM",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.MARY`S HR.SEC.SCHOOL, EASTERN BUILDING SOUTHRN PORTION ROOM NO..6 VICKRAMASINGAPURAM",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.MARY`S HR.SEC.SCHOOL, SILVER JUBLEE BLOCK EASTERN PORTION        VICKRAMASINGAPURAM",1,Indian National Congress,1
"ST.MARY`S HR.SEC.SCHOOL, SILVER JUBLEE BLOCK WESTERN PORTION        VICKRAMASINGAPURAM",1,Tamilaga Vettri Kazhagam,1
"ST.MARY`S HR.SEC.SCHOOL, WESTERN BUILDING, HALL NO. , VICKRAMASINGAPURAM -1",1,Indian National Congress,1
"ST.THERASA MIDDLE SCHOOL, EASTERN BUILDING, MAIN BUILDING VICKRAMASINGAPURAM",1,Tamilaga Vettri Kazhagam,1
"ST.THERASA MIDDLE SCHOOL, EASTERN BUILDING, NORTH PORTION, VICKRAMASINGAPURAM - 1",1,Tamilaga Vettri Kazhagam,1
"ST.THERASA MIDDLE SCHOOL, WESTERN BUILDING, MAIN BUILDING VICKRAMASINGAPURAM",1,Tamilaga Vettri Kazhagam,1
"ST.XAVIER MIDDLE SCHOOL, SOUTH BUILDING NORTH PORTION, DEVASAHAYAPURAM ADIVARAM, VICKRAMASINGAPURAM",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.XAVIER MIDDLE SCHOOL, SUVISHESAPURAM DEVASAHAYAPURAM MAIN ROAD, ADIVARAM, VICKRAMASINGAPURAM",1,Indian National Congress,1
"ST.XAVIERS GIRLS MIDDLE SCHOOL, SOUTHERN BUILDING EASTERN PORTION IRUTHAYAKULAM, VICRAMASINGAPURAM",1,All India Anna Dravida Munnetra Kazhagam,1
"ST.XAVIERS GIRLS MIDDLE SCHOOL, SOUTHERN BUILDING WESTERN PORTION IRUTHAYAKULAM, VICRAMASINGAPURAM",1,Tamilaga Vettri Kazhagam,1
"STC BRANCH PRIMARY SCHOOL, NORTHERN PORTION, KALLIDAIKURICHI",1,All India Anna Dravida Munnetra Kazhagam,1
"STC BRANCH PRIMARY SCHOOL, SOUTHRN PORTION, KALLIDAIKURICHI",1,All India Anna Dravida Munnetra Kazhagam,1
"SUYAUTHAVIKULU CENTRE MEETTING HALL,
BRAMADESAM",1,All India Anna Dravida Munnetra Kazhagam,1
"T.D.T.A MIDDLE SCHOOL, WEST BLOCK, NORTHERN BUILDING, SIVANTHIPURAM",1,All India Anna Dravida Munnetra Kazhagam,1
"T.D.T.A PRIMARY SCHOOL , SOUTH BUDILING WEST PORTION, THERKKU PAPPANKULAM",1,Indian National Congress,1
"T.D.T.A PRIMARY SCHOOL , SOUTHERN PORTION, THERKKU PAPPANKULAM",1,Tamilaga Vettri Kazhagam,1
"T.D.T.A PRIMARY SCHOOL , WESTERN PORTION, GOPALASAMUDRAM",2,All India Anna Dravida Munnetra Kazhagam,1
"T.D.T.A PRIMARY SCHOOL ,MELA SADAIYAMANKULAM VENKATRENGAPURAM",1,Indian National Congress,1
"T.D.T.A PRIMARY SCHOOL, MAIN BUILDING EASTERN PORTION PILLAIKULAM",1,Indian National Congress,1
"T.D.T.A PRIMARY SCHOOL, MAIN BUILDING, WESTERN PORTION PORTION, PILLAIKULAM. THIRUVIRUTHANPULLI",1,Indian National Congress,1
"T.D.T.A PRIMARY SCHOOL, NEW BUILDING, PUDUKUDI",1,All India Anna Dravida Munnetra Kazhagam,1
"T.D.T.A PRIMARY SCHOOL, NORTHERN BUILDING , KALLIDAIKURICHI",1,Indian National Congress,1
"T.D.T.A PRIMARY SCHOOL, REDDIYARPURAM THERKKU VEERAVANALLUR",1,All India Anna Dravida Munnetra Kazhagam,1
"T.D.T.A PRIMARY SCHOOL, SOUTHERN PORTION, EAST SIDE, MELASEVAL",1,Indian National Congress,1
"T.D.T.A PRIMARY SCHOOL, SOUTHERN PORTION, WEST SIDE, MELASEVAL",1,All India Anna Dravida Munnetra Kazhagam,1
"T.D.T.A PRIMARY SCHOOL, WESTERN BUILDING, KALLDAIKURICHI.",1,Indian National Congress,1
"T.D.T.A.MIDDLE SCHOOL ,GOLDEN JUBLEE BUILDING WEST PORTION , KEELA SIVANTHIPURAM",1,Tamilaga Vettri Kazhagam,1
"T.D.T.A.MIDDLE SCHOOL, GOLDEN JUBLEE BUILDING EAST PORTION KEELA SIVANTHIPURAM",1,Tamilaga Vettri Kazhagam,1
"T.D.T.A.MIDDLE SCHOOL, GOLDEN JUBLEE BUILDING WEST PORTION KEELA SIVANTHIPURAM",1,Tamilaga Vettri Kazhagam,1
"T.D.T.A.MIDDLE SCHOOL, NORTHERN BUILDING, CENTRE PORTION, KEELA SIVANTHIPURAM",1,All India Anna Dravida Munnetra Kazhagam,1
"T.D.T.A.MIDDLE SCHOOL, SOUTHERN BUILIDING, EASTERN PORTION, KEELA SIVANTHIPURAM",1,All India Anna Dravida Munnetra Kazhagam,1
TDTA PRIMARY SCHOOL KELLA SIVANTHIPURAM HALL NO;1,1,Indian National Congress,1
TDTA PRIMARY SCHOOL KELLA SIVANTHIPURAM HALL NO;2,1,Indian National Congress,1
"THEERTHAPATHI HR.SEC. SCHOOL, ROOM NO.15 AMBASAMUDRAM.",1,Tamilaga Vettri Kazhagam,1
"THEERTHAPATHI HR.SEC. SCHOOL, ROOM NO.17 AMBASAMUDRAM.",1,Tamilaga Vettri Kazhagam,1
"THEERTHAPATHI HR.SEC. SCHOOL, S S K BLOCK EAST CLASS ROOM 3 AMBASAMUDRAM",1,Tamilaga Vettri Kazhagam,1
"THEERTHAPATHI HR.SEC. SCHOOL, S S K BLOCK EASTRN BUILDING ROOM NO.2AMBASAMUDRAM.",1,Tamilaga Vettri Kazhagam,1
"THILAK VIDYALAYA HR.SEC.SCHOOL. ROOM NO. XI - D2, HALL NO. 3 SOUTHERN PORTION, KALLIDAIKURICHI",1,All India Anna Dravida Munnetra Kazhagam,1
"THILAK VIDYALAYA HR.SEC.SCHOOLROOM NO. XIIC, EASTERN PORTION, KALLIDAIKURICHI",1,All India Anna Dravida Munnetra Kazhagam,1
"THIRUGNANA SAMBANTHAR MIDDLE SCHOOL, CENTRAL PORTION, WESTERN BUILDING, VEERAVANALLUR",1,All India Anna Dravida Munnetra Kazhagam,1
"THIRUGNANA SAMBANTHAR MIDDLE SCHOOL, NEW BUILDING, Ramasamy Room NO.12 VEERAVANALLUR",1,Tamilaga Vettri Kazhagam,1
"THIRUGNANA SAMBANTHAR MIDDLE SCHOOL, NORTHERN BUILDING, WESTERN PORTION, VEERAVANALLUR",1,All India Anna Dravida Munnetra Kazhagam,1
"THIRUGNANA SAMBANTHAR MIDDLE SCHOOL, OLD BUILDING, SOUTHERN PORTION, VEERAVANALLUR",1,Indian National Congress,1
"THIRUGNANA SATHIRUGNANA SAMBANTHAR MIDDLE SCHOOL, NORTHERN BUILDING, EASTERN PORTION, VEERAVANALLURMBANTHAR MIDDLE SCHOOL, NEW BUILDING, NORTHERN BUILDING, VEERAVANALLUR",1,All India Anna Dravida Munnetra Kazhagam,1
"TILAK VIDYALAYA HR.SEC. SCHOOL, ROOM NO.15 KALLIDAIKURICHI",1,Indian National Congress,1
"TILAK VIDYALAYA HR.SEC.SCHOOL, ROOM NO.14 WESTERN PORTION, KALLIDAIKURICHI",1,All India Anna Dravida Munnetra Kazhagam,1
"TILAK VIDYALAYA HR.SEC.SCHOOL, ROOM NO.16 WESTERN PORTION, KALLIDAIKURICHI",1,All India Anna Dravida Munnetra Kazhagam,1
"TIRUVALLUVAR COLLEGE, EASTERN PORTION, EAST SIDE, PAPANASAM, VICKRAMASINGAPURAM.",1,Indian National Congress,1
"TIRUVALLUVAR COLLEGE, HISTRY BLOCK , EASTERN PORTION, PAPANASAM",1,All India Anna Dravida Munnetra Kazhagam,1
"TIRUVALLUVAR COLLEGE, HISTRY BLOCK, WESTERN PORTION, PAPANASAM",1,All India Anna Dravida Munnetra Kazhagam,1
"TIRUVALLUVAR COLLEGE, M.Com., HALL NORTHERN PORTION, (NEAR ARULMUGU VETRIVINAYAGAR KOVIL) PAPANASAM, VICKRAMASINGAPURAM - 2",1,All India Anna Dravida Munnetra Kazhagam,1
"TIRUVALLUVAR COLLEGE, NEW SOUTH PORTION HALL NO.15, PAPANASAM",1,All India Anna Dravida Munnetra Kazhagam,1
"TIRUVALLUVAR COLLEGE, NEW SOUTH PORTION HALL NO.18, PAPANASAM",1,All India Anna Dravida Munnetra Kazhagam,1
"TIRUVALLUVAR COLLEGE, THAVATHIRU KUNDRAKUDI ADIKALAR AUDITORIAM, EASTERN PORTION, PAPANASAM, VICKRAMASINGAPURAM - 2",1,All India Anna Dravida Munnetra Kazhagam,1
"TOWN PANCHAYAT OFFICE, CENTRE ROOM, KALLIDAIKURICHI",1,All India Anna Dravida Munnetra Kazhagam,1
"TOWN PUNCHAYAT OFFICE COMMUNTIY HALL COMPOUND, MELASEVAL",1,All India Anna Dravida Munnetra Kazhagam,1
"TOWN PUNCHAYAT OFFICE, MEETING HALL, PATHAMADAI",1,Indian National Congress,1
"TOWN PUNCHAYAT OFFICE, PATHAMADAI",1,Indian National Congress,1
"VILLAGE PANCHAYAT OFFICE ,THERKKU PAPPANKULAM",1,All India Anna Dravida Munnetra Kazhagam,1
"VILLAGE PANCHAYAT OFFICE, CENTRAL PORTION, NEW BUILDING, ULAGANKULAM",1,Indian National Congress,1
"VILLAGE PANCHAYAT OFFICE, MEETING HALL, GIRIAMMALPURAM",1,All India Anna Dravida Munnetra Kazhagam,1
"VILLAGE PANCHAYAT OFFICE, NORTH PORTION, MANNARKOVIL",1,All India Anna Dravida Munnetra Kazhagam,1
"VILLAGE PANCHAYAT OFFICE, THIRUVIRUTHANPULI",1,All India Anna Dravida Munnetra Kazhagam,1
"VILLAGE PANCHAYAT SERVICE CENTRE, EASTERN BUILDING, ADAIYAKARUNGKULAM.",1,All India Anna Dravida Munnetra Kazhagam,1
"VILLAGE PANCHAYAT SERVICE CENTRE, WESTERN BUILDING, ADAIYAKARUNGKULAM.",1,All India Anna Dravida Munnetra Kazhagam,1
"VIVEKANANTHA PRIMARY SCHOOL, NORTHERN BUILDING, VELLANGULI",1,Indian National Congress,1
"VIVEKANANTHA PRIMARY SCHOOL, SOUTHERN BUILDING, VELLANGULI",1,All India Anna Dravida Munnetra Kazhagam,1
