Label,Total_Votes,Share_Percentage
TVK,99900,49.47258951121676
DMK,62045,30.72599415639083
AIADMK,25879,12.81582726687466
NTK,11574,5.731689199227455
AIPMMK,682,0.3377408012677661
IND1,338,0.1673847372851978
IND2,260,0.128757490219383
NNNMNEK,259,0.1282622691031546
NIP,243,0.1203387312435002
TAVAK,170,0.08418758975882731
CPI_ML,143,0.07081661962066063
MNK,137,0.06784529292329025
IND3,112,0.05546476501758035
IND5,103,0.05100777497152478
IND4,85,0.04209379487941366
