Label,Total_Votes,Share_Percentage
DMK,70765,35.69014908511368
AIADMK,59441,29.97891827553511
TVK,58886,29.69900542677884
NTK,7330,3.696866993483831
BSP,634,0.3197562992999657
AIPTMK,362,0.1825737860356271
IDMK,249,0.1255825213338982
IND,215,0.1084347071758559
TAVAK,201,0.1013738425225443
OMNP,193,0.09733906272065201
