Polling_Station_No,location_clean,total of valid votes,Total_Independent_Votes,Winner_Party,Margin_Of_Victory,Independent_Vote_Share_%,Is_Spoiler_Risk
307,Pillaiyankattalai  Office  West  Portion Sudalai  Madan Kovil Street  Tirunelveli  Town,536,3,tamilaga vettri kazhagam,54,0.5597014925373134,No
343,Thachanallur.,716,4,tamilaga vettri kazhagam,143,0.5586592178770949,No
207,Panchayat  Union Primary School  North Building Chithankudiruppu Thenpattu,717,4,dravida munnetra kazhagam,98,0.5578800557880056,No
205,Campus Inside  west  Building North   Portion West  2nd Room Pettai  Rural,539,3,tamilaga vettri kazhagam,63,0.5565862708719851,No
76,North Building south portion 1st Room Sankarnagar.,540,3,tamilaga vettri kazhagam,46,0.5555555555555556,No
122,Kurichikulam.,721,4,dravida munnetra kazhagam,474,0.5547850208044383,No
318,Barathiyar  Corporation Primary School   I -  V English Medium (Campus)  Children's Mini  Center.No33628190427 Tirunelveli  Town.,183,1,tamilaga vettri kazhagam,9,0.546448087431694,No
176,North Side  Kondanagaram.,735,4,tamilaga vettri kazhagam,131,0.5442176870748299,No
235,Pettai.,919,5,dravida munnetra kazhagam,197,0.544069640914037,No
151,East  Side  Kammalankulam.,369,2,tamilaga vettri kazhagam,17,0.5420054200542005,No
237,Pettai.,564,3,dravida munnetra kazhagam,347,0.5319148936170213,No
216,Kamaraj  Municipal  Higher  Secondary School  New Building West  Side  South Portion   Pettai,378,2,tamilaga vettri kazhagam,4,0.5291005291005291,No
260,Palaiyapettai.,567,3,tamilaga vettri kazhagam,98,0.5291005291005291,No
332,Adaikkalamatha Matriculation School  New Building Kandiaperi  -II Village  Tirunelveli  Town Saliar  Street,573,3,tamilaga vettri kazhagam,75,0.5235602094240838,No
334,"V K Nursery and Primary School  Southern Side  Building
78/1 Akkasalai  Vinayagar  Kovil  Street  Tirunelveli  Town",768,4,tamilaga vettri kazhagam,98,0.5208333333333333,No
96,Vadakku Thalaiyuthu.,778,4,tamilaga vettri kazhagam,189,0.5141388174807198,No
5,Golden Jubilee  Block (Middle Portion)  Ukkirankottai.,394,2,dravida munnetra kazhagam,88,0.5076142131979695,No
64,Staff  Room Near  East  Side  2   Room Naranammalpuram.,400,2,tamilaga vettri kazhagam,28,0.5,No
251,Palaiyapettai.,403,2,tamilaga vettri kazhagam,33,0.4962779156327544,No
255,Palaiyapettai.,420,2,tamilaga vettri kazhagam,66,0.4761904761904762,No
85,Main Block Room No -2,636,3,dravida munnetra kazhagam,109,0.4716981132075472,No
304,Tirunelveli  Town.,426,2,tamilaga vettri kazhagam,22,0.4694835680751174,No
299,Tirunelveli  Town.,426,2,dravida munnetra kazhagam,10,0.4694835680751174,No
188,Suthamalli.,432,2,tamilaga vettri kazhagam,12,0.4629629629629629,No
368,Thachanallur.,668,3,tamilaga vettri kazhagam,88,0.4491017964071856,No
385,Sindupoondurai.,446,2,tamilaga vettri kazhagam,79,0.4484304932735426,No
211,Pettai,692,3,tamilaga vettri kazhagam,80,0.4335260115606936,No
183,North Portion Hall  No.  3 Suthamalli.i.,472,2,dravida munnetra kazhagam,28,0.423728813559322,No
312,Tirunelveli  Town.,481,2,tamilaga vettri kazhagam,31,0.4158004158004158,No
187,Suthamalli.,484,2,tamilaga vettri kazhagam,125,0.4132231404958678,No
329,"Adaikkalamatha Matriculation School  West  Side  Kandiaperi
-II Village  Tirunelveli  Town Saliar  Street",729,3,tamilaga vettri kazhagam,207,0.411522633744856,No
213,Pettai.,493,2,dravida munnetra kazhagam,264,0.4056795131845842,No
249,Palaiyapettai.,503,2,tamilaga vettri kazhagam,45,0.3976143141153081,No
215,Pettai.,508,2,dravida munnetra kazhagam,178,0.3937007874015748,No
366,Thachanallur.,255,1,tamilaga vettri kazhagam,40,0.392156862745098,No
354,West  Side Chathirampudukulam,537,2,tamilaga vettri kazhagam,73,0.37243947858473,No
91,Thalaiyuthu.,540,2,tamilaga vettri kazhagam,51,0.3703703703703704,No
359,Oorudaiyar Kudieruppu.,823,3,all india anna dravida munnetra kazhagam,76,0.3645200486026731,No
181,Panchayat  Union Primary School  East  Building West  Portion Suthamalli,551,2,tamilaga vettri kazhagam,76,0.3629764065335753,No
292,Corporation Primary School  Campus Integrated Child Development  Center  Center  No;  33628190429 Tirunelveli Town.,555,2,dravida munnetra kazhagam,82,0.3603603603603603,No
146,west  Side Ramayanpatti.,852,3,tamilaga vettri kazhagam,152,0.3521126760563381,No
375,Azhaganeri.,570,2,tamilaga vettri kazhagam,93,0.3508771929824561,No
180,Suthamalli,290,1,tamilaga vettri kazhagam,57,0.3448275862068966,No
83,Main Block Room No -1,290,1,dravida munnetra kazhagam,21,0.3448275862068966,No
382,Udaiyarpatti.,585,2,tamilaga vettri kazhagam,68,0.3418803418803419,No
360,North West  Portion From North   Thatchanallur,611,2,tamilaga vettri kazhagam,45,0.3273322422258593,No
72,Chathramkudieruppu.,634,2,tamilaga vettri kazhagam,141,0.3154574132492113,No
256,Palaiyapettai.,677,2,tamilaga vettri kazhagam,191,0.2954209748892171,No
317,Tirunelveli  Town.,692,2,tamilaga vettri kazhagam,98,0.2890173410404624,No
303,Tirunelveli  Town.,350,1,tamilaga vettri kazhagam,15,0.2857142857142857,No
217,Pettai.,701,2,dravida munnetra kazhagam,433,0.2853067047075606,No
283,Tirunelveli  Town.,703,2,tamilaga vettri kazhagam,112,0.2844950213371266,No
201,Pettai  Rural.,352,1,dravida munnetra kazhagam,13,0.2840909090909091,No
363,Thachanallur.,705,2,tamilaga vettri kazhagam,57,0.2836879432624114,No
185,Community Hall  West  Portion V O C Nagar  Suthamalli,770,2,tamilaga vettri kazhagam,13,0.2597402597402597,No
271,North Building West  Side  Tirunelveli Town.,390,1,tamilaga vettri kazhagam,55,0.2564102564102564,No
100,Keelathenkalam.,399,1,dravida munnetra kazhagam,32,0.2506265664160401,No
269,Tirunelveli  Town.,406,1,dravida munnetra kazhagam,322,0.2463054187192118,No
250,Palaiyapettai.,410,1,dravida munnetra kazhagam,10,0.2439024390243902,No
233,Pettai.,431,1,dravida munnetra kazhagam,98,0.2320185614849188,No
89,Main Block Room No -4,449,1,tamilaga vettri kazhagam,43,0.22271714922049,No
353,North West  Building Thachanallur,463,1,tamilaga vettri kazhagam,79,0.2159827213822894,No
196,Narasinganallur.,464,1,tamilaga vettri kazhagam,9,0.2155172413793103,No
276,Tirunelveli  Town.,483,1,tamilaga vettri kazhagam,64,0.2070393374741201,No
259,Palaiyapettai.,484,1,tamilaga vettri kazhagam,112,0.2066115702479339,No
75,Second Room Chathramkudieruppu.,490,1,tamilaga vettri kazhagam,37,0.2040816326530612,No
157,Sri  Nivedhita Nursery & Primary School Thiruppanikarisalkulam   Road Pettai,538,1,tamilaga vettri kazhagam,25,0.1858736059479554,No
365,Thachanallur.,552,1,tamilaga vettri kazhagam,32,0.1811594202898551,No
288,East  Buiding South Portion Pettai,559,1,tamilaga vettri kazhagam,8,0.1788908765652952,No
203,East  Buiding Middle  Portion Pettai,611,1,tamilaga vettri kazhagam,47,0.1636661211129296,No
302,Tirunelveli  Town.,414,0,tamilaga vettri kazhagam,29,0.0,No
78,West  Side  Sankarnagar.,363,0,dravida munnetra kazhagam,15,0.0,No
236,Pettai.,632,0,dravida munnetra kazhagam,374,0.0,No
87,Sankar  Nagar.,215,0,tamilaga vettri kazhagam,13,0.0,No
112,Manur.,530,0,dravida munnetra kazhagam,70,0.0,No
331,Adaikkalamatha Matriculation School  X Std Class Room Kandiaperi  -II Village  Tirunelveli  Town Saliar  Street,216,0,dravida munnetra kazhagam,5,0.0,No
273,Tirunelveli  Town.,444,0,dravida munnetra kazhagam,118,0.0,No
280,Usainiya Primary School West Building East Face North Room Tirunelveli Town,534,0,dravida munnetra kazhagam,21,0.0,No
384,Udaiyarpatti.,393,0,tamilaga vettri kazhagam,27,0.0,No
295,Tirunelveli  Town.,220,0,tamilaga vettri kazhagam,24,0.0,No
