Label,Total_Votes,Share_Percentage
TVK,75157,34.94552910926261
DMK,63449,29.50169480492307
AIADMK,46953,21.83159823126531
NTK,14908,6.931728887008355
TAVAK,547,0.254336980224951
IND4,472,0.2194644509436506
IND6,424,0.1971460322036184
IND5,345,0.1604136346939819
PMTDK,343,0.1594837005798139
IND8,337,0.1566938982373099
IND3,242,0.1125220278143294
IND1,221,0.1027577196155652
IND9,213,0.09903798315889319
IND7,168,0.07811446559011294
NIP,113,0.05254127745049263
IND2,100,0.04649670570840056
