Label,Total_Votes,Share_Percentage
TVK,58143,33.62149721859206
AIADMK,56712,32.79401390125713
INC,40316,23.3129401968381
NTK,12912,7.466432280523206
AIFB,2299,1.329408907444459
PT,959,0.5545468213306811
NNNMNEK,295,0.17058531000266
IND2,245,0.1416725455954295
PMTDK,206,0.1191205893577897
IND4,187,0.1081337388830421
IND3,177,0.102351186001596
IND1,137,0.07922097447581158
TAVK,132,0.07632969803508853
VTK,129,0.0745949321706547
NIP,85,0.04915169949229186
