Polling Station No.,Location and Name of Building in Which Polling Station Located,Polling Areas*,Winner_Party,Margin_Percentage
117,"Government High School,
East Side, South  Facing,  Terraced Building,  Thirunallur-622102","1.Thirunallur  (R.V) Thirunallur (P) Ward-1 Thirunallur
2.Thirunallur  (R.V) Thirunallur (P) Ward-2 Nachikurichi
3.Thirunallur  (R.V) Thirunallur (P) Ward-2 Arasampatti
4.Thirunallur  (R.V) Thirunallur (P) Ward-4 Mettukalam 999.OVERSEAS  ELECTORS",All India Anna Dravida Munnetra Kazhagam,21.646746347941566
