Label,Total_Votes,Share_Percentage
TVK,63070,38.19738850262846
DMDK,53689,32.51592819593498
AIADMK,33851,20.50134450931466
NTK,9938,6.018798905012234
PT,2166,1.311805034036677
IND2,532,0.3221977276581313
IND7,508,0.3076624918239299
IND6,342,0.2071271106373701
IND3,204,0.123549504590712
IND4,180,0.1090142687565106
NNNMNEK,145,0.08781704983163352
IND5,137,0.08297197122023305
IND1,121,0.07328181399743211
IND8,118,0.07146490951815694
DMMK,115,0.06964800503888176
