Serial No. Of Polling Station,Locality,Building in Which it will be Located,Polling Area,Winner_Party,Margin_Percentage
297,Doovipuram  11th Street,"ICDS  centre,  Sankaranarayanan  Park Campus,  Centre  No.  34  (Near  Ration  Shop), Doovipuram  11th  Street,  Thoothukudi","1.Thoothukudi  Corporation  Anna  Nagar  8  -  Ward  37  (Door  No.  1  to  40) 2.Thoothukudi  Corporation  Housing  Board  Colony  -  Ward  41  ,
3.Thoothukudi  Corporation  Doovipuram  7th  Street  -  Ward  37  ,  ,
999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,17.5152749490835
300,Doovipuram  2nd Street,"St.  James  English  School  (T.N.D.T.A.  Middle School  Campus),  South  portion,  Doovipuram 2nd  Street","1.Thoothukudi  Corporation  Anna  Nagar  6  -  Ward  37  ,  999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,9.784172661870503
302,Doovipuram  2nd Street,"T.N.D.T.A  Middle  School,  Main  Building, Middle  portion,  Doovipuram  2nd  Street, Thoothukkudi","1.Thoothukudi  Corporation  Doovipuram  west  10th  street  -  Ward  37 2.Thoothukudi  Corporation  Anna  Nagar  10th  Street  -  Ward  37  ,
999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,18.64864864864865
305,Doovipuram  2nd Street,"T.N.D.T.A  Middle  School,  Sathya  Daniel  Hall, North  facing  room,  Doovipuram  2nd  Street, Thoothukkudi","1.Thoothukudi  Corporation  Anna  Nagar  9  -  Ward  37  ,  2.Thoothukudi Corporation  Doovipuram  West  9th  Street  -  Ward  37  ,  999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,24.30769230769231
307,Chidambara  nagar,"Crescent  Matric.  Hr.  Sec.  School,  Main Building,  Room  No  5,  Chidambaranagar, Thoothukudi","1.Thoothukudi  Corporation  Chidambara  Nagar  Auto  Colony  -  Ward  42  , 2.Thoothukudi  Corporation  Chidambara  Nagar  2nd  Street  -Ward  42  ,
3.Thoothukudi  Corporation  Chidambara  Nagar  3rd  Street  -  Ward  42  , 4.Thoothukudi  Corporation  Chidambara  Nagar  4th  Street  -  Ward  42  , 5.Thoothukudi  Corporation  Chidambara  Nagar  5th  Street  -  Ward  42  , 6.Thoothukudi  Corporation  Chidambara  Nagar  6th  Street  -  Ward  42  ,
999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,6.338028169014084
311,Bryant  Nagar  7th Street,"T.N.D.T.A  Primary  School,  East  Building North  Portion,  Bryant  Nagar  7th  Street, Thoothukudi","1.Thoothukudi  Corporation  Bryant  nagar  10th  street  middle  -  Ward  43  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,22.53521126760564
315,Bryant  Nagar  7th Street,"T.N.D.T.A  Primary  School,  West  Building, South  Portion,  Bryant  Nagar  7th  Street, Thoothukudi","1.Thoothukudi  Corporation  Bryant  nagar  8th  street  -  Ward  43  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,16.06805293005671
317,Bryant  Nagar  3rd Street  (East),"Good  Shepherd  Hr.  Sec.  School  for  Hearing Impaired,  South  Middle  Building,  West Portion,  Bryant  Nagar  3rd  Street  (East)","1.Thoothukudi  Corporation  Bryant  Nagar  6th  Street  -  Ward  43  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,13.82252559726962
323,Levengipuram,"Corporation  Primary  School,  East  Building, North  portion,  Levenchipuram,  Thoothukudi","1.Thoothukudi  Corporation  Bryant  nagar  12th  street  -  ward  47  (Door  No. 1  to  78)  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,18.59356376638856
324,Levengipuram,"Corporation  Primary  School,  East  Building, South  portion,  Levenchipuram,  Thoothukudi","1.Thoothukudi  Corporation  Bryant  nagar  12th  street  -  ward  47  (Door  No. Above  78)  ,  2.Thoothukudi  Corporation  SivanthaKulam  -  1  -  ward  47  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,11.37820512820513
326,"J.S.  Nagar, Muthiahpuram","Special  Training  Centre  for  disabled  children,
J.S.  Nagar,  Muthiahpuram","1.Thoothukudi  Corporation  Sundar  Nagar  Block  4  -  ward  54  (Door  No. From  1  to  4-210-4)  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,20.16528925619835
330,Pottalkadu,"Govt.  High  School,  North  building,  East Portion,  Pottalkadu","1.Mullakkadu  Part  2  (R.V)  And  (P)  Pottalkadu  North  Street  ,  2.Mullakkadu Part  2  (R.V)  And  (P)  Pottalkadu  South  Street  ,  3.Mullakkadu  Part  2  (R.V)
And  (P)  Pottalkadu  Amman  Kovil  Street  ,  4.Mullakkadu  Part  2  (R.V)  And
(P)  Pottalkadu  Nesamani  Nagar  ,  5.Mullakkadu  Part  2  (R.V)  And  (P) Mullakadu  West  Street  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,4.023668639053255
332,M.Thangammalpura m,"Govt.  Hr  Sec.  School,  Arignar  Anna Centenary  Memorial  Building,  1st  room  from East  M.Thangammalpuram","1.Thoothukudi  Corporation  M.  Thangammalpuram  -  ward  54  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,13.43836886005561
334,Muthiapuram,"A.V.S.Primary  School,  West  Building,  1st room  from  North,  Muthiahpuram","1.Thoothukudi  Corporation  Ayyan  kovil  street  -  ward  52  (Door  No.  1  to 4-84-50)  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,32.57042253521127
335,Muthiapuram,"A.V.S.Primary  School,  West  Building,  2nd room  from  North,  Muthiahpuram","1.Thoothukudi  Corporation  Ayyan  kovil  street  -  ward  52  (Door  No. 4-84-51  to  4-143)  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,34.18467583497053
336,Muthiapuram,"A.V.S.  Primary  School,  Main  building,  1st room  from  North,  Muthiahpuram","1.Thoothukudi  Corporation  Ayyan  kovil  street  -  ward  52  (Door  No.  After 4-144)  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,17.3044925124792
337,Muthiapuram,"A.V.S.  Primary  School,  Main  building,  2nd room  from  North,  Muthiahpuram","1.Thoothukudi  Corporation  Ayyan  kovil  street  -  ward  52  (Door  No.  1  to 4-75B)  ,
999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,28.60411899313501
338,Muthiapuram,"A.V.S.  Primary  School,  Main  building,  1st room  from  South,  Muthiahpuram","1.Thoothukudi  Corporation  Ayyan  kovil  street  -  ward  52  (Door  No.  After 4-75B)  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,4.398148148148148
344,Muthiapuram,"K.T.  Kosalram  High  School,  South  Building West  Portion  Muthiahpuram","1.Thoothukudi  Corporation  Kaliamman  Koil  Street  -  ward  52  (Door  No.  1 to  3-500)  ,
999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,26.10229276895943
346,"Spic  Nagar, Muthiapuram","Spic  Nagar  Hr.  Sec.  School,  East  building, Room  No  3,  Spic  Nagar,  Muthiahpuram","1.Thoothukudi  Corporation  Spic  Nagar  Sector  O  -  ward  54  , 2.Thoothukudi  Corporation  Spic  Nagar  B  Sector  -  ward  54  , 3.Thoothukudi  Corporation  Spic  Nagar  C  Sector  -  ward  54  , 4.Thoothukudi  Corporation  Spic  Nagar  Sector  A  -  ward  54  , 5.Thoothukudi  Corporation  Spic  Nagar  Sector  D  -  ward  54  ,
999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,22.22222222222222
348,Thermal  nagar Camp-1,"St.Thomas  Nursery  and  Primary  School,  East portion,  1st  room  from  West,  Thermal  Nagar","1.Thoothukudi  Corporation  Camp  2  Sector  1  -  ward  53  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,15.48387096774194
349,Thermal  nagar Camp-1,"St.Thomas  Nursery  and  Primary  School,  2nd room  from  West,  Thermal  Nagar","1.Thoothukudi  Corporation  Camp  2  Sector  2  -  ward  53  ,  2.Thoothukudi Corporation  Pearl  City  -  ward  51  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,13.37325349301397
352,Thermal  nagar Camp-1,"Thoothukudi  Panchayat  Union  Middle School,  South  Building,  1st  room  from  West, Thermal  Nagar","1.Thoothukudi  Corporation  Kadher  Meeran  Nagar  Block  1  -  ward  51  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,25.08650519031142
354,Thermal  nagar Camp-1,"A.V.S.  Primary  School,  2nd  room  from  West, Thermal  Nagar","1.Thoothukudi  Corporation  Camp  1  Type  DG  43  -  Ward  53  ,
2.Thoothukudi  Corporation  Camp  1  Type  1  -  Ward  53  ,  3.Thoothukudi Corporation  Camp  1  Type  2  -  Ward  53  ,  4.Thoothukudi  Corporation  Camp 1  Type  3  -  Ward  53  ,  5.Thoothukudi  Corporation  Camp  1  Type  4  -  Ward 53  ,  6.Thoothukudi  Corporation  Camp  1  Type  4F  -  ward  53  ,
7.Thoothukudi  Corporation  Camp  1  MG  Type  -  Ward  53  ,  999.OVERSEAS
ELECTORS",Tamilaga Vettri Kazhagam,10.21897810218978
355,Thermal  nagar Camp-1,"A.V.S.  Primary  School,  3rd  room  from  West, Thermal  Nagar","1.Thoothukudi  Corporation  Thermal  Nagar  Camp  1  -  Ward  53  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,14.43298969072165
