Serial No. Of Polling Station,Locality,Building in Which it will be Located,Polling Area,Winner_Party,Margin_Percentage
218,George  Road,"P.M.  Ornales  Lasal  Hr.  Sec.  School,  Lasalle Block,  4th  room  from  South,  George  Road","1.Thoothukudi  Corporation  George  road  -  Ward  31  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,13.45177664974619
221,George  Road,"Dasnevis  Matha  Girls  Hr.  Sec.  School,  Main building,  STD:  XII  B  (Near  to  office  room), George  Road.","1.Thoothukudi  Corporation  Roch  Colony  -  Ward  24  ,  2.Thoothukudi Corporation  Rajeev  Gandhi  Nagar  -  ward  49  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,5.727923627684964
226,SPG  Kovil  1st  street,"T.N.D.T.A  Middle  School,  New  South Building,  1st  room  from  East  (1st  Door),
S.P.G.  Kovil  1st  Street,  Thoothukudi","1.Thoothukudi  Corporation  S.P.G.Kovil  Street  1  -  Ward  28  , 2.Thoothukudi  Corporation  S.P.G  Kovil  Street  2  -  Ward  28  , 3.Thoothukudi  Corporation  S.P.G.  Kovil  Street  3  -  Ward  28  , 4.Thoothukudi  Corporation  S.P.G.Kovil  Street  4  -  Ward  28  , 999.OVERSEAS  ELECTORS",Dravida Munnetra Kazhagam,0.8174386920980926
229,VE  Road,"Holy  Cross  Girls  Higher  Secondary  School, North  building,  1st  room  from  West,  Room No.1  VE  Road  Thoothukudi","1.Thoothukudi  Corporation  Anthoniyar  kovil  street  -  Ward  27  ,
2.Thoothukudi  Corporation  V.E.  Road  -  Ward  27  ,  999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,5.617977528089887
231,VE  Road,"Holy  Cross  Girls  Higher  Secondary  School, St.  Joseph  Block,  2nd  room  from  West,  V.E. Road,  Thoothukudi","1.Thoothukudi  Corporation  Convent  road  -  Ward  27  ,  2.Thoothukudi Corporation  George  Road  -  Ward  31  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,15.69037656903766
232,VE  Road,"Holy  Cross  Girls  Higher  Secondary  School, St.  Joseph  Block,  1st  room  from  West,  V.E. Road,  Thoothukudi","1.Thoothukudi  Corporation  Market  Road  -  Ward  28  ,  999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,19.42148760330578
236,VE  Road,"Holy  Cross  Primary  School,  South  Building, 1st  room  from  West,  (STD  II),  V.E.  Road,
Thoothukudi","1.Thoothukudi  Corporation  M.K.  Street  -  Ward  27  ,  999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,14.56483126110124
237,South  New  Street,"Corporation  Middle  School,  West  Portion, (Near  Office  Room),  South  New  Street,
Thoothukudi","1.Thoothukudi  Corporation  Jeyalani  Street  -  ward  27  (Door  No.  1  to  79)
,  999.OVERSEAS  ELECTORS",Dravida Munnetra Kazhagam,36.93181818181818
238,South  New  Street,"Corporation  Middle  School,  East  Portion, South  New  Street,  Thoothukudi","1.Thoothukudi  Corporation  Jeyalani  Street  -  ward  27  (Door  No.  After  79)
,  999.OVERSEAS  ELECTORS",Dravida Munnetra Kazhagam,32.73657289002558
239,South  New  Street,"Corporation  Middle  School,  West  portion, South  New  Street,  Thoothukudi","1.Thoothukudi  Corporation  Therku  pudu  Street  -  ward  26  , 999.OVERSEAS  ELECTORS",Dravida Munnetra Kazhagam,25.08417508417509
252,Tiruchendur  Road,"Kamaraj  College,  Main  Building,  Hall  No.  16, Tiruchendur  Road  Thoothukudi","1.Thoothukudi  Corporation  New  Salt  Colony  Block  4  -  ward  49  ,
2.Thoothukudi  Corporation  Central  Government  Employees  Colony  Block 4  -  ward  49  ,  3.Thoothukudi  Corporation  Post  Officers  Quarters  -  ward  49
,  999.OVERSEAS  ELECTORS",Dravida Munnetra Kazhagam,0.8385744234800839
257,Rajapandi  Nagar,"Nirmal  Rural  Development  Centre  Project Office  (SCAD),  South  Building,  3rd  Room from  East,  Rajapandi  Nagar","1.Thoothukudi  Corporation  Rajapandi  Nagar  -  ward  50  ,  999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,18.53211009174312
260,Caldwell  Colony  4th Street,"Infant  Jesus  Nursery  and  Primary  School, 2nd  Room  from  East,  Caldwell  Colony  4th Street","1.Thoothukudi  Corporation  Anthonyarpuram  -  ward  50  (Door  No.  Above 44-346)  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,7.660455486542443
261,Caldwell  Colony  4th Street,"Infant  Jesus  Nursery  and  Primary  School, 3rd  Room  from  East,  Caldwell  Colony  4th Street","1.Thoothukudi  Corporation  Caldwell  Colony  -  ward  49  (Door  No.  1  to 5A-466)  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,2.844141069397042
262,Caldwell  Colony  4th Street,"Infant  Jesus  Nursery  and  Primary  School, 1st  Room  from  West,  Caldwell  Colony  4th Street","1.Thoothukudi  Corporation  Caldwell  Colony  -  ward  49  (Door  No.  Above 5A-466)  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,9.797297297297296
270,Tiruchendur  Road,"Bharat  Ratna  Kamarajar  Matriculation  Hr. Sec.  School,  Main  Block,  Room  No.  106, Tiruchendur  Road,  Thoothukudi","1.Thoothukudi  Corporation  Bangalow  Street  (Sivanthakulam)  -  ward  46  , 2.Thoothukudi  Corporation  Pakkilpuram  -  ward  46  ,  999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,2.4
275,VE  Road,"DMNS.  Dr.  Sivanthi  Adithanar  Matriculation Hr.Sec.  School,  North  Building,  3rd  room from  West,  (STD  U.K.G.  B),  V.E  Road","1.Thoothukudi  Corporation  Mela  Shanmugapuram  2nd  Street  -  Ward  45  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,11.21251629726206
279,Devarpuram  Road,"Subbiah  Vidhyalayam  Girls  Hr.  Sec.  School, Annammal  Subbiah  Nadar  Building,  North Facing  Room,  (STD  VI  D),  Devarpuram  Road","1.Thoothukudi  Corporation  Poldenpuram  2nd  street  -  Ward  44  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,12.7147766323024
280,Devarpuram  Road,"Subbiah  Vidhyalayam  Girls  Hr.  Sec.  School, Annammal  Subbiah  Nadar  Building,  3rd room  from  South,  (STD  VI  F),  Devarpuram Road","1.Thoothukudi  Corporation  Poldenpuram  3rd  Street  -  Ward  44  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,5.988023952095809
286,Devarpuram,"Bharathiyar  Vidhyalayam  Hr.  Sec.  School, North  Building,  East  portion,  2nd  room, Devarpuram","1.Thoothukudi  Corporation  Poldenpuram  1st  Street  -  ward  44  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,21.82857142857143
288,Subbiahpuram  2nd Street,"St.  Charles  Middle  School,  South  Building, 1st  room  from  West  (1st  door), Subbiahpuram  2nd  Street","1.Thoothukudi  Corporation  Subbiahpuram  1st  Street  -  Ward  44  ,
2.Thoothukudi  Corporation  Subbaiahpuram  2nd  Street  -  Ward  44  , 999.OVERSEAS  ELECTORS",Dravida Munnetra Kazhagam,1.62748643761302
289,Subbiahpuram  2nd Street,"St.  Charles  Middle  School,  South  Building, 2nd  room  from  West  (2nd  door), Subbiahpuram  2nd  Street","1.Thoothukudi  Corporation  Subbiahpuram  3rd  street  -  ward  44  , 2.Thoothukudi  Corporation  Subbaiahpuram  4th  Street  -  ward  44  , 3.Thoothukudi  Corporation  Subbaiahpuram  5th  Street  -  ward  44  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,10.17699115044248
290,Subbiahpuram  2nd Street,"St.  Charles  Middle  School,  South  Building, 3rd  room  from  West  (3rd  door), Subbiahpuram  2nd  Street","1.Thoothukudi  Corporation  Masilamanipuram  1st  street  -  ward  44  , 2.Thoothukudi  Corporation  Masilamanipuram  2nd  Street  -  ward  44  , 3.Thoothukudi  Corporation  Masilamanipuram  3rd  Street  -  ward  44  , 4.Thoothukudi  Corporation  Masilamanipuram  4th  Street  -  ward  44  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,2.352941176470588
294,Doovipuram  11th Street,"Corporation  Primary  School,  North  Building, West  portion  1st  room,  Doovipuram  11th Street,  Thoothukudi","1.Thoothukudi  Corporation  Ettayapuram  Road  -  Ward  40  , 2.Thoothukudi  Corporation  Jeyaraj  road  -  Ward  38
3.Thoothukudi  Corporation  V.V.D.Road  -  Ward  41
4.Thoothukudi  Corporation  Doovipuram  8th  Street  -  Ward  37  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,7.726597325408618
299,Doovipuram  2nd Street,"St.  James  English  School  (T.N.D.T.A.  Middle School  Campus),  North  portion,  Doovipuram 2nd  Street","1.Thoothukudi  Corporation  Doovipuram  3rd  Street  -  Ward  41  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,5.614567526555387
304,Doovipuram  2nd Street,"T.N.D.T.A  Middle  School,  Sathya  Daniel  Hall, East  facing  room,  Doovipuram  2nd  Street,
Thoothukkudi","1.Thoothukudi  Corporation  Doovipuram  2nd  Street  -  Ward  41  , 999.OVERSEAS  ELECTORS",Dravida Munnetra Kazhagam,3.663003663003663
306,Chidambara  nagar,"Crescent  Matric.  Hr.  Sec.  School,  Main Building,  Room  No,  4,  Chidambaranagar, Thoothukudi","1.Thoothukudi  Corporation  Chidambara  nagar  east  -  Ward  42  , 2.Thoothukudi  Corporation  Chidambara  Nagar  West  -  Ward  42  ,
3.Thoothukudi  Corporation  Chidambara  Nagar  South  -  Ward  42  , 4.Thoothukudi  Corporation  Chidambara  Nagar  North  -  Ward  42  ,
5.Thoothukudi  Corporation  Chidambara  Nagar  Main  Road  -  Ward  42  ,
6.Thoothukudi  Corporation  Chidambara  Nagar  1st  Street  -  Ward  42  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,3.013698630136986
308,Chidambara  nagar,"Crescent  Matric.  Hr.  Sec.  School,  Main Building,  Room  No  9,  Chidambaranagar, Thoothukudi","1.Thoothukudi  Corporation  Bryant  nagar  1st  street  -  Ward  73  ,
2.Thoothukudi  Corporation  Bryant  Nagar  2nd  Street  -  Ward  43  , 999.OVERSEAS  ELECTORS",Dravida Munnetra Kazhagam,0.4754358161648178
309,Chidambara  nagar,"Crescent  Matric.  Hr.  Sec.  School,  Main Building,  Room  No  11,  Chidambaranagar, Thoothukudi","1.Thoothukudi  Corporation  Bryant  Nagar  3rd  street  -  Ward  43  , 2.Thoothukudi  Corporation  Bryant  Nagar  4th  Street  -  Ward  43  ,
999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,7.810320781032078
312,Bryant  Nagar  7th Street,"T.N.D.T.A  Primary  School,  East  Building, South  Portion,  Bryant  Nagar  7th  Street, Thoothukudi","1.Thoothukudi  Corporation  Bryant  Nagar  11th  Street  -  Ward  47  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,11.37026239067055
314,Bryant  Nagar  7th Street,"T.N.D.T.A  Primary  School,  West  Building, Middle  portion,  Bryant  Nagar  7th  Street, Thoothukudi","1.Thoothukudi  Corporation  Bryant  Nagar  7th  Street  -  Ward  43  (Door  No. After  30)  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,2.140672782874617
319,Levengipuram,"ICDS  Centre  No.  42,  West  portion (Corporation  Primary  School  campus), Levengipuram,  Thoothukudi","1.Thoothukudi  Corporation  Muniasamypuram  Extension  1  -  Ward  46  , 2.Thoothukudi  Corporation  Ambedhkar  Colony  -  Ward  46  ,
3.Thoothukudi  Corporation  Muniyasamypuram  Extension  3  -  Ward  46  , 4.Thoothukudi  Corporation  Kamarajar  Road  -  Ward  46  ,  999.OVERSEAS
ELECTORS",Tamilaga Vettri Kazhagam,18.91025641025641
320,Levengipuram,"ICDS  Centre  No.  44,  East  portion (Corporation  Primary  School  campus), Levengipuram,  Thoothukudi","1.Thoothukudi  Corporation  Sudalai  Colony  -  Ward  46  ,  2.Thoothukudi Corporation  Muniyasamypuram  2  -  Ward  46  ,  999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,10.02386634844869
321,Levengipuram,"Corporation  Primary  School,  North  Building, 2nd  room  from  west,  Levengipuram,
Thoothukkudi","1.Thoothukudi  Corporation  Sivanthakualam  1st  street  -  Ward  47  , 2.Thoothukudi  Corporation  Sivanthakulam  2nd  Street  -  Ward  47  ,
3.Thoothukudi  Corporation  Muniasamypuram  1st  Street  Extension  -
Ward  46  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,16.66666666666666
327,"J.S.  Nagar, Muthiahpuram","Corporation  Primary  School,  New  Building, 2nd  Room  from  East,  J.S.Nagar, Muthiahpuram","1.Thoothukudi  Corporation  Sundar  Nagar  Block  4  -  ward  54  (Door  No. From  4-210-5  to  Last)  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,4.850746268656716
333,M.Thangammalpura m,"Govt  Hr  Sec  School  West  Building,  1st  room from  South,  M.  Thangammalpuram","1.Thoothukudi  Corporation  Harbour  Construction  Road  -  ward  52  ,
2.Thoothukudi  Corporation  Shunmugapuram  -  ward  54  ,  3.Thoothukudi Corporation  Soosai  Nagar  -  ward  52  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,9.876543209876544
342,Muthiapuram,"K.T.  Kosalram  High  School,  P.V.  Muthiah Memorial  Block,  3rd  room  from  West,  (3rd door),  Muthiahpuram","1.Thoothukudi  Corporation  East  Street  -  ward  52  (Door  No.  After  1-79-14)
,  999.OVERSEAS  ELECTORS",Dravida Munnetra Kazhagam,2.376599634369287
343,Muthiapuram,"K.T.  Kosalram  High  School,  North  East Building,  1st  room  from  East, Muthiahpuram","1.Thoothukudi  Corporation  Muslim  Street  -  ward  52  ,  999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,13.38742393509128
345,Muthiapuram,"K.T.  Kosalram  High  School,  South  Building East  Portion  Muthiahpuram","1.Thoothukudi  Corporation  Kaliamman  Koil  Street  -  ward  52  (Door  No. After  3-500)  ,
999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,0.847457627118644
350,Thermal  nagar Camp-1,"St.Thomas  Nursery  and  Primary  School,  3rd room  from  West,  Thermal  Nagar","1.Thoothukudi  Corporation  Thermal  Power  Station  Housing  Board  Type  2 Sector  G  -  ward  53  ,  2.Thoothukudi  Corporation  Thermal  Power  Station Housing  Board  Type  2  Sector  1  -  ward  53  ,  999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,13.05841924398626
356,Thermal  nagar Camp-1,"A.V.S.Primary  School,  East  portion  2nd room,  Thermal  Nagar,","1.Thoothukudi  Corporation  Thermal  Nagar  Camp1  Type  1  -  Ward  53  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,14.6
357,New  Harbour,"J.I.Coilpillai  Memorial  Hr.  Sec.  School,  East portion,  Room  No  15,  New  Harbour","1.Thoothukudi  Corporation  Bharathi  Nagar  Shoping  Complex,  Post  Office Complex  -  Ward  60  ,  2.Thoothukudi  Corporation  New  Harbour  MVA Quarters,  CIS  Quarters  -  Ward  60  ,  3.Thoothukudi  Corporation  Type  2 Harbour  Housing  Board  -Ward  60  ,  4.Thoothukudi  Corporation  Harbour Housing  Board  Customs  Quarters  -  Ward  60  ,  999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,17.52136752136752
358,New  Harbour,"J.I.Coilpillai  Memorial  Hr.  Sec.  School,  East portion,  Room  No  16,  New  Harbour","1.Thoothukudi  Corporation  Bharathi  Nagar  Type  1,  2,  3,  4  -  Ward  60  , 999.OVERSEAS  ELECTORS",Tamilaga Vettri Kazhagam,4.672897196261682
