Label,Total_Votes,Share_Percentage
AIADMK,92372,36.12105001779227
TVK,78365,30.64376742567327
DMK,75335,29.45891940296173
NTK,6931,2.71029097208373
IND,2512,0.9822898458915492
TAVAK,214,0.08368233559744886
