Polling_Station_No,location_clean,polling areas,Winner_Party,Runner_Up_Party,Margin_Of_Victory,Margin_Percentage
131,Virattipathu-625016,"1.Madurai (C) Virattipathu(P) Co.Opptex Colony  Ward 67,
2.Madurai (C) Virattipathu(P) Theni Main Road Ward 67 ,
3.Madurai (C) Virattipathu(P) Theni Road 2nd Street Ward 67 ,",dravida munnetra kazhagam,tamilaga vettri kazhagam,2,0.2534854245880862
142,North Side building,"1.Madurai (C) Kanmaikarai Main Veethi Ward 62 ,
2.Madurai (C) Raju Pillai Street Ward 62",tamilaga vettri kazhagam,dravida munnetra kazhagam,19,3.38680926916221
143,East side 2nd Room,"1.Madurai (C) Sammattipuram Main Road Ward 65,
2.Madurai (C) Othakkadai West Ward 62",dravida munnetra kazhagam,tamilaga vettri kazhagam,34,4.370179948586118
148,"East Building North
Side Room P P Chavadi Sammattipuram-625010","1.Madurai (C) Chokkalinga Nagar Main Veethi Ward 69 ,
2.Madurai (C) Chokkalinga Nagar 1st Street Ward 69",tamilaga vettri kazhagam,dravida munnetra kazhagam,15,2.782931354359926
150,Samatipuram,"1.Madurai (C) Chandra Gandhi Nagar Ward 69 ,
2.Madurai (C) Bye Pass Road Ward 69 ,
3.Madurai (C) Rams Apartment Ward 69 ,
4.Madurai (C) Vajra Apartment Ward 69",tamilaga vettri kazhagam,all india anna dravida munnetra kazhagam,8,1.769911504424779
152,K.N.P.M.Madurai Pillamar Sangam Hr.Sec.Samatipuram South Side Building fromEast to West (1st Classroom) - North Facing,"1.Madurai (C) Chokkalinga Nagar 6th Street Ward 69 , 2 - Madurai (C), Chockalinga Nagar 3rd Street Ward 69",tamilaga vettri kazhagam,dravida munnetra kazhagam,15,2.255639097744361
155,Samatipuram-625010,"1.Madurai(C) Sammattipuram 1st Street Ward 65 , 2.Madurai(C) Sammattipuram 2nd Street Ward 65,
3.Madurai(C) Sammattipuram 3rd Street (Gandhiji Street) Ward 65, 4.Madurai(C) Ponmeni Main Road Pudhuvasantham 1st Street Ward 68 , 5.Madurai(C) Ponmeni Main Road Pudhuvasantham 2nd Street Ward 68 6.Madurai(C) Ponmeni Main Road Muthu Nagar 1st Street Ward 68 ,
7.Madurai(C) Ponmeni Main Road Muthu Nagar 2nd Street Ward 68 ,",dravida munnetra kazhagam,tamilaga vettri kazhagam,12,1.38568129330254
164,Ponmeni-625010,1.Madurai (C) Surenthira Nagar Ward 69,tamilaga vettri kazhagam,dravida munnetra kazhagam,19,3.991596638655462
167,Ponmeni - 625010,"1.Madurai (C) Harijan 1st Street Ponmeni Ward 68 ,
2.Madurai (C) Harijan 2nd Street Ward 68 ,
3.Madurai (C) Arijan 3rd Street Ward 68 ,
4.Madurai (C) Ramaiaya Aasari Street Ponmeni Ward 68 ,
5.Madurai (C) Arijan East Street Ponmeni Ward 68 ,
6.Madurai (C) Thanathuvam Street Ponmeni Ward 68",tamilaga vettri kazhagam,dravida munnetra kazhagam,17,2.141057934508816
169,Ponmeni-625010,"1.Madurai (C) North Main Veethi Ward 69 ,
2.Madurai (C) Thiruvalluvar Street Ponmeni Ward 69 ,
3.Madurai (C) Thiruvalluvar 2nd Street Ward 69 ,
4.Madurai (C) Aadavan Street Ponmeni Ward 69 ,
5.Madurai (C) Ragavendra Street Ponmeni Ward 69 ,
6.Madurai (C) Santhana Nagar Ward 69 ,
7.Madurai (C) Karpaga Vinayagar Street Ward 69 ,
8.Madurai (C) Sivasakthi Nagar Ponmeni Ward 69",dravida munnetra kazhagam,tamilaga vettri kazhagam,8,1.702127659574468
170,K.N.P.M.Madurai Pillamar Sangam Hr.Sec.Samatipuram South Eastern Side CornerBuilding (2nd Classroom) - West Facing,"1.Madurai (C) First Mettu Street Ward 68 ,
2.Madurai (C) Second Mettu Street Ward 68 ,
3.Madurai (C) 3rd Mettu Street Ward 68 ,
4.Madurai (C) 4th Mettu Street Ward 68 ,
5.Madurai (C) Balamurugan Street Ward 68 ,
6.Madurai (C) Asuvathi Street Ward 68 ,
7.Madurai (C) Vallalar Street Ward 68 ,
8.Madurai (C) Nethaji Street Ward 68 ,
9.Madurai (C) Nethaji 4th Cross Street Ward 68 , 10.Madurai(C) Nethaji Street Main Ward 68",tamilaga vettri kazhagam,dravida munnetra kazhagam,7,1.01010101010101
172,Samatipuram-625010,"1.Madurai (C) Krishna Street Ward 67 ,
2.Madurai (C) Raj Nagar Main Road Ward 68 ,
3.Madurai (C) Raj Nagar Cross Street Ward 68 ,
4.Madurai (C) Raj Nagar 1st Cross Street Ward 68 ,
5.Madurai (C) Raj Nagar 2nd Cross Street Ward 68 ,
6.Madurai (C) Raj Nagar 3rd Street Ward 68 ,
7.Madurai (C) Soundharam Street Ward 68 ,",dravida munnetra kazhagam,tamilaga vettri kazhagam,8,1.103448275862069
175,Samatipuram-625010,"1 - Madurai (C), Sri Ram Nagar (Main Road) Ward 68
2- Madurai (C), Meenachipuram Theni Main Road Ward 67
3- Madurai (C), Sammattipuram Main Road Ward 68",tamilaga vettri kazhagam,dravida munnetra kazhagam,13,2.642276422764228
176,Madakulam - 625003,"1 - Madurai (C), Madakulam Main Road Ward 71(from door no. 1 to door no.123/B)",dravida munnetra kazhagam,tamilaga vettri kazhagam,1,0.1149425287356322
177,Madakulam-625003,"1.Madurai (C) Sathyamoorthy Street Ward 71 ,
2.Madurai (C) Thirupathi Nagar Ward 71,
3.Madurai (C) Periyar Nagar Ward 71 ,",tamilaga vettri kazhagam,dravida munnetra kazhagam,36,4.780876494023905
179,Madakulam-625003,"1.Madurai (C) Kalinga Nayakkar Street Ward 71 ,
2.Madurai (C) Manickam Pillai Street Ward 71 ,
3.Madurai (C) Muthaiah Naickar Street Ward 71 ,
4.Madurai (C) Chokkalinga Nayakkar Street Ward 71 ,
5.Madurai (C) Devendra Kulachavadi Madakulam Ward 71 ,
6.Madurai (C) Rahavendra Nagar Madakulam Ward 71
7.Madurai (C) Erulandi Velalar Street Ward 71 ,
8. Madurai (C), Madakulam Main Road Ward 71(from door no.124)
9.Madurai (C) Kabaleeswarar Nagar Ward 71 ,
10.Madurai (C) Samiyadi Periyakaruppan Street Ward 71 ,
11.Madurai (C) Sonai Kovil Street Ward 71 ,
12.Madurai (C) Gandhiji Vasaga Salai Street Ward 71 ,
13.Madurai (C) Sonai Muthupillai Street Ward 71 ,",dravida munnetra kazhagam,tamilaga vettri kazhagam,35,4.35865504358655
180,Madakulam-625003,"1.Madurai (C) Madakkulam Main Road Ward 71 , (From Door no. 106-1 till last)
2.Madurai (C) Madakulam Main Road 2nd Kurukku Theru Ward 71 ,
3.Madurai (C) Madakulam Cross Street Ward 71
4.Madurai (C) Madakkulam Main Road 1st Kurukku Theru Ward 71
5.Madurai (C) Madakulam Nadu Main Street Ext. Roja Nagar Ward 71",tamilaga vettri kazhagam,dravida munnetra kazhagam,13,1.838755304101839
188,Madurai 625003,"1.Madurai (C) Aringar Anna Street Ward 70  ,
2.Madurai (C) Manickavasagar Street Ward 70 ,
3.Madurai (C) Subramania Siva Street Ward 70 ,
4.Madurai (C) Kandhasamy Street Ward 70 ,
5.Madurai (C) Lakshmanan Street Ward 70  ,
6.Madurai (C) Ramakrishna Street Ward 70 ,
7.Madurai (C) VOC Street Ward 70 ,
8.Madurai (C) Santhanam Street Ward 70 ,
9.Madurai (C) Sundararajan Street Ward 70 ,
10.Madurai (C) Kalaingar Street Ward 70  ,
11.Madurai (C) Vanjinathan Street Ward 70 ,
12.Madurai (C) Annai Therasa Street Ward 70 ,
13.Madurai (C) N.S.K Street Ward 70 ,
14.Madurai (C) Vallalar Street Ward 70  ,
15.Madurai (C) Seyon Street Nehru Nagar Ward 70,",tamilaga vettri kazhagam,dravida munnetra kazhagam,9,1.300578034682081
190,Palanganatham - 625003,1.Madurai (c) Therkutheru ward 71,tamilaga vettri kazhagam,dravida munnetra kazhagam,3,0.3337041156840935
194,Palanganatham Main Road-625003,"1.Madurai (C) Kambar Cross Street Ward 74 ,
2.Madurai (C) Kaliamman Kovil Street Ward 74",tamilaga vettri kazhagam,dravida munnetra kazhagam,14,3.090507726269316
195,Palanganatham Main Road-625003,"1.Madurai (C) Manicka Vasakam Pillai Street Ward 74 ,
2.Madurai (C) Raja Sethupathy Street Ward 74 ,
3.Madurai (C) Vellaisamy Servai Street Ward 74 ,
4 - Madurai  (C), Palaganaththam North Street Ward 74 ( from door no.124)",tamilaga vettri kazhagam,dravida munnetra kazhagam,10,1.972386587771203
198,Nehru Nagar Bye Pass Road-625003,"1.Madurai (C) Duraisamy Nagar 1st Cross Street  Ward 70 ,
2.Madurai (C) Duraisamy Nagar 2nd Cross Street Ward 70 ,
3.Madurai (C) Duraisamy Nagar 3rd Cross Street  Ward 70 ,
4.Madurai (C) Duraisamy Nagar Vivek Street  Extension Ward 70 ,
5.Madurai (C) Duraisamy Nagar Santhiya Street  Ward 70 ,
6.Madurai (C) Duraisamy Nagar Pretham Street  Ward 70",tamilaga vettri kazhagam,dravida munnetra kazhagam,14,3.181818181818182
199,Nehru Nagar Bye Pass Road-625003,"1.Madurai (C) Duraisamy Nagar Main Road  Ward 70 ,
2.Madurai (C) Swarupvihar Duraisamy Nagar Main Road Ward 70
3.Madurai (C) Duraisamy Nagar Aswini Street Ward 70 ,
4.Madurai (C) Duraisamy Nagar Shalini Street  Ward 70 ,
5.Madurai (C) Duraisamy Nagar Jawahar Cross Street Ward 70,",tamilaga vettri kazhagam,dravida munnetra kazhagam,7,1.068702290076336
200,Byepass Road-625003,"1.Madurai (C) Jegan Apartment Thai Mookambikai Nagar Ward 70 ,
2.Madurai (C) Bagavathi Street Duraisamy Nagar Ward 70 ,
3.Madurai (C) Velmurugan Nagar Vaigai Veethi Ward 70 ,
4.Madurai (C) Velmurugan Nagar Gangai Veethi Ward 70 ,
5.Madurai (C) Velmurugan Nagar Kaveri Veethi Ward 70 ,
6.Madurai (C) Narmadha Veethi Ward 70 ,
7.Madurai (C) Thamiraparani Veethi  Ward 70 ,
8.Madurai (C) Aparna Enclavement Ward 70 ,
9.Madurai (C) Velmurugan Nagar Nandhini Street Ward 70
10.Madurai (C) Srinivas Apartment Velmurugan Nagar Ward 70 ,
11.Madurai (C) Abarna Garden Nandhini Street Velmurugan Nagar Ward 70",dravida munnetra kazhagam,tamilaga vettri kazhagam,22,3.129445234708392
201,Palangantham-625003,"1.Madurai (C) Sirungeri Nagar Ward 70 ,
2.Madurai (C) Muthupandi Nagar Ward 70 ,
3.Madurai (C) Vanamamalai Nagar Main Road Ward 70 ,
4.Madurai (C) Vanamamalai Nagar 1st Main Road Ward 70
5.Madurai (C) Vanamamalai Nagar 2nd Main Road Ward 70
6.Madurai (C) Vanamamalai Nagar 1st Cross Street Ward 70
7.Madurai (C) Vanamamalai 2nd Cross Street Ward 70 ,
8.Madurai (C) Vanamamalai Nagar 3rd Cross Street Ward 70
9.Madurai (C) Vanamamalai Nagar 4th Cross Street Ward 70
10.Madurai (C) Vanamamalai 5th Cross Street Ward 70 ,
11.Madurai (C) Pattukottai Kalyana Sundaranar Street Ward 70",tamilaga vettri kazhagam,dravida munnetra kazhagam,21,4.719101123595506
206,East Building 3rd Room From North Side Byepass Road,"1.Madurai (C) Neethi Nagar Ward 70 ,
2.Madurai (C) North Street Ward 74 ,
3.Madurai (C) Bye Pass Road Ward 74
4.Madurai (C) Erikarai Street Ward 70  ,
5.Madurai (C) Navarathina Veethi Ward 70 ,
6.Madurai (C) Vallalar Street Ward 70 ,
7.Madurai (C) Seenivasa Street Ward 70 ,",dravida munnetra kazhagam,tamilaga vettri kazhagam,5,1.165501165501166
208,Palanganatham-625003,"4.Madurai (C) Vivekanandhar Street Ward 74 ,
5.Madurai (C) Rajaji Street Ward 74 ,
1.Madurai (C) Avvaiyar Street Ward 74 ,
2.Madurai (C) Valliammai Street Ward 74 ,
3.Madurai (C) Salai Nagar Ward 70
6.Madurai (C) Thiruvalluvar Street Ward 74",tamilaga vettri kazhagam,dravida munnetra kazhagam,23,4.713114754098361
209,Palanganatham-625003,"1.Madurai (C) Nehruji Street Ward 74 ,
2.Madurai (C) Maruthupandiyar 1st Street Ward 74 ,
3.Madurai (C) Balakrishnan Mudaliar Street Ward 74 ,
4.Madurai (C) Ponnandi Street Ward 71 ,
5.Madurai (C) Yogiyar Nagar Ward 72",tamilaga vettri kazhagam,dravida munnetra kazhagam,19,3.435804701627486
222,TVS Nagar-625003,"1.Madurai (C) Nehru Nagar 1st Street Ward 73 ,
2.Madurai (C) Nehru Nagar 2nd Street Ward 73 ,
3.Madurai (C) Nehru Nagar 3rd Street Ward 73 ,
4.Madurai (C) Nehru Nagar 4th Street Ward 73 ,
5.Madurai (C) Nehru Nagar 5th Street Ward 73 ,
6.Madurai (C) Nehru Nagar 6th Street Ward 73 ,
7.Madurai (C) Sundarar Street Ward 73",tamilaga vettri kazhagam,dravida munnetra kazhagam,23,3.852596314907872
223,Pykara-625004,"1 - Madurai (C), E. B. Main Road Ward 72 (from door no. 1 to door no. 99)",dravida munnetra kazhagam,tamilaga vettri kazhagam,16,2.247191011235955
224,Pykara-625004,"1.Madurai (C) Rotary Village Ward 72 ,
2.Madurai (C) Nagendirapuram Ward 72 ,
3.Madurai (C) Vivekanandhar Street Ward 72",dravida munnetra kazhagam,tamilaga vettri kazhagam,33,4.796511627906977
226,Pykara-625004,"1.Madurai (C) Govt. Colony Pykara Ward 72 ,
2.Madurai (C) Alagusundaram  Nagar 1st Street Ward 73 , 3Madurai (C) Alagu Sundaram Nagar 2nd Street Ward 73  ,
4.Madurai (C) Alagu Sundaram Nagar 3rd Street Ward 73 ,
5.Madurai (C) Alagu Sundaram Nagar 4th Street Ward 73",tamilaga vettri kazhagam,dravida munnetra kazhagam,3,0.6564551422319475
231,Pykara-625004,"1.Madurai (C) Muthuramalingapuram 3rd Street Ward 72 ,
2.Madurai (C) Muthuramalingapuram 4th Street Ward 72  ,
3.Madurai (C) Muthuramalingapuram 5th Street Ward 72 ,
4.Madurai (C) Mettu 1st Street Ward 72 ,
5.Madurai (C) Muthuramalingapuram 6th Street Ward 72",dravida munnetra kazhagam,tamilaga vettri kazhagam,21,3.317535545023697
234,(Room.No.8) T.V.S.Nagar-625003,"1.Madurai (C) Gurunathapuram  Kovalan Nagar Roja Street Ward 78  ,
2.Madurai (C) Gurunathapuram Kovalan Nagar Kurunji Street Ward 78 ,
3.Madurai (C) Gurunathapuram Kovalan Nagar 7th Street Ward 78 ,
4.Madurai (C) Gurunathapuram Kovalan Nagar 8th Street Ward 78 ,
5.Madurai (C) Gurunathapuram Kovalan Nagar TVS Lakshmi Nagar Ward 78 ,
6.Madurai (C) Gurunathapuram Kovalan Nagar Muniyandi Nagar Samathuvapuram Ward 78 ,
7.Madurai (C) Gurunathapuram Kovalan Nagar Sathyasai Nagar Ward 78",dravida munnetra kazhagam,tamilaga vettri kazhagam,1,0.1785714285714286
235,(Room.No.6) T.V.S.Nagar-625003,"1.Madurai (C) Kovalan Nagar 1st Street Ward 78 ,
2.Madurai (C) Kovalan Nagar 2nd Street Ward 78 ,
3.Madurai (C) Kovalan Nagar 3rd Street Ward 78 ,",tamilaga vettri kazhagam,dravida munnetra kazhagam,26,3.687943262411348
236,TVS Nagar -625003,"1.Madurai (C) Kovalan Nagar 5th Street Ward 78 ,
2.Madurai (C) Santhanam Nagar Ward 78 ,
3.Madurai (C) Gandhiji Street Ward 73",tamilaga vettri kazhagam,dravida munnetra kazhagam,21,3.338632750397456
238,"Pudhukulam
II Bit -625004","1.Madurai (C) TPK Main Road Ward 72 ,",dravida munnetra kazhagam,dravida munnetra kazhagam,0,0.0
242,(Room.No.3) T.V.S.Nagar-625003,"1.Madurai (C) Meenakshi Road TVS Nagar Ward 73 ,
2.Madurai (C) Duraisamy Road TVS Nagar Ward 73",tamilaga vettri kazhagam,all india anna dravida munnetra kazhagam,22,4.435483870967742
251,T.V.S.Nagar-625003,"1.Madurai (C) Meenambigai Nagar 3rd Street Ward 78 ,
2.Madurai (C) Meenambigai Nagar 5th Cross Street Ward 78",tamilaga vettri kazhagam,dravida munnetra kazhagam,5,0.7299270072992701
256,"T.V.S
Nagar-625003","1 - Madurai (C), Jeeva Nagar 2nd Street-1 Ward 78 (door no, 1 to 110)",tamilaga vettri kazhagam,dravida munnetra kazhagam,19,2.753623188405797
264,Jaihindpuram-625011,"1.Madurai (C) Prema School Street Ward 79 ,",tamilaga vettri kazhagam,dravida munnetra kazhagam,8,1.423487544483986
288,Jaihindupuram-625011,1.Madurai (C) Jaihindpuram Main Veethi Ward 80,tamilaga vettri kazhagam,dravida munnetra kazhagam,24,4.624277456647398
306,"Jaihindpuram Main Road
Madurai",1.Madurai (C) Jaihindpuram 1st Street Ward 81,tamilaga vettri kazhagam,dravida munnetra kazhagam,15,3.151260504201681
318,,"1.Madurai (C) Thiruppathi Nagar Solaialagupuram 1st Street  Ward 83,
2.Madurai (C) Solaialagupuram Main Road Ward 82",tamilaga vettri kazhagam,dravida munnetra kazhagam,20,2.534854245880862
