Polling_Station_No,location_clean,total of valid votes,Total_Independent_Votes,Winner_Party,Margin_Of_Victory,Independent_Vote_Share_%,Is_Spoiler_Risk
265,Chinna Anuppanadi-625009,1007,1,tamilaga vettri kazhagam,272,0.09930486593843098,No
68,625006,924,0,tamilaga vettri kazhagam,106,0.0,No
325,Transport Nagar Papanodai - 625022,535,0,dravida munnetra kazhagam,31,0.0,No
130,East Building East Portion Thiruparankundarm (East) -625005,587,0,tamilaga vettri kazhagam,156,0.0,No
191,M M C Colony Avaniyapuram-625012,754,0,tamilaga vettri kazhagam,50,0.0,No
192,"My Madurai Play School Center UKG Room Avaniyapuram -
625012",575,0,tamilaga vettri kazhagam,109,0.0,No
82,West Building Middle Portion Thirunagar-625006,677,0,tamilaga vettri kazhagam,134,0.0,No
195,west Portion Avaniyapuram-625012,780,0,tamilaga vettri kazhagam,111,0.0,No
81,West Building Middle Portion (South Side) Thirunagar-625006,646,0,tamilaga vettri kazhagam,116,0.0,No
20,Nagamalai Pudukottai -625019,549,0,tamilaga vettri kazhagam,126,0.0,No
67,Vilacheri-625006,828,0,dravida munnetra kazhagam,431,0.0,No
116,Thiruparankundram-625005,782,0,tamilaga vettri kazhagam,47,0.0,No
18,Nagamalai Pudhukkottai -625019,569,0,tamilaga vettri kazhagam,75,0.0,No
336,Valayapatti-625022,742,0,dravida munnetra kazhagam,27,0.0,No
16,Karadipatti-625019,709,0,tamilaga vettri kazhagam,88,0.0,No
25,Southern Side Nagamalai Pudukottai 625019,627,0,tamilaga vettri kazhagam,113,0.0,No
236,Avaniyapuram- 625012,542,0,dravida munnetra kazhagam,30,0.0,No
14,"Vijayalakshmi Sanjeevi malaiyan mazhalaiyar magizhvagam Primary School (T Mathiprakash Kids Room) Theni Main
Road Karadipatti",331,0,tamilaga vettri kazhagam,53,0.0,No
13,Karadipatti -625019,691,0,tamilaga vettri kazhagam,69,0.0,No
112,Room No 3 Thiruparankundram-625005,728,0,tamilaga vettri kazhagam,252,0.0,No
69,Vilacheri-625006,444,0,tamilaga vettri kazhagam,63,0.0,No
234,Avaniyapuram- 625012,606,0,tamilaga vettri kazhagam,180,0.0,No
198,Avaniyapuram-625012,746,0,tamilaga vettri kazhagam,197,0.0,No
232,625012,630,0,tamilaga vettri kazhagam,119,0.0,No
231,Avaniapuram-625012,565,0,tamilaga vettri kazhagam,120,0.0,No
106,Room No 5 Pasumalai-625004,636,0,tamilaga vettri kazhagam,29,0.0,No
108,Thiruparankundram-625005,684,0,tamilaga vettri kazhagam,172,0.0,No
228,Avaniapuram-625012,720,0,tamilaga vettri kazhagam,194,0.0,No
76,(East side) Thirunagar-625006,622,0,tamilaga vettri kazhagam,113,0.0,No
324,"Chinna Udaippu-
625022",512,0,all india anna dravida munnetra kazhagam,0,0.0,No
190,"My Madurai Play School North Side Project Room
Avaniyapuram -625012",625,0,tamilaga vettri kazhagam,100,0.0,No
99,Thirunagar-625006,666,0,tamilaga vettri kazhagam,169,0.0,No
187,(Near Avaniyapuram Out Post Police Station) -625012,506,0,tamilaga vettri kazhagam,120,0.0,No
39,Keelakuilkudi-625019,429,0,dravida munnetra kazhagam,36,0.0,No
285,Chinthamani Road -625009,458,0,tamilaga vettri kazhagam,59,0.0,No
47,Thoppur-625008,577,0,tamilaga vettri kazhagam,24,0.0,No
296,Muniyandi Kovil Street Iravathanallur - 625009,935,0,tamilaga vettri kazhagam,255,0.0,No
95,Thirunagar-625006,452,0,tamilaga vettri kazhagam,69,0.0,No
147,"(West)
Nilaiyur I Bit-625005",847,0,tamilaga vettri kazhagam,84,0.0,No
93,Thirunagar-625006,618,0,tamilaga vettri kazhagam,60,0.0,No
300,west portion Viraganoor-625009,753,0,tamilaga vettri kazhagam,153,0.0,No
165,Western Portion Perungudi-625022,792,0,dravida munnetra kazhagam,40,0.0,No
146,Nilaiyur I Bit-625005,903,0,tamilaga vettri kazhagam,206,0.0,No
90,"Thirunagar-
625006",503,0,tamilaga vettri kazhagam,113,0.0,No
277,Mela Anuppanadi-625009,718,0,tamilaga vettri kazhagam,214,0.0,No
30,Nagamalai Pudukottai-625019,359,0,dravida munnetra kazhagam,16,0.0,No
275,Mela Anuppanadi -625009,688,0,tamilaga vettri kazhagam,178,0.0,No
169,"Northern
Portion Perungudi-625022",774,0,tamilaga vettri kazhagam,188,0.0,No
143,East Side,801,0,tamilaga vettri kazhagam,169,0.0,No
29,Nagamalai Pudukottai -625019,682,0,tamilaga vettri kazhagam,88,0.0,No
87,Thirunagar-625006,665,0,tamilaga vettri kazhagam,116,0.0,No
267,Chinthamani Road -625009,661,0,tamilaga vettri kazhagam,206,0.0,No
139,Harveypatti-625005,730,0,tamilaga vettri kazhagam,137,0.0,No
178,Avaniyapuram- 625012,531,0,tamilaga vettri kazhagam,101,0.0,No
54,Thanakkankulam-625006,855,0,tamilaga vettri kazhagam,35,0.0,No
260,East Portion Periyasamy Nagar Avaniyapuram-625012,836,0,tamilaga vettri kazhagam,157,0.0,No
27,East portion Nagamalai Pudukottai-625019,613,0,dravida munnetra kazhagam,51,0.0,No
318,Samanatham-625009,700,0,tamilaga vettri kazhagam,112,0.0,No
135,Thiruparankundram-625005,777,0,dravida munnetra kazhagam,47,0.0,No
55,Thanakkankulam-625006,851,0,tamilaga vettri kazhagam,64,0.0,No
105,Pasumalai-625004,673,0,dravida munnetra kazhagam,30,0.0,No
