Label,Total_Votes,Share_Percentage
TVK,113578,45.03239312647197
DMK,72075,28.57692277193177
AIADMK,49423,19.5956608277098
NTK,14156,5.612693982094571
NOTA,1133,0.4492216926895414
AIPTMMK,1068,0.4234499274425686
PT,361,0.1431324192947259
IND4,352,0.1395640210297605
ETMK,249,0.09872568533071122
NIP,230,0.09119240010467301
TVK-TV,161,0.0638346800732711
RSD(R),137,0.05431895136669653
IND5,136,0.05392246267058926
IND2,119,0.04718215483676561
IND1,103,0.04083833569904922
IND3,66,0.02616825394308008
