Serial No. Of Polling Station,Location and Name of Building in which Polling Station Located,Polling Area,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Percentage
251,"Ambrose boys Hr.Sec.School Eastern Block, Class XIIth A, Meiganapuram","1.Meignanapuram (R.V) And (P) School street block 2,
2.Meignanapuram (R.V) And (P) North Street Block 3,
3.Meignanapuram (R.V) And (P) Marudhoorkarai Block-9,
4.Meignanapuram (R.V) And (P) Shanthapuram Block 10,
5.Meignanapuram (R.V) And (P) Elanganathapuram Block 1, 999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,391,203,24.07170294494238
253,"Eliot Tuxford Girls Hr. Sec.School South Block Class XIIth A, Meiganapuram","1) Meignanapuram (R.V) And (P) Manikapuram Block 7, 2)
Meignanapuram (R.V) And (P) Kumarasamypuram Block 8, 999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,129,101,11.155378486055776
254,"T.N.D.T.A Bishop Azaria Memorial Primary School EastPortion, Vellalanvillai","1.Manaduthandupathu (R.V), Velalanvilai (P) Seeranisalai,
Koravialai, Kuttatharvilai block 1, 2.Manaduthandupathu (R.V), Velalanvilai (P) Suthanthara Nagar North Street Block 2,
3.Manaduthandupathu (R.V), Vellalanvilai (P) Suthanthiranagar
SouthStreet Block-3, 999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,270,268,0.31201248049922
262,"Panchayat Union Middle School, Naina Pillai Street, East Building, North Side Room, Kalankudiyiruppu","1.Udankudi (S.G.T.P) Pichakuvillai colony ward 2, 2.Udankudi
(S.G.T.P) PeriyaStreet Ward 2, 3.Udankudi (S.G.T.P) Kothuwappallivasal Street Ward 3, 4.Udankudi (S.G.T.P) Natukkalankudiruppu North Street Ward 3, 5.Udankudi (S.G.T.P) Nadukkalankudiyeruppu West Street Ward -3, 999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,569,243,34.42449841605069
264,"Najath Nursery and Primary School, west Building South side, Udankudi","1.Udankudi (S.G.T.P) Nadukkadai SawyakkaraStreet Ward 17,
2.Udankudi (S.G.T.P) VannarkudiStreet Ward 4, 3.Udankudi (S.G.T.P) Kombudaiyar Street Ward 4, 4.Udankudi (S.G.T.P) Kalam Pudu Street Ward 4, 999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,231,105,31.11111111111111
265,"Govt Middle School, East Building North Side, Vithyasalai, Udankudi","1.Udankudi (S.G.T.P) Suntanpuram south street ward 5,
2.Udankudi (S.G.T.P) Nadukkadai colony Ward 5, 3.Udankudi (S.G.T.P) Sulthanpuram North Street Ward 5, 4.Udankudi (S.G.T.P) Sulthanpuram Sandu Ward 5, 5.Udankudi (S.G.T.P) Pudhu Colony Ward 5, 6.Udankudi (S.G.T.P) Colony Road Ward 5, 7.Udankudi (S.G.T.P) Udankudi colony North Street Ward 5, 8.Udankudi (S.G.T.P) Udankudi Colony Southu Street Ward 5, 999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,353,296,7.196969696969697
266,"Govrnment Middle School, , North Building, West side, Vithyasalai, Udankudi","1.Udankudi (S.G.T.P) Kottaivillai colony Ward 8, 2.Udankudi
(S.G.T.P) Kottaivillai colony south Street Ward 8, 3.Udankudi (S.G.T.P) Kottaivillai Puducolony Ward 8, 4.Udankudi (S.G.T.P) Subramaniapuram South Street Ward 9, 5.Udankudi (S.G.T.P) Subbramaniapuram North Street Ward 9, 6.Udankudi (S.G.T.P) Satharakkonvilaisanthu Ward 9, 999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,192,133,13.024282560706402
268,"St Antony R.C. Middle School, South Building, East Hall, Udankudi","1.Udankudi (S.G.T.P) Pudumanai Pudhu Street Ward 5,
2.Udankudi (S.G.T.P) Villi Kudiyiruppu Ward 7, 999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,190,187,0.5791505791505791
274,"Mary Ann Best Girls Hr.Sec School,
SouthPortion Main Building, Pandarachittiviilai","1.Udankudi (S.G.T.P) Pudumanai MelaStreet (Pudustreet) Ward 8,
2.Udankudi (S.G.T.P) Pudumanai North Street Ward 8, 999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,258,111,33.56164383561644
276,"T.N.D.T.A Boys Hr. Sec School East Portion, East Building, Christianagaram","1.Udankudi (S.G.T.P) Christeyanagaram North Street Ward 15,
2.Udankudi (S.G.T.P) Christeya Nagaram South Street Ward 15,
3.Udankudi (S.G.T.P) ChristeyaNagaram Center Street Ward 15,
4.Udankudi (S.G.T.P) Sathiya moorthy Bazhar Ward 15, 999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,329,171,25.442834138486315
294,"Panchayat Union Primary school,
Kallamozhi.","1..Udankudi (S.G.T.P) Kallamoli Block 1, 999.OVERSEAS
ELECTORS",Tamilaga Vettri Kazhagam,253,134,24.435318275154007
295,"Thiru Arul Higher Sec. School, South Building, Kulasekaranpattanam","1.Kulasekaranpattanam(R.V) And (P) Muthuaramman
Melamalayan Street Block 3, 2.Kulasekaranpattinam (R.V) And (P) Vaniyakudi Street Block 3, 3.Kulasekaranpattinam (R.V) And (P) Melaravutharpalayam Block 3, 4.Kulasekaranpattinam (R.V) And
(P) Keelaraovuther palayam Block 3, 5.Kulasekaranpattinam (R.V) And (P) Kothuwapallivasal South Street Block 4,
6.Kulasekaranpattanam (R.V) And (P) Kothuvapallivasal Sannathi Street Block 4, 7.Kulasekaranpattinam (R.V) And (P) Vadakkanar Street Block 4, 8.Kulasekaranpattinam (R.V) And (P) Pandakasalai Street Block 4, 9.Kulasekaranpattinam (R.V) And (P) Kothuwapallivasal North Street Block 4, 999.OVERSEAS
ELECTORS",Dravida Munnetra Kazhagam,403,192,31.492537313432834
297,"Hasania Middle School, Southern End East building, Northern Side, Hasania street, Kulasekaranpattanam","1B.lKocukla3s,ek9a9r9a.OnpVaEtRtinSaEmAS(RE.LVE) CATnOd R(PS) Melapudustreet Block 4,
2.Kulasekaranpattinam (R.V) And (P) Keela Pudustreet Block 5,
3.Kulasekaranpattinam (R.V) And (P) Hasaniya Street Block 5,
4.Kulasekaranpattinam (R.V) And (P) Madasamypuram Block 5,
5.Kulasekaranpattinam (R.V) And (P) Mangalapuram Theyakarajapruam Block 5, 6.Kulasekaranpattinam (R.V) And (P) Ianthuvarna Street Block 5, 7.Kulasekaranpattinam (R.V) And (P) Mohaiden Street Block 5, 999.OVERSEAS ELECTORS",Dravida Munnetra Kazhagam,474,223,33.11345646437995
300,"St. Joseph Higher Secondary School
East Side VictoriaHall Xth Std Manapadu","1.Manapadu (R.V) And (P) Raja Street Block 1 (Door No.117 - 742),
2.Manapadu (R.V) And (P) Kadarkarai Street Block 1, 999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,354,209,22.445820433436534
301,"St. Joseph Hr. Sec. School, Centenary Hall, Manapadu","1.Manapadu (R.V) And (P) James Street Block 2, 2.Manapadu (R.V)
And (P) Middle Street Block 2, 3.Manapadu (R.V) And (P) Pudhu & Gundal Street Block 3, 999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,488,315,19.308035714285715
302,"St. Joseph Hr. Sec. School Golden Jubilee , East side, Manapadu.","1.Manapadu (R.V) And (P) Periakovil Sannathi Street Block 3,
2.Manapadu (R.V) And (P) Meenavar colony Light house Street Block 3 Door no 1 to 280, 999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,387,139,43.130434782608695
303,"St Joseph Hr. Sec. School, Golden
Jubilee Building 12th Typing Class Room, Manapadu","1.Manapadu (R.V) And (P) Meenavar colony Light house Street Block 3 Above door no 280, 999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,303,170,25.23719165085389
304,"St Marys Middle School, East Building West Side, Manapadu","1.Manapadu (R.V) And (P) North Street Block 2, 2.Manapadu (R.V) And (P) Malai Street Block 3, 3.Manapadu (R.V) And (P) Lawsus Street Block 4, .4Manapadu (R.V) And (P) Pudu Kudiyetru Block 4,
5.Manapadu (R.V) And (P) Puspa Street Block 4, 6.Manapadu (R.V) And (P) Sabapathypuram Block 4, 999.OVERSEAS ELECTORS",Tamilaga Vettri Kazhagam,386,275,13.857677902621724
