Label,Total_Votes,Share_Percentage
AIADMK,104857,51.9657450404151
TVK,43464,21.54018465564151
DMK,39884,19.76598391325249
NTK,9389,4.653064460975018
AIPTMMK,830,0.411337043626506
VTVT,261,0.1293481546825519
PT,245,0.1214187658897518
