Location and Name of Building in Which Polling Station Located,Total_Booths_In_Locality,Dominant_Party,Dominant_Party_Booths_Won
"Sarah Tucker Higher Secondary School ,
,Howard Memorial Hall, 2nd Hall From West Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"South Mohideen Jamath Primary School, 2nd and 3rdClss room, New Building , Western Portion,South Mohideen Pallivasal Street, Melapalayam",1,Dravida Munnetra Kazhagam,1
"South Mohideen Jamath Primary School, 4th Class room , New Building , Western Portion, South Mohideen Pallivasal Street, Melapalayam",1,Dravida Munnetra Kazhagam,1
"South Mohideen Jamath Primary School, Eastern Portion, I Std Calss Room ,South Mohideen Pallivasal Street, Melapalayam",1,Dravida Munnetra Kazhagam,1
"Sri Ganesamoorthy Middle School, ,Southern Building , 1st Room, Maruthupandiar 3rd Street Kurichi, Melapalayam",1,Dravida Munnetra Kazhagam,1
"Sri Ganesamoorthy Middle School,Southern Building , 8th Std Class Room, Maruthupandiar 3rd Street Kurichi, Melapalayam",1,Dravida Munnetra Kazhagam,1
"Sri Jeyandra Saraswathi Swamigal Silver Jubilee Higher Secondary School
,Manimandapam Hall No.16, Maharaja Nagar",1,Dravida Munnetra Kazhagam,1
"Sri Jeyandra Saraswathi Swamigal Silver Jubilee Higher Secondary School, Manimandapam Hall No.19, Maharaja Nagar",1,Tamilaga Vettri Kazhagam,1
"Sri Jeyandra Saraswathi Swamigal SilverJubilee Higher Secondary School , Valli Mandapam Hall Room No 3 Maharaja Nagar",1,Dravida Munnetra Kazhagam,1
"Sri Jeyandra Saraswathi Swamigal SilverJubilee Hr. Sec. School , Valli Mandram Hall No. 4 Maharaja Nagar",1,Dravida Munnetra Kazhagam,1
"Sri Jeyandra Swaimigal Silver Jubilee Higher Secondary School, Hall No:5 Valli Mandram, Maharajanagar, Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"Sri P.M.Sankara Subbiah Memorial I.T.I., Main Hall V.M.Chatram",1,Tamilaga Vettri Kazhagam,1
"St Antonys Primary School ,Main Building, Main Hall, South Side, Palayamkottai",1,Dravida Munnetra Kazhagam,1
"St Antonys Primary School, Main Building North Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"St Johns Higher Secondary School ,Room No1 Main Block Northern Side, Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"St Johns Higher Secondary School, PTA Room No 50 Palayamkottai",1,Dravida Munnetra Kazhagam,1
"St Johns Higher Secondary School, PTA Room No 51 Palayamkottai",1,Dravida Munnetra Kazhagam,1
"St Johns Higher Secondary School, Room No6 Main Portion, South Side Palayamkottai",1,Dravida Munnetra Kazhagam,1
"St Johns Higher Secondary School,PTA Building Room No 49 Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"St Johns Higher Secondary School,Room No4 Main Block Southern Side, Palayamkottai",1,Dravida Munnetra Kazhagam,1
"St. Antony’s Public School, 2nd Std Class Room, V.M.Chathram",1,Tamilaga Vettri Kazhagam,1
"St. James Primary School, South Building middle portion, Karrupandurai",1,Tamilaga Vettri Kazhagam,1
"St. Joesph Matriculation School, Eastern Building Middle Portion Senthilnagar (Ward 11) Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"St. Joseph Girls Hr. Sec. School , Western Builidng, East Side. N.G.O. A. Colony, Palayamkottai",1,Dravida Munnetra Kazhagam,1
"St. Joseph Girls Hr. Sec. School , Western building, Western Side, N.G.O.A. Colony, Palayamcottai",1,Tamilaga Vettri Kazhagam,1
"St. Joseph Girls Hr. Sec. School ,Eastern Building, 11th A Class Room, N.G.O. A. Colony.",1,Dravida Munnetra Kazhagam,1
"St. Joseph Girls Hr. Sec. School ,Eastern Building, 12th C Class Room, N.G.O. A. Colony.",1,Dravida Munnetra Kazhagam,1
"St. Joseph Girls Hr. Sec. School ,Eastern Builidng, Western Side XI F Std Class Room ,
N.G.O.A. Colony, Palayamcottai",1,Dravida Munnetra Kazhagam,1
St. Joseph Girls Hr. Sec. School Campus St. Xavier Nursery and Primary School New Building L.K.G. Class Room N.G.O. A. Colony.,1,Tamilaga Vettri Kazhagam,1
"St. Joseph Girls Hr. Sec. School, southern block western side east portion  N.G.O. A. Colony.",1,Tamilaga Vettri Kazhagam,1
"St. Joseph High School, West Part Arockianathapuram",1,Tamilaga Vettri Kazhagam,1
"St. Jospeh Girls Higher Secondary School Campus St. Xavier Nursery and Primary School, New Building Ist Std Class Room,
N.G.O.A. Colony",1,Dravida Munnetra Kazhagam,1
"St. Jospeh Girls Higher Secondary School XII Std ’A’Class Room south Building, N.G.O.A. Colony",1,Tamilaga Vettri Kazhagam,1
"St. Thomas High School ,Central Block, Eastern Portion, section XA Kulavanigarpuram Main Road, Kurichi.",1,Dravida Munnetra Kazhagam,1
"St. Thomas High School ,Central Portion, Eastern Building, Section 9th – A, Kulavanigarpuram Main Road, Kurichi.",1,Dravida Munnetra Kazhagam,1
"St. Thomas High School ,Central Portion, middle building hall no. 4 Kulavanigarpuram Main Road, Kurichi.",1,Dravida Munnetra Kazhagam,1
"St.Joesph Matriculation School ,Southern Portion Eastren Building ,Senthil Nagar(Ward 11)Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"St.Joesph Matriculation School, Eastern Building Northern Wing, Senthilnagar (Ward 11) Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"St.Joseph Girls Hr.Sec.School , Eastern Building 12th A Class Room, N.G.O.A. Colony",1,Dravida Munnetra Kazhagam,1
"St.Joseph Girls Hr.Sec.School , Eastern Building 12th B Class Room, N.G.O. A. Colony.",1,Dravida Munnetra Kazhagam,1
"St.Joseph Girls Hr.Sec.School , South Building XI the B Class Room N.G.O. A. Colony.",1,Dravida Munnetra Kazhagam,1
"St.Joseph Primary School , Western Portion
R.T.O Office N.G.O.B Colony, Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"St.Joseph Primary School , western Wing,IIIrd A Class Room Near R.T.O Office
N.G.O.B Colony, Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"St.Joseph Primary School ,Western Wing, IV Class room Near R.T.O Office, N.G.O.B Colony, Palayamkottai",1,Dravida Munnetra Kazhagam,1
"St.Joseph Primary School, , Eastern Wing, Near R.T.O Office N.G.O.B Colony, Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"St.Joseph Primary School, North Building, East portion  Near R.T.O Office, N.G.O.B Colony, Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"Stella Marys School, (National Creche Ministry of Women & Child Development), Kokkirakulam",1,Tamilaga Vettri Kazhagam,1
"T.D.T.A Primary School, ,Northern hall, Westpotion , Pandidurai 2nd Street. Ward 1. Kulavanigarpuram",1,Tamilaga Vettri Kazhagam,1
"T.D.T.A Primary School, Eastern Portion, Northern hall, Pandithurai2ndst Kulavanigarpuram",1,Tamilaga Vettri Kazhagam,1
"T.D.T.A Primary School, SouthPortion Eastern Hall, Pandithurai 2nd st Kulavanigarpuram",1,Tamilaga Vettri Kazhagam,1
"T.D.T.A. Primary School ,Northern Building, Eastern Portion, Shanthi Nagar",1,Dravida Munnetra Kazhagam,1
"T.D.T.A. Primary School,   North Building East Portion, South Facing, Santhinagar.",1,Dravida Munnetra Kazhagam,1
"T.D.T.A. Primary School, , South Building West Wing, Santhinagar.",1,Dravida Munnetra Kazhagam,1
"T.D.T.A. Primary School, ,Northern Building, Western Portion Shanthinagar",1,Tamilaga Vettri Kazhagam,1
"T.D.T.A. Primary School, Northern Building, Northern Portion Shanthinagar",1,Dravida Munnetra Kazhagam,1
"T.D.T.A. Primary School,North Building Eastern Wing,H.M.Room, Shanthi nagar,",1,Dravida Munnetra Kazhagam,1
"TDTA Jeyaraj Annapackiam Matric Hr.Sec. School ,Main Building North Portion, Hall no. 10 Tuckarammalpuram",1,Dravida Munnetra Kazhagam,1
"TDTA Jeyaraj Annapackiam Matric Hr.Sec. School ,Main Building North Portion, Xth and XIth Class Room Tuckarammalpuram",1,Dravida Munnetra Kazhagam,1
"TDTA Primary School ,Additional Building Christhu Koil Street Samathanapuram",1,Dravida Munnetra Kazhagam,1
"TDTA Primary School, ,Eastren Block, Backside room, Christhu Koil Street. Samathanapuram",1,Tamilaga Vettri Kazhagam,1
"TDTA Primary School, Western Building Christhu Koil Street. Samathanapuram",1,Tamilaga Vettri Kazhagam,1
"Tamilnadu Government Public Library Department, Book reading centre (New Building West) Branch Library Thimmarajapuram,",1,Tamilaga Vettri Kazhagam,1
"Tamilnadu Government Public Library Department, Branch Library Thimmarajapuram,",1,Dravida Munnetra Kazhagam,1
"The Muslim Girls Hr.Sec.School, North Building 2nd room, M L M Nagar,Melapalayam.",1,Dravida Munnetra Kazhagam,1
"The Muslim Girls Hr.Sec.School, North Building Last room, M L M Nagar,Melapalayam.",1,Dravida Munnetra Kazhagam,1
"The Muslim Girls Hr.Sec.School, South Building 2nd room, M L M Nagar,Melapalayam.",1,Dravida Munnetra Kazhagam,1
"The Muslim Girls Hr.Sec.School, South Building Last room, M L M Nagar,Melapalayam.",1,Dravida Munnetra Kazhagam,1
"Tirunelveli Corporation Anganvadi Centre No: 0429, Muppidathi Amman Kovil Street Thimmarajapuram",1,Tamilaga Vettri Kazhagam,1
"Usborne Memorial Middle School , (Main Building) Lankarkana Street, Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"Usborne Memorial Middle School ,New Building Northern Side, Langarkhana Street Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"Usborne Memorial Middle School ,New Building Southern Side, Langarkhana Street Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"Young Men Christrian Association Boys Hostel ,Main Building, West Portion, Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"Young Men Christrian Association Boys Hostel, Main Building, East Portion, Palayamkottai",1,Tamilaga Vettri Kazhagam,1
"Young Men Christrian Association Boys Hostel, Main Building, North Portion,Palayamkottai",1,Tamilaga Vettri Kazhagam,1
