Label,Total_Votes,Share_Percentage
AIADMK,70887,33.07453633500525
TVK,69333,32.34946926396827
DMK,66432,30.99591741514056
NTK,5390,2.514872273416541
IND,1582,0.7381313425871924
BSP,301,0.1404409191648198
TAVAK,250,0.1166452816983553
GSPI,99,0.0461915315525487
SMNK,51,0.02379563746646448
