Label,Total_Votes,Share_Percentage
AIADMK,81436,43.53097136992452
TVK,51983,27.7871025679403
DMDK,45726,24.44247257798969
NTK,4341,2.320447304838675
BSP,361,0.1929697021531356
TK,332,0.1774679809275375
ACDP,263,0.1405845752528384
TAVAK,120,0.06414505334730271
AMDMK,92,0.04917787423293207
IKK,81,0.04329791100942932
AIPTMMK,57,0.03046890033996878
DMSK,46,0.02458893711646604
NIP,26,0.01389809489191558
