serial no. of polling station,location_clean,building_clean,polling areas,Winner_Party,Margin_Percentage
134,625016,"Corporation ICDS Building, East Building West Facing,
Bethaniyapuram , Pallikuda Street","1.Madurai (C) V P Chinthan Street Ward 64 ,
2.Madurai (C) N.S.K. Main Veethi Ward 64",tamilaga vettri kazhagam,15.31365313653137
135,Pethaniyapuram-625016,"Royal Public Matric School   ,Northern Portion West Side,
L.K.G. A Section","1.Madurai (C) N S K 1st Cross Street Ward 64 ,
2.Madurai (C) N S K 2nd Cross Street Ward 64 ,
3.Madurai (C) N.S.K. 3rd Cross Street Ward 64  ,
4.Madurai (C) N.S.K.4th Cross Street Ward 64",tamilaga vettri kazhagam,15.55555555555556
136,Bethaniyapuram-625016,"Royal Public Matric School , North Side Building, South Facing 3rd Room","1.Madurai (C) N.S.K. 5th Cross Street Ward 64 ,
2.Madurai (C) N.S.K. 6th Cross Street Ward 64 ,
3.Madurai (C) N.S.K.7th Cross Street  Ward 64 ,
4.Madurai (C) N.S.K. 8th Cross Street Ward 64 ,
5.Madurai (C) N.S.K Last Street Ward 64 ,
6.Madurai (C) Sundaraiyyar Street Ward 64  ,
7.Madurai (C) Vivekanandhapuri 2nd Street Ward 64 ,
8.Madurai (C) Agathiyar 2nd Street Ward 64 ,
9.Madurai (C) Anbu Veethi Pethaniyapuram Ward 64",tamilaga vettri kazhagam,11.32332878581173
137,North Side building,"ALM Matriculation School, Vellaikan Theatre Main Road, Ottakadai,  Room No. : 1","1.Madurai (C) N.S.K. Veethi Fathima Nagar 2nd Street  Ward 63 ,
2.Madurai (C) Bye Pass Road Fathima Nagar Ward 63 ,
3.Madurai (C) Matha Kovil Street Ward 63 ,
4.Madurai (C) Komas Street Ward 63 ,
5.Madurai (C) Britto Street Ward 63
6.Madurai (C), Fathima Nagar 2nd Street Ward 63",tamilaga vettri kazhagam,18.29896907216495
139,,"ALM Matriculation School, North Side Building towards, W-E- East side 3rd Room","1.Madurai (C) Fathima Nagar 1st Street Ward 63 ,
2.Madurai (C) Lakshmanapuram Arappalayam Kanmaikarai Ward 62 ,
3.Madurai (C) Malar Ezhil Veethi Arapalayam Kanmaikarai Ward 62 ,
4.Madurai (C) ArokyaMatha First Street Arapalayam Kanmayaikarai Ward 62 ,
5.Madurai (C) Arokiya Madha 2nd Street Ward 62 ,
6.Madurai (C) Arokiya Madha North Street Ward 62",tamilaga vettri kazhagam,16.61073825503356
140,North Side building,"ALM Matriculation School, Vellaikan Theatre Main Road, Ottakadai,  Room No. : 4","1.Madurai (C) Kaliamman Kovil Street Ward 67 ,
2.Madurai (C) Sammattipuram (Malairaman Nagar) Ward 65
3.Madurai (C) Sammattipuram Ward 65 ,
4.Madurai (C) Sammattipuram (Nazrudin Colony) Ward 68 ,
5.Madurai (C) Korimahdoom Nagar Sammatipuram Ward 68
6.Madurai (C) Kannan Colony 1st Street Ward 68 ,
7.Madurai (C) Janaki Nagar Ward 67 ,
8.Madurai (C) Fathima Nagar Bye Pass Road Ward 63",tamilaga vettri kazhagam,15.10673234811166
144,Main Building West Portion Arasaradi- 625010,Rathna Ele.School,"1.Madurai (C) Muthuramalinga Devar Street Ward 62 ,
2.Madurai (C) Ponmeni Pudur 1st Cross Street Ward 62 ,
3.Madurai (C) Othakkadai East Ward 62 ,
4.Madurai (C) Paterline Cross Street Othakadai Ward 62",tamilaga vettri kazhagam,13.75886524822695
145,"Main Building
Ponmeni Pudur-625016","Rathna Ele.School    ,Extension Building","1.Madurai (C) Theni Main Road Ward 62 ,
2.Madurai (C) Ponmeni Pudhur 1st Street Ward 62",tamilaga vettri kazhagam,21.64179104477612
156,Samatipuram -625010,"K.N.P.M.Madurai Pillamar Sangam Elementary School, North Eastern Side Corner Building (1st Classroom) - West Facing","1.Madurai (C) Bhagavath Singh Street Ward 68 ,
2.Madurai (C) Mahalakshmi Street Ward 68 ,",tamilaga vettri kazhagam,12.87625418060201
157,Samatipuram -625010,"K.N.P.M.Madurai Pillamar Sangam Elementary School, North Eastern Side Corner Building (3rd Classroom) - West Facing","1.Madurai (C) Gandhiji Street Ward 68 ,",tamilaga vettri kazhagam,15.45595054095827
158,Samatipuram -625010,"K.N.P.M.Madurai Pillamar Sangam Elementary School, North Eastern Side Corner Building (2nd Classroom) - West Facing","1.Madurai(C) Gandhiji Street Extension side Ward 68.
2. Madurai (C), Muthuramalinga Devar Street Ward 68
3. Madurai (C), Nethaji Street Ward 68",tamilaga vettri kazhagam,15.09433962264151
163,Ponmeni Main Road-625010,Ankanvadi Maiyam,"1.Madurai (C) Ponmeni Kudiyanavar 1st Street Ward 68 ,
2.Madurai (C) Ponmeni Kudiyanavar 2nd Street War 68 ,
3.Madurai (C) Ponmeni Kudiyanavar 3rd Lane Ward 68 ,
4.Madurai (C) Ponmeni Kudiyanavar 4th Lane Ward 68",tamilaga vettri kazhagam,13.4
181,Palanganatham - 625003,"R.C Ele. School, East Side Building st 1st Room, West Facing","1.Madurai (C) Marthu Pandiyar Nagar 1st Street Ward 70 ,
2.Madurai (C) Maruthupandiyar Nagar 4th Street Ward 70
3.Madurai (C) Maruthupandiyar Nagar Main Road Ward 70",tamilaga vettri kazhagam,9.926470588235292
183,Palanganatham - 625003,"R.C Ele. School, North  Side Building st 2nd Room, West Facing",1.Madurai (C) V.K.P Nagar Ward 71,tamilaga vettri kazhagam,23.98255813953488
185,Madurai.-625003,"Aurobindo Meera Matric School,(D4) Room, Towards west to east) Nehru Nagar, Byepass Road","1.Madurai (C) Kalaimagal 1st Street Ward 70 ,
2.Madurai (C) Kalaimagal 2nd Street Ward 70 ,
3.Madurai (C) Agasthiyar Street Ward 70 ,
4.Madurai (C) Malaimagal Street Nehru Nagar Ward 70 ,
5.Madurai (C) Vasugi Street Nehru Nagar Ward 70 ,
6.Madurai (C) Kavimani Street Nehru Nagar Ward 70 ,
7.Madurai (C) Sastha Street Nehru Nagar Ward 70 ,",tamilaga vettri kazhagam,18.05054151624549
186,Madurai.- 625003,"Aurobindo Meera Matric School, UKG (D3) Room, Towards west to east 1st Room,  Nehru Nagar, Byepass Road","1.Madurai (C) Nethaji Road Nehru Nagar Ward 70 ,
2.Madurai (C) Salaimuthu Street Nehru Nagar Ward 70 ,
3.Madurai (C) Krishna Street Nehru Nagar Ward 70 ,
4.Madurai (C) Thiruvalluvar Nagar Main Road Ward 70
5.Madurai (C) Vivekanandhar Street Nehru Nagar Ward 70",tamilaga vettri kazhagam,18.0327868852459
187,Madurai - 625003,"Aurobindo Meera Matric School, D- Class Room, Nehru Nagar Byepass Road","1.Madurai (C) Chokkar Street Ward 70 ,
2.Madurai (C) Gandhi Street Ward 70 ,
3.Madurai (C) Sekkilar Street Ward 70 ,
4.Madurai (C) Kambar Street Ward 70 ,
5.Madurai (C) Kambar Cross Street Ward 70 ,
6.Madurai (C) Meenakshi Street Ward 70 ,
7.Madurai (C) Solaialagu Street Ward 70 ,
8.Madurai (C) Vinayagar Street Ward 70 ,
9.Madurai (C) Kumaran Street Ward 70 ,
10.Madurai (C) Kumaran Cross Street Ward 70 ,
11.Madurai (C) Bharathi Street  Ward 70 ,
12.Madurai (C) Indra Street Ward 70 ,
13.Madurai (C) Avvaiyar Street  Ward 70 ,
14.Madurai (C) Sethupathi Street Ward 70 ,
15.Madurai (C) Kabilar Street  Ward 70",tamilaga vettri kazhagam,21.65775401069519
189,Palanganatham - 625003,"R.C  Ele.  School, East Side Building st 4th Room, West Facing","1.Madurai (C), Maruthupandiyar Nagar 3rd Street Ward 70
2.Madurai (C) Maruthupandiyar Nagar 5th Street Ward 70
3.Madurai (C) Maruthu Pandiyar Nagar 2nd Street Ward 70
4.Madurai (C) Maruthupandiyar Nagar Ward 70 ,",tamilaga vettri kazhagam,14.2692750287687
191,Palanganatham - 625003,"R.C Higher Secondar School, South  Side Building st 2nd Room, North Facing","1.Madurai (C) Ganapathy Nagar Ward 71 ,
2.Madurai (C) Mainar Thoppu Ward 71,
3.Madurai (C) Potturani Veethi Ward 71",tamilaga vettri kazhagam,13.6986301369863
193,Palanganatham Main Road-625003,"Somasundara Bharathiyar Corporation Higher Sec School
,Center Block 3rd Building","1.Madurai (C) Manikandan Street Neelakandan Kovil Street  Ward 74 ,
2.Madurai (C) Kavibharathi Street Pasumpon Nagar Ward 74 ,
3.Madurai (C) Pulithevan Street Pasumpon Nagar Ward 74 ,
4.Madurai (C) Subash Chandra Bose Street Pasumpon Nagar Ward 74 ,
5.Madurai (C) Agraharam Street Ramar Kovil Street Ward 74 ,
6.Madurai (C) Palanganatham Main Road Ward 74",tamilaga vettri kazhagam,18.62567811934901
196,Palanganatham Main Road-625003,"Somasundara Bharathiyar Corporation Higher Sec School
,Center Block 4th Building","1.Madurai (C) Palanganatham North Street Ward 74 ,
2.Madurai (C) Natchiyarpuram Ward 74  ,
3.Madurai (C) Elumalaiyan Street Ward 74 ,
4.Madurai (C) Suruliyandi Konar Street Ward 74",tamilaga vettri kazhagam,14.85623003194888
197,Palanganatham Main Road-625003,"Somasundara Bharathiyar Higher Sec School   ,South Side 1st Building","1.Madurai (C) V O C Street Ward 74 ,
2.Madurai (C) Rajathi Amman Street Ward 74 ,
3.Madurai (C) Dr. Radhakrishnan Street Ward 74 ,
4.Madurai (C) Gurusamy Lane Ward 74 ,
5.Madurai (C) Maruthu Pandiyan 2nd Street Ward 74",tamilaga vettri kazhagam,9.59119496855346
202,Palangantham-625003,"AVM -Nursary School, North  Building Towards East to West 2nd Room, Pasumpon Nagar","1.Madurai (C) Sathiyamoorthi Nagar Nehru Street Ward 70 ,
2.Madurai (C) Sathiyamoorthi Nagar Thiru Vi Ka Street Ward 70 ,
3.Madurai (C) Raja Sir Muthaiah Nagar Tharmar Road Ward 70 ,
4.Madurai (C) Raja Sir Muthaiah Nagar Thomas Road 2 Ward 70 ,
5.Madurai (C) Raja Sir Muthaiah Nagar Mani kothanar Street Ward 70,
6.Madurai (C) Raja Sir Muthaiah Nagar Bye Pass Road Ward 70,",tamilaga vettri kazhagam,18.88246628131021
204,Palanganatham-625003,"Corporation Ele.School, North building, Towards east to west 1st
room","1.Madurai (C) Jeeva Street Ward 74 ,",tamilaga vettri kazhagam,14.54005934718101
212,Palanganatham - 625003,"R.C Ele School, West Side Building st 3rd  Room, East Facing","1.Madurai (C) Thandakaranpatti 2nd Cross Street Ward 71 ,
2.Madurai (C) Nethaji Nagar Ward 71 ,",tamilaga vettri kazhagam,17.32186732186732
219,Muthupatti-625003,"Corporation Middle School , East Side Building,, West  Facing
Veeramudayan","1.Madurai (C) Veeramudaiyan Main Ward 73 ,",tamilaga vettri kazhagam,24.26367461430575
220,Muthupatti-625003,"Corporation Middle School   , East Side Building, , East  Facing,
Veeramudayan",1.Madurai (C) Veeramudiayan 1st Street Ward 73,tamilaga vettri kazhagam,15.81395348837209
221,T.V.S Nagar-625003,"T.V.S Lakshmi Matric. School   , West Side Block, West Facing","1.Madurai (C) Sathyasai Nagar Ward 78 ,",tamilaga vettri kazhagam,14.86486486486486
