Serial No. Of Polling Station,Naam Tamilar Katchi,Dravida Munnetra Kazhagam,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,Puthiya Tamilagam,Amma Makkal Munnettra Kazagam,Naam Indiar Party,Tamizhaga Vaazhvurimai Katchi,Tamilaga Vettri Kazhagam,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Total of Valid Votes,Unnamed: 15,NOTA,Total,No. Of Tendered Votes,Locality,Building  in  Which  it  will  be  Located,Polling  Area,Whether  for  all Voters  or  men  olny or  women  only,Naam Tamilar Katchi_Share_%,Dravida Munnetra Kazhagam_Share_%,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi_Share_%,Puthiya Tamilagam_Share_%,Amma Makkal Munnettra Kazagam_Share_%,Naam Indiar Party_Share_%,Tamizhaga Vaazhvurimai Katchi_Share_%,Tamilaga Vettri Kazhagam_Share_%,NOTA_Share_%,Total_Independent_Votes,Independent_Share_%,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Naam Tamilar Katchi_Rank,Dravida Munnetra Kazhagam_Rank,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi_Rank,Puthiya Tamilagam_Rank,Amma Makkal Munnettra Kazagam_Rank,Naam Indiar Party_Rank,Tamizhaga Vaazhvurimai Katchi_Rank,Tamilaga Vettri Kazhagam_Rank,Independent_Rank,Independent.1_Rank,Independent.2_Rank,Independent.3_Rank,Independent.4_Rank,Margin_Percentage,Runner_Up_Party,Naam Tamilar Katchi_Rank.1,Dravida Munnetra Kazhagam_Rank.1,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi_Rank.1,Puthiya Tamilagam_Rank.1,Amma Makkal Munnettra Kazagam_Rank.1,Naam Indiar Party_Rank.1,Tamizhaga Vaazhvurimai Katchi_Rank.1,Tamilaga Vettri Kazhagam_Rank.1,Independent_Rank.1,Independent.1_Rank.1,Independent.2_Rank.1,Independent.3_Rank.1,Independent.4_Rank.1
273,59,147,0,13,58,0,0,266,0,1,0,0,0,544,0,3,547,0,Pudukottai,"TDTA  P.S.Periyanayagam  Hr.Sec  School,
D.S.B  Wiiliam  Block,  1st  Room  From  East, Class  -6D,  Pudukottai","1.Kumaragiri  (R.V)  And  (P)  Indra  Nagar  Block  3  (Door  No:3/400  above)  , 999.OVERSEAS  ELECTORS",All  Voters,10.84558823529412,27.02205882352941,0.0,2.389705882352941,10.66176470588235,0.0,0.0,48.89705882352941,0.5514705882352942,1,0.1838235294117647,Tamilaga Vettri Kazhagam,266,147,119,3,2,7,5,4,7,7,1,7,6,7,7,7,21.875,Dravida Munnetra Kazhagam,3,2,7,5,4,7,7,1,7,6,7,7,7
274,49,154,1,4,42,0,0,182,0,2,0,0,0,434,0,1,435,0,Pudukottai,"TDTA  P.S.Periyanayagam  Hr.Sec  School,
D.S.B  Wiiliam  Block,  4th  Room  From  East, Class-10E,  Pudukottai","1.Kumaragiri  (R.V)  And  (P)  North  street  main  road  street  block  4,
2.Kumaragiri  (R.V)  And  (P)  Rajan  Hospital  Street  Block  4,  3.Kumaragiri
(R.V)  And  (P)  Jaykap  Hospital  Street  Block  4,  999.OVERSEAS  ELECTORS",All  Voters,11.29032258064516,35.48387096774194,0.2304147465437788,0.9216589861751152,9.67741935483871,0.0,0.0,41.93548387096774,0.2304147465437788,2,0.4608294930875576,Tamilaga Vettri Kazhagam,182,154,28,3,2,7,5,4,8,8,1,8,6,8,8,8,6.451612903225806,Dravida Munnetra Kazhagam,3,2,7,5,4,8,8,1,8,6,8,8,8
275,43,91,1,4,60,2,2,207,1,0,0,0,1,412,0,2,414,0,Pudukottai,"TDTA  P.S.Periyanayagam  Hr.Sec  School,
D.S.B  Wiiliam  Block,  6th  Room  From  East, Class-  11G,H(Boys),  Pudukottai","1.Kumaragiri  (R.V)  And  (P)  Pillaiyarkovil  Street  Block  4,
2.Kumaragiri  (R.V)  And  (P)  Rajeev  Nagar  Street  Block  4,999.OVERSEAS ELECTORS",All  Voters,10.43689320388349,22.0873786407767,0.2427184466019417,0.9708737864077669,14.5631067961165,0.4854368932038834,0.4854368932038834,50.24271844660194,0.4854368932038834,2,0.4854368932038834,Tamilaga Vettri Kazhagam,207,91,116,4,2,8,5,3,6,6,1,8,11,11,11,8,28.15533980582524,Dravida Munnetra Kazhagam,4,2,8,5,3,6,6,1,8,11,11,11,8
276,41,83,1,7,49,0,2,176,1,0,1,0,0,361,0,0,361,0,Pudukottai,"TDTA  P.S.Periyanayagam  Hr.Sec School,D.S.B  Wiiliam  Block,  5th  Room  From East,  Class-  12D,E(Boys),  Pudukottai","1.Kumaragiri  (R.V)  And  (P)  Sathiram  Shop  Street  Block  4,  2.Kumaragiri (R.V)  And  (P)  Hospital  Street  Block  4,
999.OVERSEAS  ELECTORS",All  Voters,11.35734072022161,22.99168975069252,0.2770083102493075,1.939058171745152,13.57340720221607,0.0,0.554016620498615,48.75346260387812,0.0,2,0.554016620498615,Tamilaga Vettri Kazhagam,176,83,93,4,2,7,5,3,10,6,1,7,10,7,10,10,25.76177285318559,Dravida Munnetra Kazhagam,4,2,7,5,3,10,6,1,7,10,7,10,10
277,83,144,1,10,70,0,3,254,0,0,1,0,1,567,0,1,568,0,Pudukottai,"TDTA  P.S.Periyanayagam  Hr.Sec  School, Communitty  Hall,  2nd  Room  From  East, Class-  11G,H(Girls),  Pudukottai","1.Kumaragiri  (R.V)  And  (P)  Ganapathy  Nagar,  Santhi  Nagar  Block  4,
2.Kumaragiri  (R.V)  And  (P)  Packiyalakshmi  Nagar  Block  4,  3.Kumaragiri (R.V)  And  (P)  Ammankovil  Street  Block  4,  999.OVERSEAS  ELECTORS",All  Voters,14.6384479717813,25.3968253968254,0.1763668430335097,1.763668430335097,12.34567901234568,0.0,0.5291005291005291,44.79717813051146,0.1763668430335097,2,0.3527336860670194,Tamilaga Vettri Kazhagam,254,144,110,3,2,7,5,4,10,6,1,10,10,7,10,7,19.40035273368607,Dravida Munnetra Kazhagam,3,2,7,5,4,10,6,1,10,10,7,10,7
278,54,211,2,5,92,1,0,254,0,0,3,0,0,622,0,2,624,0,Pudukottai,"TDTA  P.S.Periyanayagam  Hr.Sec.School  Rev. T.P.Adolphus  Block,  3rd  room  From  East, Class  -  10D,  Pudukottai.","1.Kumaragiri  (R.V)  And  (P)  Teachers  colony  block  2, 999.OVERSEAS  ELECTORS",All  Voters,8.681672025723474,33.92282958199357,0.3215434083601286,0.8038585209003215,14.79099678456592,0.1607717041800643,0.0,40.83601286173634,0.3215434083601286,3,0.482315112540193,Tamilaga Vettri Kazhagam,254,211,43,4,2,7,5,3,8,9,1,9,9,6,9,9,6.913183279742766,Dravida Munnetra Kazhagam,4,2,7,5,3,8,9,1,9,9,6,9,9
279,151,248,3,28,37,0,2,288,1,1,1,0,4,764,0,6,770,0,Pudukottai,"TDTA  P.S.Periyanayagam  Hr.Sec.School  Rev. T.P.Adolphus  Block,  4th  room  From  East, Class  -  9D,  Pudukottai.","1.Kumaragiri  (R.V)  And  (P)  Siruppadu  Block  5,
2.Kumaragiri  (R.V)  And  (P)  Saveriyarpuram  Block  5, 999.OVERSEAS  ELECTORS",All  Voters,19.76439790575916,32.46073298429319,0.3926701570680628,3.664921465968586,4.842931937172775,0.0,0.2617801047120419,37.69633507853403,0.7853403141361256,7,0.9162303664921465,Tamilaga Vettri Kazhagam,288,248,40,3,2,7,5,4,12,8,1,9,9,9,12,6,5.235602094240837,Dravida Munnetra Kazhagam,3,2,7,5,4,12,8,1,9,9,9,12,6
280,75,146,4,2,111,0,0,328,2,1,0,0,0,669,0,1,670,0,Kootampuli,"T.N.D.T.A  Middle  School,  West  Building, from  North  3rd  Room,  Kootampuli","1.Kumaragiri  (R.V)  And  (P)  Siluvaipuram  block  6,  2.Kumaragiri  (R.V)  And
(P)  East  Street  Block  6,  3.Kumaragiri  (R.V)  And  (P)  Arunthathiyar  Street Block  6,  999.OVERSEAS  ELECTORS",All  Voters,11.21076233183857,21.82361733931241,0.5979073243647235,0.2989536621823617,16.59192825112108,0.0,0.0,49.02840059790732,0.1494768310911809,3,0.4484304932735426,Tamilaga Vettri Kazhagam,328,146,182,4,2,5,6,3,9,9,1,6,8,9,9,9,27.20478325859492,Dravida Munnetra Kazhagam,4,2,5,6,3,9,9,1,6,8,9,9,9
281,21,116,1,0,140,0,1,145,0,0,0,0,0,424,0,3,427,0,Kootampuli,"T.N.D.T.A  Middle  School,  North  Building from  East  Portion  1'st  Room,  Kootampuli","1.Kumaragiri  (R.V)  And  (P)  North  Street  Block  7,  2.Kumaragiri  (R.V)  And
(P)  Ramasamyapuram  North  Street  Block  7,  3.Kumaragiri  (R.V)  And  (P) School  Street  Block  7,  999.OVERSEAS  ELECTORS",All  Voters,4.952830188679245,27.35849056603773,0.2358490566037736,0.0,33.0188679245283,0.0,0.2358490566037736,34.19811320754717,0.7075471698113208,0,0.0,Tamilaga Vettri Kazhagam,145,140,5,4,3,5,7,2,7,5,1,7,7,7,7,7,1.179245283018868,Amma Makkal Munnettra Kazagam,4,3,5,7,2,7,5,1,7,7,7,7,7
282,36,223,2,64,26,0,1,168,1,1,0,0,4,526,0,2,528,0,Vadakku  kalankarai,"Panchayat  Union  Primary  School  ,  North Building  ,North  portion,Vadakku  kalankarai","1.Korampallam  Part  1  (R.V)  And  (P)  South  Street  Block  5,2.Korampalam Part  1  (R.V)  And  (P)  Middle  Street  Block  5,  3.Korampallam  Part  1  (R.V) And  (P)  North  Street  Block  5,  4.Korampallam  Part  1  (R.V)  And  (P)  Main Street  Block  5,  5.Maravanmadam  (R.V)  And  (P)  South  Kalangkarai  Block 4  ,  999.OVERSEAS  ELECTORS",All  Voters,6.844106463878327,42.39543726235742,0.3802281368821293,12.16730038022814,4.942965779467681,0.0,0.1901140684410646,31.93916349809886,0.3802281368821293,6,1.140684410646388,Dravida Munnetra Kazhagam,223,168,55,4,1,7,3,5,11,8,2,8,8,11,11,6,10.45627376425856,Tamilaga Vettri Kazhagam,4,1,7,3,5,11,8,2,8,8,11,11,6
283,63,131,1,10,108,0,2,211,2,0,2,0,1,531,0,1,532,0,Atthimarapatti,"T.N.D.T.A.  Primary  School  ,  North  Building East  Side  Atthimarapatti","1.(Thoothukudi  Corporation)  Athimarappatti  Block  4, 999.OVERSEAS  ELECTORS",All  Voters,11.86440677966102,24.67043314500942,0.1883239171374765,1.883239171374764,20.33898305084746,0.0,0.3766478342749529,39.73634651600753,0.1883239171374765,5,0.9416195856873822,Tamilaga Vettri Kazhagam,211,131,80,4,2,9,5,3,11,6,1,6,11,6,11,9,15.06591337099812,Dravida Munnetra Kazhagam,4,2,9,5,3,11,6,1,6,11,6,11,9
284,67,167,2,28,98,0,2,293,3,1,1,0,0,662,0,5,667,0,Atthimarapatti,"T.N.D.T.A.  Primary  School  ,  North  Building West  Side  Atthimarapatti","1.(Thoothukudi  Corporation)  Shunmugapuram  Block  3, 2.(Thoothukudi  Corporation)  East  Street  Block  3,
3.(Thoothukudi  Corporation)  West  Street  Block  2, 4.(Thoothukudi  Corporation)  South  Street  Block  4,
5.(Thoothukudi  Corporation)  Amman  Kovil  Street  Block  1,
999.OVERSEAS  ELECTORS",All  Voters,10.12084592145015,25.22658610271903,0.3021148036253776,4.229607250755287,14.8036253776435,0.0,0.3021148036253776,44.25981873111783,0.7552870090634441,5,0.7552870090634441,Tamilaga Vettri Kazhagam,293,167,126,4,2,7,5,3,11,7,1,6,9,9,11,11,19.03323262839879,Dravida Munnetra Kazhagam,4,2,7,5,3,11,7,1,6,9,9,11,11
285,75,128,4,11,46,0,0,322,2,1,0,0,0,589,0,3,592,0,Atthimarapatti,"Corporation  Middle  School,  North  Building, East  Side  Athimarappati.","1.(Thoothukudi  Corporation)  Atthimarappatti,  (Door  No  :1  to  4/130  ) 999.OVERSEAS  ELECTORS",All  Voters,12.73344651952462,21.73174872665535,0.6791171477079796,1.867572156196944,7.809847198641766,0.0,0.0,54.66893039049236,0.5093378607809848,3,0.5093378607809848,Tamilaga Vettri Kazhagam,322,128,194,3,2,6,5,4,9,9,1,7,8,9,9,9,32.93718166383701,Dravida Munnetra Kazhagam,3,2,6,5,4,9,9,1,7,8,9,9,9
286,21,184,1,8,89,0,0,146,2,1,0,1,0,453,0,0,453,0,Atthimarapatti,"Corporation  Middle  School,  North  Building, From  West  side  Athimarappati.","1.(Thoothukudi  Corporation)  Atthimarappatti,  (Door  No  :  4/130  Above  ) 999.OVERSEAS  ELECTORS",All  Voters,4.635761589403973,40.61810154525386,0.2207505518763797,1.766004415011037,19.64679911699779,0.0,0.0,32.22958057395143,0.0,4,0.8830022075055187,Dravida Munnetra Kazhagam,184,146,38,4,1,7,5,3,10,10,2,6,7,10,7,10,8.388520971302428,Tamilaga Vettri Kazhagam,4,1,7,5,3,10,10,2,6,7,10,7,10
287,52,253,2,0,32,1,0,187,2,0,1,1,0,531,0,3,534,0,Korampallam,"T.N.D.T.A.  Perinimbam  ammal  Middle  School
,East  Building  North  Portion,  Korampallam","1.Korampallam  Part  1  (R.V)  And  (P)  Kulankarai  Street, 2.Korampallam  Part  1  (R.V)  And  (P)  South  Street, 3.Korampallam  Part  1  (R.V)  And  (P)  Kovil  Street, 999.OVERSEAS  ELECTORS",All  Voters,9.792843691148775,47.64595103578154,0.3766478342749529,0.0,6.026365348399247,0.1883239171374765,0.0,35.2165725047081,0.5649717514124294,4,0.7532956685499058,Dravida Munnetra Kazhagam,253,187,66,3,1,5,10,4,7,10,2,5,10,7,7,10,12.42937853107345,Tamilaga Vettri Kazhagam,3,1,5,10,4,7,10,2,5,10,7,7,10
288,58,189,0,2,41,1,0,287,1,0,0,1,2,582,0,1,583,0,Korampallam,"T.N.D.T.A.  Perinimbam  ammal  Middle  School
,East  Building,  South  portion,  Korampallam","1.Korampallam  Part  1  (R.V)  And  (P)  Bank  Street, 2.Korampallam  Part  1  (R.V)  And  (P)  Main  Street, 3.Korampallam  Part  1  (R.V)  And  (P)  Paripooranam  Colony, 4.Korampallam  Part  1  (R.V)  And  (P)  P.S.P.Nagar  1st  Street, 5.Korampallam  Part  1  (R.V)  And  (P)  P.S.P.  Nagar  2nd  Street, 6.Korampallam  Part  1  (R.V)  And  (P)  P.S.P.  Nagar  3rd  Street, 999.OVERSEAS  ELECTORS",All  Voters,9.965635738831615,32.47422680412371,0.0,0.3436426116838488,7.0446735395189,0.1718213058419244,0.0,49.3127147766323,0.1718213058419244,4,0.6872852233676976,Tamilaga Vettri Kazhagam,287,189,98,3,2,10,5,4,7,10,1,7,10,10,7,5,16.83848797250859,Dravida Munnetra Kazhagam,3,2,10,5,4,7,10,1,7,10,10,7,5
289,51,122,3,10,14,0,0,218,0,2,0,1,0,421,0,1,422,0,Korampallam,"T.N.D.T.A.  Perinimbam  ammal  Middle  School
,West  Building,  South  Portion,  Korampallam","1.Korampallam  Part  1  (R.V)  And  (P)  Ponseenivasa  Nagar  Block  1, 2.Korampallam  Part  1  (R.V)  And  (P)  Rajapandi  Nagar  Block  1, 3.Korampallam  Part  1  (R.V)  And  (P)  Prince  Nagar  Block  1,  4.Korampallam Part  1  (R.V)  And  (P)  Karmel  Nagar  Block  1,  5.Korampallam  Part  1  (R.V) And  (P)  Kurinji  Nagar  Block  1,  999.OVERSEAS  ELECTORS",All  Voters,12.11401425178147,28.97862232779098,0.7125890736342043,2.375296912114014,3.32541567695962,0.0,0.0,51.78147268408551,0.2375296912114014,3,0.7125890736342043,Tamilaga Vettri Kazhagam,218,122,96,3,2,6,5,4,9,9,1,9,7,9,8,9,22.80285035629454,Dravida Munnetra Kazhagam,3,2,6,5,4,9,9,1,9,7,9,8,9
290,75,176,4,13,30,3,1,326,1,0,0,0,1,630,0,3,633,0,Korampallam,"T.N.D.T.A.  Perinimbam  ammal  Middle  School
,West  Building,  North  Portion,  Korampallam.","1.Korampallam  Part  1  (R.V)  And  (P)  Subramaniapuram  Block  1, 2.Korampallam  Part  1  (R.V)  And  (P)  K.  Anthonyarpuram  Block  1, 3.Korampallam  Part  1  (R.V)  And  (P)  Srini  Nagar  Block1,  999.OVERSEAS ELECTORS",All  Voters,11.9047619047619,27.93650793650794,0.6349206349206349,2.063492063492063,4.761904761904762,0.4761904761904762,0.1587301587301587,51.74603174603175,0.4761904761904762,2,0.3174603174603174,Tamilaga Vettri Kazhagam,326,176,150,3,2,6,5,4,7,8,1,8,11,11,11,8,23.80952380952381,Dravida Munnetra Kazhagam,3,2,6,5,4,7,8,1,8,11,11,11,8
291,57,186,2,22,36,0,0,205,0,0,0,0,1,509,0,0,509,0,Periyanayagapuram,"T.N.D.T.A.  Primary  School,  South  Facing Building  Periyanayagapuram","1.Korampallam  Part  1  (R.V)  And  (P)  Main  Street  Block  3, 2.Korampallam  Part  1  (R.V)  And  (P)  Veda  Kovil  Street  Block  3,
3.Korampallam  Part  1  (R.V)  And  (P)  Middle  Street  Block  3,
999.OVERSEAS  ELECTORS",All  Voters,11.19842829076621,36.54223968565815,0.3929273084479371,4.322200392927308,7.072691552062868,0.0,0.0,40.27504911591356,0.0,1,0.1964636542239686,Tamilaga Vettri Kazhagam,205,186,19,3,2,6,5,4,8,8,1,8,8,8,8,7,3.732809430255403,Dravida Munnetra Kazhagam,3,2,6,5,4,8,8,1,8,8,8,8,7
292,25,157,1,30,57,0,2,160,0,0,0,0,1,433,0,2,435,0,Periyanayagapuram,"Anganwadi  Center,  Periyanayagapuram.","1.Korampallam  Part  1  (R.V)  And  (P)  East  Street  Block  3, 2.Korampallam  Part  1  (R.V)  And  (P)  South  Street  Block  4,
3.Korampallam  Part  1  (R.V)  And  (P)  Kalavasal  Street  Block  4, 4.Korampallam  Part  1  (R.V)  And  (P)  North  Street  Block  3,  999.OVERSEAS
ELECTORS",All  Voters,5.773672055427252,36.25866050808314,0.2309468822170901,6.928406466512701,13.16397228637413,0.0,0.4618937644341801,36.95150115473441,0.4618937644341801,1,0.2309468822170901,Tamilaga Vettri Kazhagam,160,157,3,5,2,7,4,3,9,6,1,9,9,9,9,7,0.6928406466512702,Dravida Munnetra Kazhagam,5,2,7,4,3,9,6,1,9,9,9,9,7
293,54,113,2,18,133,1,0,134,0,1,0,0,1,457,0,0,457,0,Podammalpuram,Hindu  Primary  School  Podammalpuram,"1.Kulaiyankarisal  (R.V)  And  (P)  Diraviapuram  South  Street  Block  10,
2.Kulaiyankarisal  (R.V)  And  (P)  Podammalpuram  South  Street  Block  10, 3.Kulaiankarisal  (R.V)  And  (P)  Podammalpuram  North  Street  Block 11,999.OVERSEAS  ELECTORS",All  Voters,11.81619256017506,24.72647702407002,0.437636761487965,3.938730853391685,29.10284463894967,0.2188183807439825,0.0,29.32166301969366,0.0,2,0.437636761487965,Tamilaga Vettri Kazhagam,134,133,1,4,3,6,5,2,7,10,1,10,7,10,10,7,0.2188183807439825,Amma Makkal Munnettra Kazagam,4,3,6,5,2,7,10,1,10,7,10,10,7
294,82,196,1,1,148,1,2,235,1,1,0,0,0,668,0,2,670,0,Kulaiyankarisal,"T.N.D.T.A.Abiseganathar  Hr.  Sec  School
,New  Building  from  South  Side  2nd  Room
,Kulaiankarisel","1.Kulaiyankarisal  (R.V)  And  (P)  East  Street, 2.Kulaiyankarisal  (R.V)  And  (P)  West  Street, 3.Kulaiyankarisal  (R.V)  And  (P)  North  Street, 999.OVERSEAS  ELECTORS",All  Voters,12.27544910179641,29.34131736526946,0.1497005988023952,0.1497005988023952,22.15568862275449,0.1497005988023952,0.2994011976047904,35.17964071856288,0.2994011976047904,2,0.2994011976047904,Tamilaga Vettri Kazhagam,235,196,39,4,2,6,6,3,6,5,1,6,6,11,11,11,5.838323353293413,Dravida Munnetra Kazhagam,4,2,6,6,3,6,5,1,6,6,11,11,11
295,71,136,4,1,104,2,1,195,1,0,0,0,0,515,0,1,516,0,Kulaiyankarisal,"T.N.D.T.A.  Abiseganathar  Hr.  Sec.  School, New  Building  North  Side,3  rd  Room  ,
Kulaiyankarisal","1.Kulaiyankarisal  (R.V)  And  (P)  Matha  Kovil  Street, 2.Kulaiyankarisal  (R.V)  And  (P)  Middle  Street, 999.OVERSEAS  ELECTORS",All  Voters,13.78640776699029,26.40776699029126,0.7766990291262136,0.1941747572815534,20.19417475728155,0.3883495145631068,0.1941747572815534,37.86407766990291,0.1941747572815534,1,0.1941747572815534,Tamilaga Vettri Kazhagam,195,136,59,4,2,5,7,3,6,7,1,7,10,10,10,10,11.45631067961165,Dravida Munnetra Kazhagam,4,2,5,7,3,6,7,1,7,10,10,10,10
296,52,120,0,2,108,0,1,211,3,0,0,1,0,498,0,2,500,0,Kulaiyankarisal,"T.N.D.T.A.  Abiseganathar  Hr.  Sec  School  , New  Building  South  Room-1  Kulaiankarisel","1.Kulaiyankarisal  (R.V)  And  (P)  East  Street  Block  7,
2.Kulaiyankarisal  (R.V)  And  (P)  East  Street  Continues  West  Block  7, 999.OVERSEAS  ELECTORS",All  Voters,10.44176706827309,24.09638554216868,0.0,0.4016064257028112,21.68674698795181,0.0,0.2008032128514056,42.36947791164658,0.4016064257028112,4,0.8032128514056224,Tamilaga Vettri Kazhagam,211,120,91,4,2,9,6,3,9,7,1,5,9,9,7,9,18.27309236947791,Dravida Munnetra Kazhagam,4,2,9,6,3,9,7,1,5,9,9,7,9
297,35,181,3,3,98,3,2,208,1,0,0,0,0,534,0,2,536,0,Kulaiyankarisal,"T.N.D.T.A.  Abiseganathar  Hr.  Sec  School  , New  Building  North  Room-3rd  Kulaiankarisel","1.Kulaiyankarisal  (R.V)  And  (P)  Vinayagapuram  Block  9,
2.Kulaiyankarisal  (R.V)  And  (P)  Rathnapuri  Block  9,  3.Kulaiyankarisal (R.V)  And  (P)  Keela  Vadakku  Street  Block  9,  4.Kulaiyankarisal  (R.V)  And
(P)  Middle  Street  East  Block  6,  5.Kulaiyankarisal  (R.V)  And  (P)
Pandiyapuram  Block  9,  999.OVERSEAS  ELECTORS",All  Voters,6.554307116104868,33.89513108614232,0.5617977528089888,0.5617977528089888,18.35205992509363,0.5617977528089888,0.3745318352059925,38.95131086142322,0.3745318352059925,1,0.1872659176029963,Tamilaga Vettri Kazhagam,208,181,27,4,2,5,5,3,5,8,1,9,10,10,10,10,5.056179775280898,Dravida Munnetra Kazhagam,4,2,5,5,3,5,8,1,9,10,10,10,10
298,48,153,4,3,57,1,3,309,1,1,0,0,0,580,0,3,583,0,M.  Savariarpuram,"R.C.  Primary  School  ,  South  Building,  from East  2  nd  Room,  M.  Savariarpuram","1.(Thoothukudi  Corporation)  Bharathi  Nagar, 999.OVERSEAS  ELECTORS",All  Voters,8.275862068965518,26.37931034482759,0.6896551724137931,0.5172413793103449,9.827586206896552,0.1724137931034483,0.5172413793103449,53.27586206896552,0.5172413793103449,2,0.3448275862068966,Tamilaga Vettri Kazhagam,309,153,156,4,2,5,6,3,8,6,1,8,8,11,11,11,26.89655172413793,Dravida Munnetra Kazhagam,4,2,5,6,3,8,6,1,8,8,11,11,11
299,66,168,5,4,77,0,1,311,1,0,2,0,1,636,0,2,638,0,M.  Savariarpuram,"R.C.  Primary  School  ,  East  Building  South Portion,  M.  Savariarpuram","1.(Thoothukudi  Corporation)  Subash  Nagar,
2.(Thoothukudi  Corporation)  Kamarajar  Road,
3.(Thoothukudi  Corporation)  Thavasi  Perumal  Road, 4.(Thoothukudi  Corporation)  Saveriarpuram, 999.OVERSEAS  ELECTORS",All  Voters,10.37735849056604,26.41509433962264,0.7861635220125787,0.628930817610063,12.10691823899371,0.0,0.1572327044025157,48.89937106918239,0.3144654088050315,4,0.628930817610063,Tamilaga Vettri Kazhagam,311,168,143,4,2,5,6,3,11,8,1,8,11,7,11,8,22.48427672955975,Dravida Munnetra Kazhagam,4,2,5,6,3,11,8,1,8,11,7,11,8
300,40,204,3,5,82,1,0,241,2,0,0,1,0,579,0,3,582,0,M.  Savariarpuram,"R..C.  Primary  School,  South  Building  from East  3  rd  Room,  M.  Savariarpuram","1.(Thoothukudi  Corporation)  Annai  Therasa  Nagar, 2.(Thoothukudi  Corporation)  Ambedkar  Nagar, 999.OVERSEAS  ELECTORS",All  Voters,6.90846286701209,35.23316062176166,0.5181347150259068,0.8635578583765112,14.16234887737478,0.1727115716753022,0.0,41.62348877374784,0.5181347150259068,3,0.5181347150259068,Tamilaga Vettri Kazhagam,241,204,37,4,2,6,5,3,8,10,1,7,10,10,8,10,6.390328151986183,Dravida Munnetra Kazhagam,4,2,6,5,3,8,10,1,7,10,10,8,10
301,52,217,1,8,64,0,1,349,0,0,0,1,0,693,0,4,697,0,M.  Savariarpuram,"R.C.  Primary  School,  south  Building,  from East  4th  Room  M.  Savariarpuram","1.(Thoothukudi  Corporation)  Kumarasamy  Nagar,
2.(Thoothukudi  Corporation)  Thavasi  Perumal  Road, 999.OVERSEAS  ELECTORS",All  Voters,7.503607503607504,31.31313131313131,0.1443001443001443,1.154401154401154,9.235209235209235,0.0,0.1443001443001443,50.36075036075036,0.5772005772005772,1,0.1443001443001443,Tamilaga Vettri Kazhagam,349,217,132,4,2,6,5,3,9,6,1,9,9,9,6,9,19.04761904761905,Dravida Munnetra Kazhagam,4,2,6,5,3,9,6,1,9,9,9,6,9
302,40,134,1,7,52,0,0,320,4,2,1,0,0,561,0,0,561,0,M.  Savariarpuram,"R.C.Primary  School,  West  portion  tiled building  M.  Savariarpuram","1.(Thoothukudi  Corporation)  Ezhil  Nagar,
2.(Thoothukudi  Corporation)  Subash  Nagar,
3.(Thoothukudi  Corporation)  Bharathi  Nagar  4th  Street,
4.(Thoothukudi  Corporation)  Bharathi  Nagar  Spic  Opposite  Side,
5.(Thoothukudi  Corporation)  Thendral  Nagar,  999.OVERSEAS  ELECTORS",All  Voters,7.130124777183601,23.88591800356506,0.17825311942959,1.24777183600713,9.269162210338681,0.0,0.0,57.04099821746881,0.0,7,1.24777183600713,Tamilaga Vettri Kazhagam,320,134,186,4,2,8,5,3,10,10,1,6,7,8,10,10,33.15508021390374,Dravida Munnetra Kazhagam,4,2,8,5,3,10,10,1,6,7,8,10,10
303,33,78,1,4,12,0,1,98,0,0,1,0,1,229,0,3,232,0,Spic  Nagar,Spic  Nagar  Nursery  and  primary  school  room No  57  East  portion  Spic  Nagar,"1.(Thoothukudi  Corporation)  Spic  Nagar  A  Sector,
2.(Thoothukudi  Corporation)  Heavy  Water  Plant  colony  B1  Sector, 3.(Thoothukudi  Corporation)  Heavy  Water  Plant  Colony  A  Sector, 4.(Thoothukudi  Corporation)  Heavy  Water  Plant  Colony  B2  Sector, 5.(Thoothukudi  Corporation)  Heavy  Water  Plant  Colony  C  Sector, 6.(Thoothukudi  Corporation)  Heavy  Water  Plant  Colony  D  Sector,
7.(Thoothukudi  Corporation)  Heavy  Water  Pland  Quarters  A1  Sector,
8.(Thoothukudi  Corporation)  Heavy  Water  Pland  Quarters  A2  Sector, 999.OVERSEAS  ELECTORS",All  Voters,14.41048034934498,34.06113537117904,0.4366812227074235,1.746724890829694,5.240174672489083,0.0,0.4366812227074235,42.79475982532751,1.310043668122271,2,0.8733624454148471,Tamilaga Vettri Kazhagam,98,78,20,3,2,6,5,4,10,6,1,10,10,6,10,6,8.73362445414847,Dravida Munnetra Kazhagam,3,2,6,5,4,10,6,1,10,10,6,10,6
