Label,Total_Votes,Share_Percentage
TVK,90431,50.36451632665564
DMK,62859,35.00860470167583
AIADMK,19437,10.82521595294983
NTK,4725,2.631534978530016
VVP,234,0.1303236370319627
BSP,227,0.1264250666933997
TAVAK,165,0.09189487226612755
AIJMK,138,0.07685752953167031
AIPMMK,127,0.07073120471392848
NMSP,105,0.05847855507844481
TPMK,99,0.05513692335967653
PT,61,0.03397325580747746
SMNK,30,0.01670815859384137
